,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
gini_coefficient_sum_num_words,-0.04994537852951098,-0.04741404810484716,-0.046774333258384836,-0.05684640677970137,-0.04886789116242932,-0.04803788348786372,-0.050226214611544535,-0.0499113833529135,-0.04430407362369314,-0.04962634128316182,-0.05427072284366766,-0.05071092947814499,-0.049020146020286925,-0.04913965838507838,-0.04945076646136797,-0.04195472308311419,-0.050224259005649106,-0.0497320546101272,-0.04969914155305382,-0.049779890384244053,-0.049467049880152096,-0.0499800684235417,-0.049953994234667724,-0.050519944006129434,-0.04965884506460232,-0.04693394618348456,-0.043179045370705216,-0.043778086896738344,-0.04943777899213623,-0.04936908611841854,-0.0408386607371364,-0.04948687282547521,-0.04996842246320586,-0.04954310723352142,-0.045881513442053885,-0.04866538491894394,-0.04935430584319893,-0.04900540366681909,-0.048814168762428126,-0.049332857604181116,-0.049722020976622344,-0.05110447571740805,-0.05039967071788271,-0.04496191442436958,-0.04793688157547725,-0.04566768481533363,-0.045847748918147274,-0.051870829909466495,-0.048441453497344134,-0.04665871649082013,-0.043819646701802314,-0.048159759324869586,-0.048551533043837206,-0.04559158800029896,-0.04903972227183255,-0.05101343864087999,-0.04944331843008892,-0.05039631368967893,-0.05175312147409211,-0.05041570338448079,-0.04905160039721614,-0.04887247091826551,-0.047912721597893955,-0.04900277443354176,-0.053181445665680706,-0.04522178992994043,-0.04951284939964997,-0.05097725699088181,-0.05006498040856786,-0.04934376902931306,-0.049026959558244494,-0.04681371613100445,-0.04954628286391003,-0.04966904532499513
gini_coefficient_sum_num_chars,-0.051992781396929734,-0.04882735544805311,-0.04897037245016045,-0.05638874509339065,-0.05113114251921206,-0.050011198556962025,-0.051173518940071605,-0.051958912686375563,-0.0471361204950203,-0.05131673406883231,-0.05613635741189131,-0.05257825777996416,-0.051094635736631054,-0.05126911500772838,-0.0516640303647717,-0.041223086906378964,-0.052373914603322816,-0.05246079898399896,-0.051571516474464354,-0.05138314962622263,-0.05153986969172887,-0.05206440660940852,-0.05046255958294559,-0.05292590683421837,-0.05177835277364191,-0.04827035905639571,-0.04614674813238683,-0.045157919424459465,-0.05155356080886362,-0.05148284110495428,-0.04445509713001303,-0.05214846565338993,-0.05191041570214375,-0.0515736842760393,-0.04823835722758813,-0.05158312103082225,-0.05165660987853863,-0.05123751033860784,-0.049840215907893205,-0.05183931761703122,-0.05140217733847482,-0.05332987600502451,-0.05244041331850348,-0.04698226635679131,-0.05107785217343933,-0.04629233958527438,-0.04773658003069279,-0.05313142685113556,-0.05286393268085522,-0.04863109558734968,-0.04676837882718773,-0.049937265321276465,-0.05108641475445793,-0.051148217038307464,-0.050693797475025594,-0.05352641063595121,-0.05146680538382686,-0.05283359444387714,-0.05348390993409898,-0.05211794538535772,-0.05146894068496779,-0.051739890492472386,-0.05048475841449846,-0.05137599311999854,-0.055248379429104974,-0.04662361108879477,-0.051621663923105916,-0.05299495903805629,-0.05360946030922502,-0.051795799422815404,-0.051139187511247346,-0.04867698597257364,-0.05197663366444897,-0.051752073413154
gini_coefficient_sum_num_messages,-0.026891284137614345,-0.035507965133520974,-0.02385634776567876,-0.028929425395582128,-0.02671029473831061,-0.02578960444850084,-0.028215364715597883,-0.02742583703991237,-0.02281819616034654,-0.026936395339642597,-0.025527951119113802,-0.028174521818511288,-0.02698438373406842,-0.02590142876258377,-0.026738126167757267,-0.022487178525455925,-0.026227356044803644,-0.025380849263034824,-0.027828769489752943,-0.02750862792121894,-0.026638046496036582,-0.026488345905955887,-0.025070818929166138,-0.026363759756281465,-0.02661165128196004,-0.027046729169422534,-0.02393038297916526,-0.02360190855242987,-0.026642910440857138,-0.026638515954381065,-0.01966948205177334,-0.02715656962507864,-0.026900881916872992,-0.026788968773678614,-0.022351874662703438,-0.029959141321066814,-0.02559452819199075,-0.026289688291176127,-0.025927663197753265,-0.02530516302911473,-0.026189343497377723,-0.02801619619912923,-0.02593255935003849,-0.02641630392292747,-0.02500761213526531,-0.026223486452821115,-0.02778983465321538,-0.024737578061904845,-0.025657804281391493,-0.026677053661399514,-0.02942179301638325,-0.023052978697376783,-0.024016454206409348,-0.023174007948996093,-0.025451480788072182,-0.02769543634226601,-0.02222210995630778,-0.027343986196758298,-0.025863990911409028,-0.0283043862005936,-0.02630940327890803,-0.025324509398211355,-0.028941437594048765,-0.02680122348766805,-0.02816618712576111,-0.02536667999754607,-0.026689039425295314,-0.03148244500489661,-0.02266192310958445,-0.02551117243044032,-0.02671154259213065,-0.020076480245850663,-0.025878457472937426,-0.027025449359231093
average_num_words,-0.0027292863891617185,-0.002134238941763687,-0.003780712826446156,-0.0035962725895163712,-0.0025427679986521454,-0.0026230501928758833,-0.0034201585989187197,-0.0026832732326638573,-0.004609650054889587,-0.0026843010429583214,-0.003846002980639658,-0.0024868337199759954,-0.002780338641763694,-0.0029693655559229802,-0.002692540748127017,-0.000927413693334647,-0.002813990229848462,-0.003034485657072681,-0.0024765717882088934,-0.0023813165680936343,-0.002651195675496345,-0.002703459454275496,-0.0007598297852550882,-0.0030679654252982387,-0.002621482042402772,-0.003661429269431221,0.0024972604199890165,-0.0016815351540952544,-0.0026543413408290925,-0.002613348678955506,-0.004366588206121595,-0.003297427419723461,-0.0022936962697349384,-0.0025567548169819713,-0.003924551351137076,-0.0019679930286189227,-0.0026399334999614283,-0.0027832310802370806,-0.002922705370775344,-0.0025840895852678393,-0.0023152049346709543,-0.00294292850182515,-0.0031154066242610966,-0.0034053138822428184,-0.003967905998264899,-0.0029694893073238388,-0.002572323364409378,-0.0020547031341799898,-0.003476009700293829,-0.0022948774555013114,-0.004240564342118111,-0.001057340051062575,-0.0011585235027535166,-0.005130796663845135,-0.0026577964801126805,-0.0019228845921177055,-0.0025066096063939306,-0.0021042210978741227,-0.0037243342636343137,-0.002604686134530479,-0.002754484183348527,-0.0018564239077641666,-0.0030828287960706353,-0.0031440034703958974,-0.001893452984131765,-0.0013576958113300315,-0.002653738470532466,-0.0010316917856772316,-0.0051376090946143186,-0.002655064265847492,-0.0023388244565988375,-0.0022165520854366075,-0.0025115431191294994,-0.0027077789357769964
stdev_num_words,-0.0020911507762524403,-0.003876343096905197,-0.0025786851400990424,-0.0027539619810761228,-0.002078871116155287,-0.0029899738636450465,-0.0021261964927108646,-0.0020629395423809025,0.003447065157743964,-0.0011719284815071898,-0.003732481140070257,-0.0022534824280403595,-0.0021221724077094785,-0.0035998318473757954,-0.0022221975638146776,-0.002285727323093329,-0.002514348954421218,-0.0039137634346881455,-0.002245864564867163,-0.0024668848293762885,-0.0021144337635509865,-0.002074400049855982,-0.003640319383586075,-0.0020833413741045354,-0.0021904743831228394,-0.00024106911289421688,-0.002194410213509303,-0.0005822071509972383,-0.002113649830105687,-0.002100497127686793,-0.0014214056562166988,-0.0015461031897959624,-0.0019776388748926257,-0.002085810645690721,-0.0024771649902760886,-0.002983198331358627,-0.0026569826501353973,-0.002337870440873422,-0.0015483845143204789,-0.002093032866672414,-0.0027187467589838547,-0.0017517366786177393,-0.003371314960630663,-0.0016542808795108623,-0.00579168909797599,-0.0015011202123251426,-0.001114442284186843,-0.0034105594088012854,-0.003686387831881696,-0.002252831853054789,0.0016543657073059908,-0.006969927187253561,-0.0036930650155721457,-0.003084043214094408,-0.003318754792835464,-0.0021718912259422168,-0.0017969557221927494,-0.00237643967097395,-0.0003854112498686617,-0.0016565071875438984,-0.0028252621992583327,-0.0007346086189066711,-0.003991618601031583,-0.0017428616927931068,-0.0002915701746165672,-0.0019057934234973054,-0.0021368069261361753,-0.001486465336949726,-0.0030616013048066267,-0.0021544926325784385,-0.0019968142560143126,-0.0030711080211162332,-0.002408154839877127,-0.0022764255542264936
min_num_words,-0.0253989701073739,-0.019721742978790924,-0.02762442211371345,-0.025528542738865716,-0.025825056719270535,-0.025295345192570515,-0.02440396711040075,-0.026261548062444733,-0.028476136082095246,-0.025053031140574892,-0.022341390608645095,-0.02485180342164806,-0.026523321869684164,-0.026506606424185963,-0.026400393116928655,-0.02236207099837947,-0.025475936065868277,-0.023333759858248572,-0.02593381244110017,-0.02557202216932625,-0.026219308146884533,-0.025879034301554384,-0.025367159338035402,-0.026492808393387312,-0.026075898015126758,-0.0320743238026953,-0.003291587459484676,-0.024619092602778267,-0.026221946432757347,-0.026273049651704197,-0.022606530282987168,-0.02537687219255995,-0.025794075313572504,-0.0257786937133194,-0.025863351018708437,-0.02472971703498006,-0.026346053969400623,-0.026218010284343323,-0.025522287126713644,-0.02698085840084075,-0.02662783143200424,-0.025925870687152602,-0.02587832671891816,-0.0261909284888837,-0.02191518388152726,-0.025621305037574302,-0.023000070162144573,-0.026344173033458762,-0.02400715246196872,-0.026943274780942984,-0.032532793698354,-0.026427294368173926,-0.027051605476229736,-0.026377554093320522,-0.024440749262594774,-0.0271170984231475,-0.02807380074786691,-0.027028579489370774,-0.022935894340155433,-0.02642990642325906,-0.02614436000041356,-0.0281123743711555,-0.026159820778325907,-0.02492573084230302,-0.027803812541433007,-0.025462767409833425,-0.026141229900977614,-0.02641200336217826,-0.032178484563756014,-0.030284744923997683,-0.02564738526755547,-0.023402000196511206,-0.026077290801600716,-0.02603011891307599
max_num_words,-0.010076663837768509,-0.01080454091633877,-0.011373866101436316,-0.007677696080756392,-0.00990745248475472,-0.011406071800675478,-0.009561988921876388,-0.01021280971637102,-0.002005226082242289,-0.009330140396074256,-0.010885654398739142,-0.0105045337075873,-0.010432386064275257,-0.010620826474270333,-0.01051960407433445,-0.010712320607428941,-0.010404910809374862,-0.00895016733558105,-0.010705210731241276,-0.010672643239593646,-0.010274787494685874,-0.010649842650910986,-0.015495881398092317,-0.009718569006091986,-0.010344160343859847,-0.008107028657507603,-0.009832163374226526,-0.008585683483033135,-0.010159877042769137,-0.010260073531884451,-0.010361459516306683,-0.009765183376298074,-0.010062660009465032,-0.010328630470021753,-0.009058693183436366,-0.009927928425177404,-0.010383083052775218,-0.010495815882738783,-0.010654637800161229,-0.010210873208382088,-0.010534126139966288,-0.009776140113250958,-0.01104927774977828,-0.010726805466266282,-0.013451094256450068,-0.008058698058144008,-0.009364269106780763,-0.010068781026349288,-0.012647179186340497,-0.01109742080373369,-0.005533154114881883,-0.016542031947645006,-0.010941951576973167,-0.013371996101925262,-0.011409837653902513,-0.010057066173206095,-0.009536971222175318,-0.011896379907806776,-0.006070215690604909,-0.009815572537027889,-0.010564505078886833,-0.008055882546481007,-0.013785450704387655,-0.009659554906977182,-0.0006917983418958453,-0.009704600763648224,-0.01024310620817499,-0.007408926027100073,-0.01060992264849641,-0.010404324408496651,-0.01074241318517147,-0.012058941772364957,-0.010321957490987878,-0.010411319935312486
average_num_chars,0.001861583672768675,0.0015417186186274425,0.0005149734346193652,0.002038422693053283,0.00216940126076233,0.0018266571876246595,0.0017809965973459825,0.0020118019479301915,-0.0006228840406225869,0.002110902425835939,0.0008807887089915908,0.0022583622945314343,0.001799954825505008,0.0018513092866606967,0.0020306715643379006,0.0031010974586064342,0.0018426113507387723,0.0015966020701951005,0.0023335383670472637,0.002336575465089782,0.002039816966699261,0.0021358159995345655,0.003639558237092832,0.0016296888093637776,0.0020083866638315783,0.0010569235862925332,0.006189753782985345,0.0037001534680768076,0.0020203152478331346,0.0020892334082625147,0.0002311040684403711,0.0004176730591032579,0.0023882759405938307,0.0021909718915921997,0.0006575950199459218,0.0019299474080660087,0.0019276167108283058,0.0018733534941846601,0.002131480363141024,0.0020782341718701583,0.0024839942298459034,0.0016446825125893685,0.001634044662271295,0.001095812236576278,-0.0001593882818159537,0.0015585792383967882,0.0022114624155512123,0.0022341548167087236,0.001350994430277624,0.0021959916825688,-0.0004384496025959196,0.0034441323148708372,0.0033732797657572574,-0.00025326690564358756,0.0016493096790243641,0.0028383139086007076,0.001637855791707854,0.0026249460014022893,0.00041570978187222257,0.0020991887135449858,0.0018316328630276805,0.0027327236366709463,0.0013166994737509661,0.0009449738957715072,0.0015664505321431915,0.0038417726307836074,0.002037422843011083,0.0019307594950365389,-0.000607794032819348,0.002062256452267626,0.0024368749240815694,0.002384973453218932,0.0021266552627591992,0.002055307188498983
stdev_num_chars,-0.0007482139214605556,-0.0017746565627628818,-0.0004983380643803545,0.00027276594747946333,-0.0006179852920744956,-0.0011238241609815682,0.00027753019774424574,-0.0005695306800610242,0.004654737779176048,0.00017094387518470382,-0.0022847533156549193,-0.0006165270645714006,-0.0005403711681486892,-0.002206945135995455,-0.0003741711015470998,0.0005415338079125727,-0.001090261771439419,-0.0038172515374106306,-0.00032591719099170883,-0.0011760699687641462,-0.0005828757635500676,-0.0005682915430704145,-0.0008655167593320765,-0.0008940155109276558,-0.0007422128004211283,0.003421106661532382,-0.004825705006839787,0.0031064917103412696,-0.0006411207737309541,-0.0005947070025277227,-0.0015933112139445828,-0.0007028408155534806,-0.0002357014159937273,-0.0005515520932203676,-0.0008278111480721844,-0.0032293007648894487,-0.0016055348948747733,-0.0009883191656092,0.0009265724228869107,-0.0003132403681666169,-0.0009930313710708452,-0.00015392708647398454,-0.0016148707748938349,0.000164559472258979,-0.005905105085769848,-0.0005393281415372415,0.0005588652445076477,-0.0020369319168414063,-0.0039074479865766724,-0.0004398162340646556,0.0014267098853697482,-0.0033387936383858746,-0.0022618389508015733,-0.00180801217142069,-0.00221589379136067,-0.0007853979528206525,-0.0005324639643954855,-0.000789848515665388,-0.0003742727145166694,0.0002765857733624392,-0.0016846613146063326,0.0002798255410965075,-0.003995031990232053,-0.0005096484201679857,-0.00011641017074020432,0.0015127436605000253,-0.0006627618825597766,-0.0033544969146782145,-0.0009473936858310166,-0.000785996193951878,-0.0003986149568874991,-0.0015012309823984524,-0.0009314147993089684,-0.0007234982540763804
min_num_chars,-0.022623096365325997,-0.01941599230475332,-0.027640818364204674,-0.028125233138401394,-0.020996630626590924,-0.02368214598254005,-0.02166735906750785,-0.022590482637903572,-0.020864328724339118,-0.02252087374361081,-0.02704269925466358,-0.020810230048872003,-0.0227720979626023,-0.023827171173863432,-0.0228347402179245,-0.030189968351691288,-0.023525714204216782,-0.019846137292502085,-0.023467918694765506,-0.024546983117926198,-0.02270326999996691,-0.023197436433549143,-0.0245832386695701,-0.021394289996418885,-0.022523280541568828,-0.022731290299842367,0.0033336396627899893,-0.021036690569882496,-0.022582177902743097,-0.022479528790627604,-0.018923823848837174,-0.026400903122641078,-0.022432096125996694,-0.02251560031895436,-0.02288630832865724,-0.0202221966705764,-0.0229934124854109,-0.022350913529142556,-0.02215176046359782,-0.022171889622558182,-0.02023412228032885,-0.023564346454176224,-0.02160879956463116,-0.02356897943709897,-0.02555922120364427,-0.023325032438095993,-0.02114499716060338,-0.02715015484840984,-0.02017630203144879,-0.02114830844036767,-0.018851209076666285,-0.022218944546699416,-0.020290640791846632,-0.020200153140059317,-0.023935619383138027,-0.02090165442318848,-0.023635612195816554,-0.0217506553053769,-0.024102825686260206,-0.02200013196076323,-0.023362664986224607,-0.021344639414050057,-0.02199919974626019,-0.02366147213344151,-0.02285432677812746,-0.02023518705408457,-0.022514882231849696,-0.02173112589604149,-0.023499569844928146,-0.022881654274541183,-0.02108618708970518,-0.020932161058537273,-0.02186480242827513,-0.02230821990780625
