,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
team_size,0.017981107912599763,0.02674955721563207,0.021122171686722608,0.017761609792817278,0.01863608573458321,0.01683965242007663,0.024237313877139396,0.01754243073299741,0.006033779927530047,0.017343475143859352,0.021062909405089234,0.01708574016992145,0.017413291757102024,0.019179406998406957,0.016688824588463443,0.02220507774205772,0.017953961438145736,0.01882809084525036,0.017759988740172518,0.016457319952900236,0.018229212412363024,0.01733980884959069,0.019420072799836628,0.014532725891822976,0.017792827809363615,0.01588741674480135,0.01195330194276277,0.02674639595738891,0.017831086023848235,0.01792268898698784,0.029236927947762247,0.012362907443754331,0.01850622861293628,0.01790109379038278,0.011815097099894168,0.007504158905807291,0.017076153946060622,0.018776510354650586,0.020660116045855572,0.016720402531781368,0.01846997226733054,0.017532334078606136,0.018131349007298635,0.021703016734577908,0.01034033007202329,0.015953318131120393,0.018977924836333208,0.022561434620182095,0.020552927314209327,0.017855948087743524,0.0011297049011510223,0.023312385265295027,0.01793976097041678,0.007608287723427667,0.017108345694369052,0.019545168659936406,0.018711516823487782,0.01625291024142877,0.012446984737276694,0.018397522507272317,0.01806146167874718,0.01478027759158604,0.014856485907562469,0.018430703846172534,0.031018061080557352,0.026551732434953606,0.017788938517139957,0.009267204341094357,0.008910872078448488,0.015626967564841065,0.018737247629570304,0.014780805668395982,0.0170202725007645,0.019245378195816586
vis_img_High,0.004868315892858572,-0.00037560578003413526,0.006493375386251125,-0.003000841311619801,0.003961176245727284,0.005581641025457302,0.0021263405603630103,0.0040730517098947995,-0.0036844905704265137,0.0038632436514838254,0.002996259653829548,0.0035397726349041744,0.003894923127277097,0.0040425947665105235,0.0037610834689370517,-0.0016262158470540461,0.004336091389935152,0.005351488415066805,0.00297419016573987,0.0033286481188825445,0.004307444032448568,0.003887748448678578,0.004303485728909458,0.005219599081606716,0.004552495794317596,0.003871815087915914,0.011343348265527993,0.00046737270622814717,0.004059478796560109,0.00403350756889699,0.0037284447691500675,0.0038762653221730906,0.0040449382539552246,0.00388700130636158,0.0074475989375704064,0.0007278994178054433,0.005425121884532332,0.004739544523033628,0.0036311164360303748,0.0037728943000017107,0.0041931307912139795,0.002870837664705724,0.003847406368760235,0.0012989094344777966,0.00432646559109068,0.0017595583432294146,0.007040581797655372,0.0069589699153381895,0.004921595864846539,0.005233598054926157,0.0070718839092953605,0.00572283959409051,0.005495212373393199,0.0033566615765640074,0.004255853636538218,0.004510757582185838,0.003922252443723625,0.0045075847166992375,0.0005884099567307827,0.0032456487859954357,0.0038347481875618083,0.0009226742970280415,0.0049199160906413355,0.002512929815613984,0.006485485158613527,0.0022546125076310757,0.004134073253759376,0.00826160864371799,0.00042718640861159733,0.004231269959390616,0.005382130251248271,0.006862387883179417,0.005459779311231933,0.004191077442663555
vis_img_Low,-0.01190877368990217,-0.006772129336905442,-0.01186609438042335,-0.0014988768288383882,-0.01197790213786113,-0.011531152635490831,-0.00976633815650508,-0.012074334448315422,-0.0020140822785101693,-0.012109535925292627,-0.005687395121427624,-0.012756022430472127,-0.012322532304415993,-0.011109063449950303,-0.01152496875406967,-0.006227075147385086,-0.010825765526242608,-0.013999636268613055,-0.011123462958593736,-0.012431549655916632,-0.012169813292600891,-0.012288796101491473,-0.01622579544688605,-0.013323454748985886,-0.012783755154143019,-0.01368551073072606,-0.020554901433992932,-0.00877464690441242,-0.012103026507377237,-0.012131869704320185,-0.011422843143587182,-0.013463239310694656,-0.012326403045904944,-0.012088361251677854,-0.007956618032595288,-0.007069219657610104,-0.013755886876574811,-0.012444432412637669,-0.01210414487220621,-0.011363045691497752,-0.012374677493832371,-0.01099376007769259,-0.011588433081674378,-0.010317306843514246,-0.012131290104741132,-0.00947070480433327,-0.01578331369338997,-0.011965738059741899,-0.01246455199153726,-0.014367227513628617,-0.01639854520597485,-0.0073882947201102615,-0.012216653565517904,-0.013162808494533268,-0.012396702112647942,-0.01496739079808614,-0.012017827430701592,-0.014908145854543958,-0.008139921841456586,-0.01185152903020703,-0.0118838314855605,-0.01095291703451435,-0.012844586816128389,-0.011574998553053276,-0.012331550343346083,-0.008524814924745256,-0.012184364696999092,-0.019275381468218406,-0.0082588195977656,-0.013047357714754628,-0.013379672583267029,-0.012901906074805921,-0.011908081664635832,-0.011952116553598593
vis_img_Mixed,0.0070404577970436,0.0071477351169395706,0.005372718994172224,0.004499718140458193,0.008016725892133845,0.005949511610033528,0.007639997596142069,0.008001282738420618,0.005698572848936684,0.008246292273808803,0.0026911354675980704,0.009216249795567944,0.008427609177138905,0.007066468683439784,0.007763885285132618,0.007853290994439134,0.006489674136307452,0.008648147853546248,0.008149272792853872,0.009102901537034086,0.007862369260152324,0.008401047652812887,0.011922309717976599,0.008103855667379166,0.008231259359825422,0.009813695642810146,0.009211553168464936,0.008307274198184271,0.008043547710817124,0.008098362135423198,0.007694398374437114,0.00958697398852156,0.00828146479194972,0.008201359945316272,0.0005090190950248735,0.006341320239804657,0.008330764992042479,0.007704887889604046,0.008473028436175846,0.007590151391496041,0.008181546702618392,0.008122922412986868,0.0077410267129141425,0.009018397409036457,0.007804824513650447,0.007711146461103852,0.008742731895734594,0.005006768144403704,0.007542956126690721,0.009133629458702464,0.009326661296679488,0.0016654551260197454,0.006721441192124701,0.009806146917969265,0.008140848476109718,0.010456633215900306,0.008095574986977962,0.010400561137844716,0.0075515118847258,0.008605880244211604,0.008049083297998699,0.010030242737486308,0.007924670725487058,0.00906206873743929,0.005846065184732552,0.006270202417114174,0.008050291443239706,0.011013772824500407,0.007831633189153999,0.008816087755364011,0.007997542332018754,0.0060395181916265105,0.006448302353403896,0.007761039110935033
int_verb_High,-0.016089665871127617,-0.01806733014996281,-0.013237853009226268,-0.017388872619622298,-0.0149093430376579,-0.014030198348154114,-0.017471356469501056,-0.01573421639410956,-0.019754491628774136,-0.015044861728437291,-0.012690589022122846,-0.015827298046242784,-0.016210752268392296,-0.018202163401607845,-0.015755905074797086,-0.017364667942630113,-0.01510823009888138,-0.017538886727218317,-0.015877534631050808,-0.014988882177163225,-0.015599281740805729,-0.015412840480593425,-0.017324364260856193,-0.015913322388077914,-0.015665129451510176,-0.015209079303791964,-0.012558972796889084,-0.015757583247675948,-0.015688365670584733,-0.0155665528603388,-0.012491177964966104,-0.014096698312855425,-0.015024792147581826,-0.015685026185247315,-0.019551940011130555,-0.01573211598295079,-0.016448245941079284,-0.015828848714468397,-0.015115018119049806,-0.014744011022734371,-0.015994470602953847,-0.014436689151404641,-0.015836705344107093,-0.018000943976748767,-0.009730906381127658,-0.01709675250178112,-0.014055181954445016,-0.013547355859673324,-0.013189400633828344,-0.01466772974405649,-0.01365473382986813,-0.01179504159996894,-0.013266635211845436,-0.010934677748748548,-0.012545249149031074,-0.01586700725537722,-0.014538213843291434,-0.01500959587133686,-0.015643804308550453,-0.01505466163999662,-0.01618390682334787,-0.014452522889802996,-0.01765134687409816,-0.015504782747229462,-0.006360791156141888,-0.014204682265904928,-0.01566071357773753,-0.008722343484139097,-0.01909421009412088,-0.01620478843203091,-0.01590147803576866,-0.016305229812948463,-0.01543038235600492,-0.015759419494783915
int_verb_Low,-0.007322268418843615,-0.011605915046273325,-0.0071928194165444955,-0.0002593139422554561,-0.008305890409246728,-0.009902199038178443,-0.00793157792966123,-0.0076625226080988046,0.0014479433717052765,-0.009311468916764183,-0.008669156572021339,-0.0072757380140731145,-0.007698708313049625,-0.007354710136986343,-0.00764966806513058,-0.005217930335963362,-0.00808787167516453,-0.0036218776921108555,-0.007482994052564751,-0.007730893576320774,-0.007752101260436469,-0.008175389605616916,-0.009186907745982102,-0.007692791638114625,-0.0077331062010357245,-0.00704486474062935,-0.011050415131448929,-0.009917612167558465,-0.007688775493673478,-0.007830826630525187,-0.0067166834534201775,-0.008803393724678385,-0.0077566941300797245,-0.007689550385523396,-0.00588062306966849,-0.009694395383050364,-0.007761315507248342,-0.007835213950499239,-0.005598426720108678,-0.007645377114539901,-0.007191856718207757,-0.0075626267756622526,-0.007192034137950689,-0.007068779588199338,-0.011656037840018934,-0.004448910459485905,-0.013056471692926338,-0.009228016805829556,-0.009874265472042931,-0.010898094781383143,-0.00827727458385411,-0.00775483843715183,-0.009691794041125315,-0.010117958870278944,-0.008463685417221273,-0.008967841358963585,-0.004581195436828283,-0.009503261081727103,-0.004902421210247878,-0.008559167841076284,-0.007570954138906314,-0.005788599860300802,-0.007674134922972511,-0.007732577831528561,-0.007457433542141756,-0.010192655171805428,-0.007760073253827108,-0.007304821778961695,-0.003571630227359075,-0.007171040637630297,-0.008619844760800605,-0.009166983722279518,-0.00754885015682218,-0.007197228268157153
int_verb_Mixed,0.023411934289971233,0.02967324519623613,0.020430672425770766,0.017648186561877756,0.02321523344690463,0.023932397386332564,0.025402934399162278,0.02339673900220837,0.018306548257068855,0.024356330645201475,0.021359745594144185,0.0231030360603159,0.023909460581441916,0.025556873538594187,0.02340557313992767,0.022582598278593477,0.023196101774045914,0.021160764419329174,0.023360528683615565,0.022719775753484002,0.023351383001242197,0.023588230086210343,0.02651127200683829,0.02360611402619254,0.023398235652545903,0.022253944044421325,0.02360938792833801,0.02567519541523441,0.023377141164258226,0.023397379490863998,0.019207861418386284,0.02290009203753381,0.022781486277661554,0.023374576570770706,0.025432563080799043,0.025426511366001162,0.02420956144832763,0.023664062664967636,0.020713444839158483,0.022389388137274275,0.0231863273211616,0.021999315927066894,0.023028739482057782,0.02506972356494811,0.021386944221146606,0.021545662961267028,0.02711165364737136,0.02277537266550289,0.02306366610587128,0.025565824525439634,0.021932008413722243,0.01954988003712077,0.02295842925297075,0.02105263661902749,0.021008934566252354,0.0248348486143408,0.019119409280119716,0.02451285695306397,0.02054622551879834,0.023613829481072907,0.02375486096225419,0.020241122750103802,0.025325481797070667,0.023237360578758026,0.013818224698283647,0.024397337437710363,0.023420786831564646,0.016027165263100784,0.02266584032147996,0.02337582906966121,0.02452132279656927,0.025472213535227977,0.0229792325128271,0.022956647762941068
ort_img_High,-0.011879991738004502,-0.012447477005173454,-0.01153137707598816,-0.014555280519432109,-0.012198902655721489,-0.013178537896672018,-0.0161266284710373,-0.011916229870300016,-0.014240569052698089,-0.011875132049890444,-0.014160038350959882,-0.011891357676253529,-0.01217936589938523,-0.012725731670902813,-0.012314390633598961,-0.011479750691724399,-0.012522167102463719,-0.010374413378750566,-0.012409753450766106,-0.010994580279391819,-0.01201804572919998,-0.01159236733581983,-0.013763737342785593,-0.0116847688328611,-0.012501915783873963,-0.014523269075661713,-0.005278946537244525,-0.012485841508052884,-0.01207015382342958,-0.012028869963083439,-0.0034080227640309667,-0.013327740362119095,-0.011829012607076073,-0.012023732994347003,-0.013037829473510704,-0.009711854989928574,-0.01188936434502244,-0.011872146858230894,-0.012123143893472053,-0.01212004771269775,-0.012105561164274746,-0.01168355978616017,-0.012106166343433597,-0.010360870542707136,-0.010512713770275043,-0.01273043243621312,-0.011863733910723267,-0.013644083296963786,-0.0067649748771402,-0.012310180333451128,-0.011980417075399062,-0.012008692601187207,-0.012877224106104094,-0.008996004908191534,-0.01089921106675483,-0.012324563413077768,-0.012471410426367293,-0.01230258417412841,-0.010703994386040024,-0.013050414701691578,-0.012685841640551938,-0.010066483826183453,-0.011178206415929325,-0.013156807310886429,-0.012372734649692478,-0.012400537174430105,-0.01199848924631699,-0.011004355602155342,-0.01439025932022321,-0.011802773920482073,-0.011652742749418774,-0.013188862757874642,-0.012294574072087117,-0.01199953930922562
ort_img_Low,0.015785471742258222,0.01862797096443018,0.015244863929664457,0.016595687295788163,0.016104389520902998,0.016552647072113832,0.019707478051974408,0.016252208675969944,0.020828066969973347,0.01602501178757669,0.014011024404677963,0.015986013719512547,0.01645522334053367,0.016932719822650086,0.016412957959924458,0.014582708674363313,0.01594466301376867,0.01443335886319105,0.016539384357125746,0.015128769316638827,0.01606193188974465,0.0157587898341294,0.017348948378093722,0.015647105068843523,0.01644866690793775,0.01959087192094955,0.009277440074871796,0.020670908299959247,0.01614039648047368,0.016106180587112887,0.008082497875182521,0.018362772816481934,0.015922716312094198,0.01604143635528688,0.015772740521301645,0.013701772919607003,0.015944632469649264,0.016027829848004434,0.016087298516594614,0.01571438287044174,0.015849249130404433,0.015493669755632789,0.016057433985102544,0.015448544160458245,0.012259108731691646,0.01634051523336349,0.01588231751080773,0.01663932469403273,0.011637347606574028,0.016394329373557004,0.016524019155500023,0.01624356526042412,0.016713764540289434,0.014501177808657591,0.014636840380183699,0.01664641298968115,0.015826659845227752,0.015858894212560995,0.016891343879254877,0.01672338871366859,0.01674127904220581,0.014639078599761272,0.015523615832688808,0.017126371591124546,0.010137327675506763,0.018864279355186364,0.016096373283420524,0.0123824093824992,0.01779830075766706,0.015812985343996874,0.016234543482640654,0.01640022085710866,0.01605701143112585,0.01616364071025837
ort_img_Mixed,-0.003905480004253724,-0.006180493959256721,-0.003713486853676302,-0.0020404067763560583,-0.0039054868651815073,-0.0033741091754418157,-0.0035808495809371097,-0.004335978805669927,-0.0065874979172752595,-0.004149879737686248,0.0001490139462819187,-0.00409465604325902,-0.00427585744114844,-0.004206988151747275,-0.004098567326325497,-0.0031029579826389185,-0.0034224959113049575,-0.004058945484440484,-0.004129630906359638,-0.004134189037247,-0.004043886160544668,-0.004166422498309571,-0.003585211035308131,-0.003962336235982418,-0.003946751124063787,-0.005067602845287837,-0.003998493537627266,-0.008185066791906363,-0.004070242657044095,-0.004077310624029451,-0.004674475111151555,-0.005035032454362833,-0.0040937037050181235,-0.0040177033609398735,-0.0027349110477909422,-0.00398991792967843,-0.004055268124626824,-0.004155682989773537,-0.003964154623122564,-0.003594335157743992,-0.0037436879661296835,-0.003810109969472616,-0.003951267641668954,-0.005087673617751108,-0.0017463949614165964,-0.00361008279715037,-0.004018583600084456,-0.0029952413970689476,-0.004872372729433827,-0.004084149040105877,-0.004543602080100963,-0.004234872659236915,-0.003836540434185339,-0.0055051729004660585,-0.003737629313428867,-0.004321849576603382,-0.0033552494188604587,-0.003556310038432584,-0.006187349493214852,-0.0036729740119770186,-0.004055437401653867,-0.004572594773577818,-0.0043454094167594826,-0.0039695642802381175,0.0022354069741857144,-0.006463742180756263,-0.004097884037103527,-0.001378053780343854,-0.003408041437443859,-0.004010211423514803,-0.004581800733221874,-0.003211358099234011,-0.003762437359038734,-0.004164101401032745
