,positive_bert,negative_bert,neutral_bert
267,0.04978325,0.16859029,0.78162646
268,0.24889426,0.01819051,0.7329153
269,0.64852387,0.05177361,0.29970255
270,0.14885862,0.035851285,0.8152901
271,0.04339602,0.2826479,0.67395616
272,0.06418075,0.17027067,0.7655486
273,0.08107576,0.2475455,0.67137873
274,0.060287606,0.03507239,0.90463996
275,0.6833009,0.06474693,0.25195214
276,0.77405876,0.040873848,0.18506733
277,0.03020351,0.4900193,0.47977722
278,0.2186057,0.0318369,0.74955744
279,0.0559297,0.032611772,0.91145855
280,0.09440291,0.50050837,0.40508875
281,0.03671131,0.2180649,0.74522376
282,0.61062795,0.044439867,0.3449322
283,0.04391722,0.0706036,0.88547915
284,0.08224012,0.09549899,0.8222609
285,0.533381,0.08248591,0.3841331
286,0.1327782,0.037817314,0.82940453
287,0.029671822,0.06513972,0.9051885
288,0.73202777,0.039654363,0.22831784
289,0.38478494,0.10943202,0.505783
290,0.3454285,0.06556299,0.58900845
291,0.087704614,0.15416554,0.75812984
292,0.06862716,0.013951656,0.9174211
293,0.28336138,0.1261018,0.59053683
294,0.31583622,0.029352231,0.65481156
295,0.009618648,0.8163381,0.17404324
296,0.105344415,0.027806299,0.8668493
297,0.3293393,0.08021844,0.59044224
298,0.31057024,0.14886673,0.54056305
299,0.3737677,0.03890274,0.58732957
300,0.077095374,0.02800907,0.8948955
301,0.07876092,0.13486779,0.7863713
302,0.1258528,0.25684294,0.61730427
303,0.9675368,0.0050151455,0.027448006
304,0.4800682,0.10225532,0.41767654
305,0.9154751,0.011936869,0.07258811
306,0.14664233,0.062347017,0.7910107
307,0.97435004,0.0064627905,0.0191872
308,0.4800682,0.10225532,0.41767654
309,0.36640334,0.07805881,0.5555378
310,0.78771645,0.06451677,0.14776675
311,0.019434009,0.38701618,0.5935498
312,0.025589209,0.38183856,0.5925722
313,0.19716686,0.06879825,0.7340349
314,0.06636493,0.1539868,0.77964824
315,0.45430627,0.019788569,0.52590513
316,0.4845166,0.058959145,0.45652434
317,0.10174908,0.13047554,0.7677754
318,0.068207756,0.21244533,0.719347
319,0.0287267,0.5304953,0.44077802
320,0.22552355,0.09361122,0.6808652
321,0.22552355,0.09361122,0.6808652
322,0.22552355,0.09361122,0.6808652
323,0.22552355,0.09361122,0.6808652
324,0.22552355,0.09361122,0.6808652
325,0.22552355,0.09361122,0.6808652
326,0.22552355,0.09361122,0.6808652
327,0.22552355,0.09361122,0.6808652
328,0.52442366,0.033338945,0.44223747
329,0.054125622,0.19190866,0.7539657
330,0.40469426,0.08835402,0.50695175
331,0.22552355,0.09361122,0.6808652
332,0.9123599,0.0069141863,0.0807259
333,0.17841439,0.04353867,0.778047
334,0.2804289,0.013235719,0.70633537
335,0.046929292,0.45956337,0.49350727
336,0.29969963,0.024746986,0.6755534
337,0.22552355,0.09361122,0.6808652
338,0.22552355,0.09361122,0.6808652
339,0.22552355,0.09361122,0.6808652
340,0.9682445,0.00515327,0.026602266
341,0.22552355,0.09361122,0.6808652
342,0.052866325,0.05558739,0.8915463
343,0.045902323,0.07684683,0.8772508
344,0.13515449,0.086481765,0.7783638
345,0.12996882,0.06728381,0.8027474
346,0.11903878,0.025824953,0.8551363
347,0.008168759,0.87664753,0.11518359
348,0.63280463,0.0665585,0.3006369
349,0.047096994,0.028830418,0.92407256
350,0.06246316,0.06917779,0.868359
351,0.3158358,0.10878034,0.5753839
352,0.023638353,0.3517595,0.6246021
353,0.121915266,0.06563425,0.81245047
354,0.20101444,0.20797773,0.5910079
355,0.8153264,0.0061635813,0.17851007
356,0.11093411,0.078064114,0.8110018
357,0.928667,0.0070291553,0.06430381
358,0.64246285,0.025496794,0.33204034
359,0.53240013,0.07936231,0.38823757
360,0.6841133,0.009496542,0.30639014
361,0.06877115,0.031739097,0.89948976
362,0.16501613,0.0790279,0.75595593
363,0.92136115,0.0073208204,0.07131799
364,0.27337676,0.21214324,0.51447994
365,0.018978808,0.6906171,0.2904041
366,0.125367,0.015584689,0.85904837
367,0.19123536,0.18468077,0.6240838
368,0.8554175,0.014654767,0.12992772
369,0.9715206,0.004918231,0.023561148
370,0.067800514,0.26937038,0.66282916
371,0.4800682,0.10225532,0.41767654
372,0.11909203,0.10772298,0.773185
373,0.40469426,0.08835402,0.50695175
374,0.7871372,0.022757657,0.19010516
375,0.22552355,0.09361122,0.6808652
376,0.22552355,0.09361122,0.6808652
377,0.22552355,0.09361122,0.6808652
378,0.016549421,0.25511685,0.7283337
379,0.20151478,0.020928752,0.7775565
380,0.26665285,0.01865408,0.714693
381,0.12391216,0.030789975,0.84529793
382,0.22552355,0.09361122,0.6808652
383,0.22552355,0.09361122,0.6808652
384,0.67963356,0.041932777,0.27843365
385,0.9562618,0.0076677836,0.03607036
386,0.22552355,0.09361122,0.6808652
387,0.9650163,0.009079687,0.025904002
388,0.5487992,0.035370782,0.41582996
389,0.22552355,0.09361122,0.6808652
390,0.22552355,0.09361122,0.6808652
391,0.22552355,0.09361122,0.6808652
392,0.03362077,0.03369943,0.93267983
393,0.3612912,0.0144484015,0.6242604
394,0.26388845,0.052022688,0.6840888
395,0.014703236,0.8483534,0.13694343
396,0.15475407,0.09553048,0.74971545
397,0.025080165,0.05099385,0.92392594
398,0.88124573,0.008475847,0.11027848
399,0.22552355,0.09361122,0.6808652
400,0.022578353,0.011243989,0.9661777
401,0.03436006,0.4409697,0.52467024
402,0.20460902,0.18933459,0.60605645
403,0.03273081,0.5767821,0.390487
404,0.15595718,0.28715652,0.5568864
405,0.031047082,0.82016414,0.14878881
406,0.20108426,0.21407749,0.5848382
407,0.39104426,0.085017174,0.52393854
408,0.30300736,0.08659812,0.61039454
409,0.94217724,0.0067900633,0.05103273
410,0.04730791,0.27389342,0.67879874
411,0.38478494,0.10943202,0.505783
412,0.22552355,0.09361122,0.6808652
413,0.963133,0.0048651886,0.03200183
414,0.33448073,0.14595523,0.519564
415,0.22552355,0.09361122,0.6808652
416,0.022633033,0.4644881,0.5128789
417,0.1258528,0.25684294,0.61730427
418,0.927741,0.014696187,0.057562884
419,0.32262695,0.04429522,0.6330778
420,0.6785812,0.017037626,0.30438122
421,0.8554175,0.014654767,0.12992772
422,0.92796993,0.008754662,0.06327537
423,0.03157741,0.015486745,0.9529359
424,0.24307811,0.052913494,0.7040084
425,0.20460902,0.18933459,0.60605645
426,0.04043678,0.5650379,0.39452532
427,0.081605904,0.20363876,0.71475536
428,0.9250704,0.007442108,0.06748751
429,0.18984285,0.14397469,0.66618246
430,0.029296454,0.5062319,0.46447167
431,0.36481032,0.13104767,0.504142
432,0.11145242,0.08690622,0.8016414
433,0.4195581,0.019074481,0.56136745
434,0.1326847,0.0320419,0.83527344
435,0.0047026295,0.93747807,0.057819378
436,0.14737928,0.10376816,0.74885255
437,0.07761372,0.35207653,0.5703097
438,0.30546385,0.03488536,0.6596508
439,0.040988375,0.45763415,0.5013774
440,0.018115044,0.4516807,0.5302043
441,0.07215825,0.040201023,0.8876407
442,0.5008942,0.03038137,0.46872443
443,0.89314586,0.00728017,0.09957396
444,0.22552355,0.09361122,0.6808652
445,0.22552355,0.09361122,0.6808652
446,0.7266502,0.027684154,0.24566567
447,0.08723469,0.13889162,0.7738736
448,0.6512179,0.07108637,0.27769575
449,0.7266502,0.027684154,0.24566567
450,0.22552355,0.09361122,0.6808652
451,0.22552355,0.09361122,0.6808652
452,0.22552355,0.09361122,0.6808652
453,0.12785755,0.013290716,0.8588517
454,0.4800682,0.10225532,0.41767654
455,0.18844105,0.044185754,0.7673732
456,0.01053774,0.65375674,0.3357055
457,0.38478494,0.10943202,0.505783
458,0.79602766,0.019952457,0.18401988
459,0.06569531,0.05916965,0.87513506
460,0.8867295,0.0032779295,0.109992646
461,0.040103287,0.15014759,0.8097491
462,0.7837252,0.041251153,0.17502365
463,0.8554175,0.014654767,0.12992772
464,0.93138146,0.0032356489,0.06538292
465,0.9809631,0.0039677112,0.015069115
466,0.93368375,0.006477783,0.05983843
467,0.98214066,0.0050400198,0.012819268
468,0.22552355,0.09361122,0.6808652
469,0.22552355,0.09361122,0.6808652
470,0.10978775,0.03149621,0.858716
471,0.1604355,0.05304418,0.7865203
472,0.118564025,0.027615303,0.85382074
473,0.22552355,0.09361122,0.6808652
474,0.22552355,0.09361122,0.6808652
475,0.07159049,0.030360507,0.89804906
476,0.38478494,0.10943202,0.505783
477,0.056608018,0.12340316,0.8199888
478,0.3412784,0.08935417,0.56936735
479,0.112628356,0.058376342,0.82899535
480,0.035520017,0.5395309,0.42494908
481,0.06546799,0.024374157,0.91015786
482,0.6582258,0.014024824,0.32774937
483,0.648844,0.02016367,0.3309923
484,0.22552355,0.09361122,0.6808652
485,0.22552355,0.09361122,0.6808652
486,0.08925295,0.026496248,0.8842508
487,0.36310744,0.102039345,0.5348532
488,0.9788766,0.0035635007,0.017559975
489,0.30704886,0.14780763,0.5451435
490,0.44251677,0.0934177,0.46406552
491,0.417184,0.11042388,0.47239208
492,0.417184,0.11042388,0.47239208
493,0.06248681,0.09309699,0.8444162
494,0.37577027,0.06379931,0.56043035
495,0.53311104,0.059484627,0.40740436
496,0.07794736,0.017507246,0.9045454
497,0.012728803,0.7393337,0.24793755
498,0.030578077,0.43018124,0.53924066
499,0.050815016,0.0428771,0.9063079
500,0.39297146,0.15353522,0.4534934
501,0.5888583,0.097869635,0.3132721
502,0.044510223,0.45613244,0.49935734
503,0.030170571,0.82653105,0.14329848
504,0.018373283,0.32092175,0.6607049
505,0.02131136,0.61572886,0.3629598
506,0.30300736,0.08659812,0.61039454
507,0.22552355,0.09361122,0.6808652
508,0.22552355,0.09361122,0.6808652
509,0.22552355,0.09361122,0.6808652
510,0.37318218,0.04644235,0.5803755
511,0.30603668,0.1193531,0.57461023
512,0.14879975,0.11277014,0.73843014
513,0.04664646,0.058872532,0.89448106
514,0.6130956,0.010809691,0.3760947
515,0.10541611,0.04491461,0.8496693
516,0.9509324,0.0050869146,0.043980762
517,0.11772496,0.047338907,0.8349362
518,0.030038744,0.041694645,0.9282666
519,0.07302605,0.17657198,0.750402
520,0.2835796,0.025420489,0.6909999
521,0.06471051,0.06833387,0.86695564
522,0.9437576,0.006554391,0.049688082
523,0.95460147,0.005341918,0.040056646
524,0.076692216,0.34092802,0.58237976
525,0.9666331,0.004644737,0.028722184
526,0.13073076,0.07801778,0.7912514
527,0.41534337,0.09492465,0.48973197
528,0.92658883,0.0056378674,0.067773245
529,0.48211992,0.09379983,0.42408022
530,0.29226324,0.010086616,0.69765013
531,0.9504484,0.0034426963,0.04610887
532,0.90450656,0.014203277,0.081290215
533,0.22552355,0.09361122,0.6808652
534,0.22552355,0.09361122,0.6808652
535,0.555515,0.019553937,0.42493108
536,0.25658423,0.038218975,0.70519686
537,0.15552579,0.12229534,0.7221789
538,0.36310744,0.102039345,0.5348532
539,0.13783239,0.053037558,0.8091301
540,0.047190055,0.41674104,0.53606886
541,0.44212693,0.026095914,0.5317772
542,0.381728,0.16810471,0.45016733
543,0.5530477,0.011866009,0.4350863
544,0.014706482,0.8713818,0.11391176
545,0.15262426,0.0576737,0.789702
546,0.11205156,0.41105366,0.4768948
547,0.20487025,0.22897148,0.5661583
548,0.25117105,0.06450851,0.68432045
549,0.6512179,0.07108637,0.27769575
550,0.9303027,0.00861685,0.061080463
551,0.1279668,0.20024037,0.67179286
552,0.17678429,0.38225865,0.4409571
553,0.6512179,0.07108637,0.27769575
554,0.12029984,0.0725023,0.80719787
555,0.31687576,0.032374028,0.6507502
556,0.92239296,0.0151781095,0.062428925
557,0.35758626,0.060137406,0.58227634
558,0.10208723,0.08765223,0.8102605
559,0.09588335,0.043805648,0.86031103
560,0.26331294,0.09600622,0.6406809
561,0.18729039,0.26561347,0.54709613
562,0.29987305,0.16610375,0.5340232
563,0.19927584,0.014759102,0.785965
564,0.094445355,0.5633253,0.34222934
565,0.17072824,0.0849007,0.74437106
566,0.051140144,0.33949533,0.60936457
567,0.66368353,0.042798433,0.29351804
568,0.032823578,0.7862301,0.18094635
569,0.09972809,0.045013808,0.85525805
570,0.3338785,0.07111499,0.5950065
571,0.35799935,0.16954271,0.47245795
572,0.20101444,0.20797773,0.5910079
573,0.09130107,0.014162752,0.8945362
574,0.87279797,0.0062506944,0.12095138
575,0.2958102,0.08458136,0.6196085
576,0.06466145,0.013191669,0.9221469
577,0.6512179,0.07108637,0.27769575
578,0.22830245,0.08720943,0.6844881
579,0.034358896,0.6453347,0.32030636
580,0.8109961,0.011531466,0.17747246
581,0.4800682,0.10225532,0.41767654
582,0.26969022,0.0730874,0.65722233
583,0.80916494,0.022273714,0.16856131
584,0.6952067,0.05060132,0.254192
585,0.6512179,0.07108637,0.27769575
586,0.27166387,0.07167837,0.6566577
587,0.009278964,0.92791474,0.06280636
588,0.099488236,0.120204784,0.78030694
589,0.2868187,0.14815289,0.5650284
590,0.7016683,0.020660432,0.27767125
591,0.043866463,0.14065427,0.8154793
592,0.5531138,0.08240711,0.36447906
593,0.31767786,0.15950628,0.5228159
594,0.34813172,0.12496384,0.52690446
595,0.083288684,0.29958057,0.61713076
596,0.054883502,0.4138606,0.53125584
597,0.21492502,0.020055741,0.76501924
598,0.25131235,0.006783547,0.741904
599,0.7362529,0.016199676,0.24754743
600,0.013952929,0.88095737,0.10508967
601,0.7354266,0.008188118,0.2563853
602,0.18376082,0.114864625,0.7013745
603,0.215088,0.031819575,0.75309247
604,0.60701275,0.074966736,0.31802052
605,0.39761528,0.14796545,0.45441923
606,0.089077346,0.4963378,0.4145849
607,0.2892923,0.12263716,0.5880705
608,0.12082369,0.15117279,0.72800356
609,0.12872513,0.09138449,0.7798904
610,0.08705993,0.034274913,0.8786652
611,0.7733219,0.015615163,0.21106286
612,0.09995324,0.028005417,0.87204134
613,0.6833009,0.06474693,0.25195214
614,0.38344193,0.08728173,0.5292763
615,0.78771645,0.06451677,0.14776675
616,0.31320024,0.105636716,0.581163
617,0.93699574,0.009060582,0.053943682
618,0.8593883,0.02293393,0.117677726
619,0.24043031,0.054788444,0.7047812
620,0.8164737,0.035257958,0.14826833
621,0.10023835,0.06704391,0.8327178
622,0.018733658,0.3716897,0.60957664
623,0.029113082,0.7056279,0.26525894
624,0.0869624,0.02938149,0.88365614
625,0.123903885,0.030121785,0.8459743
626,0.1717157,0.1430427,0.6852416
627,0.025822278,0.4934394,0.4807383
628,0.03373264,0.22341041,0.7428569
629,0.40757143,0.062394593,0.53003395
630,0.13186637,0.034603167,0.83353037
631,0.03884316,0.069186255,0.8919705
632,0.39297146,0.15353522,0.4534934
633,0.4800682,0.10225532,0.41767654
634,0.12351786,0.017564973,0.8589172
635,0.11395637,0.010829958,0.8752137
636,0.30970314,0.09304952,0.59724736
637,0.38478494,0.10943202,0.505783
638,0.21816793,0.1303725,0.6514596
639,0.43048313,0.09316128,0.4763556
640,0.3338785,0.07111499,0.5950065
641,0.035866745,0.36979547,0.5943377
642,0.39677933,0.09396783,0.50925285
643,0.45534086,0.08972487,0.45493424
644,0.39258027,0.040302027,0.56711763
645,0.020391734,0.035665013,0.9439432
646,0.09276007,0.16640975,0.7408302
647,0.14940153,0.06906088,0.78153753
648,0.079647265,0.066032514,0.8543202
649,0.68572,0.012727744,0.3015522
650,0.38478494,0.10943202,0.505783
651,0.093755156,0.014905159,0.89133966
652,0.24351041,0.062851034,0.69363856
653,0.04204279,0.027300699,0.9306565
654,0.38478494,0.10943202,0.505783
655,0.78771645,0.06451677,0.14776675
656,0.0075040273,0.84259737,0.14989856
657,0.047956347,0.060600933,0.8914427
658,0.12768964,0.01074452,0.8615658
659,0.10419861,0.040189195,0.85561216
660,0.27161184,0.028376287,0.70001185
661,0.78771645,0.06451677,0.14776675
662,0.15783831,0.18985453,0.6523071
663,0.40469426,0.08835402,0.50695175
664,0.5820321,0.026192714,0.3917752
665,0.13798599,0.059614986,0.802399
666,0.8554175,0.014654767,0.12992772
667,0.9622818,0.0032945205,0.034423623
668,0.22552355,0.09361122,0.6808652
669,0.111100405,0.48608056,0.402819
670,0.086022906,0.07384317,0.84013397
671,0.9655912,0.0050157933,0.029393045
672,0.02460055,0.4885989,0.48680058
673,0.25520203,0.09054597,0.654252
674,0.97097045,0.0048654033,0.02416408
675,0.21290053,0.048210695,0.7388888
676,0.037222695,0.45420957,0.50856775
677,0.1538005,0.21222489,0.6339747
678,0.05055571,0.17022458,0.7792197
679,0.34916717,0.1152991,0.5355338
680,0.63513243,0.024062209,0.34080538
681,0.92517114,0.0058623566,0.06896656
682,0.856929,0.012059376,0.13101162
683,0.22552355,0.09361122,0.6808652
684,0.042214923,0.070021324,0.8877637
685,0.8444239,0.007951927,0.14762425
686,0.10012625,0.10208659,0.79778713
687,0.28183693,0.034238435,0.6839247
688,0.37770206,0.0923747,0.52992326
689,0.7777107,0.02911743,0.19317187
690,0.13777189,0.04629016,0.815938
691,0.77992153,0.04669211,0.17338642
692,0.67963356,0.041932777,0.27843365
693,0.19787072,0.117313296,0.68481594
694,0.009088592,0.8516188,0.13929266
695,0.19038329,0.09890836,0.7107083
696,0.4800682,0.10225532,0.41767654
