conversation_num,speaker_nickname,average_num_words,average_num_chars,average_num_messages,average_info_exchange_zscore_chats,average_info_exchange_zscore_conversation,average_discrepancies,average_hear,average_home,average_conjunction,average_certainty,average_inclusive,average_bio,average_achievement,average_adverbs,average_anxiety,average_third_person,average_negation,average_swear,average_death,average_health,average_see,average_body,average_family,average_negative_affect,average_quantifier,average_positive_affect,average_insight,average_humans,average_present_tense,average_future_tense,average_past_tense,average_relative,average_sexual,average_inhibition,average_sadness,average_social,average_indefinite_pronoun,average_religion,average_work,average_money,average_causation,average_anger,average_first_person_singular,average_feel,average_tentativeness,average_exclusive,average_verbs,average_friends,average_article,average_argue,average_auxiliary_verbs,average_cognitive_mech,average_preposition,average_first_person_plural,average_percept,average_second_person,average_positive_words,average_first_person,average_nltk_english_stopwords,average_hedge_words,average_num_question_naive,average_NTRI,average_word_TTR,average_first_pronouns_proportion,average_function_word_accommodation,average_content_word_accommodation,average_hedge_naive,average_textblob_subjectivity,average_textblob_polarity,average_dale_chall_score,average_please,average_please_start,average_hashedge,average_indirect_btw,average_hedges,average_factuality,average_deference,average_gratitude,average_apologizing,average_1st_person_pl,average_1st_person,average_1st_person_start,average_2nd_person,average_2nd_person_start,average_indirect_greeting,average_direct_question,average_direct_start,average_haspositive,average_hasnegative,average_subjunctive,average_indicative,sum_num_words,sum_num_chars,sum_num_messages,sum_info_exchange_zscore_chats,sum_info_exchange_zscore_conversation,sum_discrepancies,sum_hear,sum_home,sum_conjunction,sum_certainty,sum_inclusive,sum_bio,sum_achievement,sum_adverbs,sum_anxiety,sum_third_person,sum_negation,sum_swear,sum_death,sum_health,sum_see,sum_body,sum_family,sum_negative_affect,sum_quantifier,sum_positive_affect,sum_insight,sum_humans,sum_present_tense,sum_future_tense,sum_past_tense,sum_relative,sum_sexual,sum_inhibition,sum_sadness,sum_social,sum_indefinite_pronoun,sum_religion,sum_work,sum_money,sum_causation,sum_anger,sum_first_person_singular,sum_feel,sum_tentativeness,sum_exclusive,sum_verbs,sum_friends,sum_article,sum_argue,sum_auxiliary_verbs,sum_cognitive_mech,sum_preposition,sum_first_person_plural,sum_percept,sum_second_person,sum_positive_words,sum_first_person,sum_nltk_english_stopwords,sum_hedge_words,sum_num_question_naive,sum_NTRI,sum_word_TTR,sum_first_pronouns_proportion,sum_function_word_accommodation,sum_content_word_accommodation,sum_hedge_naive,sum_textblob_subjectivity,sum_textblob_polarity,sum_dale_chall_score,sum_please,sum_please_start,sum_hashedge,sum_indirect_btw,sum_hedges,sum_factuality,sum_deference,sum_gratitude,sum_apologizing,sum_1st_person_pl,sum_1st_person,sum_1st_person_start,sum_2nd_person,sum_2nd_person_start,sum_indirect_greeting,sum_direct_question,sum_direct_start,sum_haspositive,sum_hasnegative,sum_subjunctive,sum_indicative,user_list
22u5YpwA485h5dMwh1,358,5.5,27.0,1.0,0.014969737416741846,-0.1832460732984293,0.01,0.0,0.0,0.005,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.0,0.005,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.005,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.005,0.005,0.01,0.0,0.0,0.0,0.0,0.025,0.005,0.005,0.005,0.0,0.0,0.005,0.030000000000000002,0.0,0.0,0.0,1.0,0.05,0.0,0.0,0.0,0.1875,-0.0625,0.2728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11,54,2,0.029939474833483692,-0.3664921465968586,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.05,0.01,0.01,0.01,0.0,0.0,0.01,0.060000000000000005,0.0,0,0,2.0,0.1,0,0.0,0,0.375,-0.125,0.5456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,[1142 1668  240   61 1641 1394  793 1250  206 1426  536  225]
22u5YpwA485h5dMwh1,1142,9.0,43.5,1.0,0.6923017524807491,0.3507853403141361,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.014999999999999998,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.010000000000000002,0.01,0.0,0.0,0.0,0.01,0.0,0.014999999999999998,0.0,0.01,0.005,0.01,0.0,0.0,0.0,0.005,0.035,0.02,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.9411764705882353,0.058823529411764705,1.5,0.0018181818181818182,0.0,0.5,-0.25,0.44639999999999996,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18,87,2,1.3846035049614982,0.7015706806282722,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.029999999999999995,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.020000000000000004,0.02,0.0,0.0,0.0,0.02,0.0,0.029999999999999995,0.0,0.02,0.01,0.02,0.0,0.0,0.0,0.01,0.07,0.04,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0,0,1.8823529411764706,0.11764705882352941,3,0.0036363636363636364,0,1.0,-0.5,0.8927999999999999,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,[ 358 1668  240   61 1641 1394  793 1250  206 1426  536  225]
22u5YpwA485h5dMwh1,1668,11.5,50.5,1.0,1.0309677600127527,0.6178010471204188,0.0,0.0,0.0,0.009999999999999998,0.004999999999999999,0.004999999999999999,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999999,0.004999999999999999,0.0,0.009999999999999998,0.004999999999999999,0.0,0.009999999999999998,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0,0.004999999999999999,0.0,0.019999999999999997,0.0,0.0,0.0,0.015,0.0,0.009999999999999998,0.009999999999999998,0.004999999999999999,0.03,0.004999999999999999,0.0,0.0,0.0,0.0,0.019999999999999997,0.06499999999999999,0.0,0.0,0.0,0.8409090909090908,0.09090909090909091,0.0,0.0014660542749035796,0.0,0.4722222222222222,0.125,0.9292636363636365,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,23,101,2,2.0619355200255054,1.2356020942408377,0.0,0.0,0.0,0.019999999999999997,0.009999999999999998,0.009999999999999998,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.019999999999999997,0.009999999999999998,0.0,0.019999999999999997,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.039999999999999994,0.0,0.0,0.0,0.03,0.0,0.019999999999999997,0.019999999999999997,0.009999999999999998,0.06,0.009999999999999998,0.0,0.0,0.0,0.0,0.039999999999999994,0.12999999999999998,0.0,0,0,1.6818181818181817,0.18181818181818182,0,0.002932108549807159,0,0.9444444444444444,0.25,1.858527272727273,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,[ 358 1142  240   61 1641 1394  793 1250  206 1426  536  225]
22u5YpwA485h5dMwh1,240,11.0,58.5,1.0,1.0309677600127527,0.6178010471204188,0.005,0.0,0.0,0.01,0.005,0.005,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.005,0.0,0.01,0.01,0.0,0.005,0.0,0.01,0.005,0.0,0.0,0.0,0.019999999999999997,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,0.014999999999999998,0.0,0.01,0.005,0.014999999999999998,0.0,0.0,0.0,0.01,0.029999999999999995,0.014999999999999998,0.0,0.005,0.0,0.005,0.014999999999999998,0.05999999999999999,0.0,0.0,0.0,0.9523809523809523,0.07142857142857142,1.0,0.08760646490442842,0.0,0.4125,0.07500000000000001,3.115754761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,22,117,2,2.0619355200255054,1.2356020942408377,0.01,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.039999999999999994,0.029999999999999995,0.0,0.0,0.0,0.0,0.0,0.029999999999999995,0.0,0.02,0.01,0.029999999999999995,0.0,0.0,0.0,0.02,0.05999999999999999,0.029999999999999995,0.0,0.01,0.0,0.01,0.029999999999999995,0.11999999999999998,0.0,0,0,1.9047619047619047,0.14285714285714285,2,0.17521292980885683,0,0.825,0.15000000000000002,6.231509523809524,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,[ 358 1142 1668   61 1641 1394  793 1250  206 1426  536  225]
22u5YpwA485h5dMwh1,61,9.0,40.0,1.0,0.6923017524807491,0.3507853403141361,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.010000000000000002,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.010000000000000002,0.03,0.010000000000000002,0.0,0.0,0.0,0.0,0.010000000000000002,0.04000000000000001,0.0,0.0,0.0,1.0,0.1111111111111111,1.0,0.03125,0.0,0.0,0.0,0.44639999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,40,1,0.6923017524807491,0.3507853403141361,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.010000000000000002,0.010000000000000002,0.0,0.0,0.0,0.010000000000000002,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.010000000000000002,0.03,0.010000000000000002,0.0,0.0,0.0,0.0,0.010000000000000002,0.04000000000000001,0.0,0,0,1.0,0.1111111111111111,1,0.03125,0,0.0,0.0,0.44639999999999996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[ 358 1142 1668  240 1641 1394  793 1250  206 1426  536  225]
22u5YpwA485h5dMwh1,1641,1.0,3.0,1.0,-0.8881396160019345,-0.8952879581151831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,-0.8881396160019345,-0.8952879581151831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[ 358 1142 1668  240   61 1394  793 1250  206 1426  536  225]
22u5YpwA485h5dMwh1,1394,2.0,9.0,1.0,-0.6623622776472654,-0.7172774869109947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.0,0.0992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,1,-0.6623622776472654,-0.7172774869109947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0,0,1.0,0.0,0,0.011363636363636364,0,0.0,0.0,0.0992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[ 358 1142 1668  240   61 1641  793 1250  206 1426  536  225]
22u5YpwA485h5dMwh1,793,1.0,2.0,1.0,-0.8881396160019345,-0.8952879581151831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,-0.8881396160019345,-0.8952879581151831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[ 358 1142 1668  240   61 1641 1394 1250  206 1426  536  225]
22u5YpwA485h5dMwh1,1250,9.0,43.0,1.0,0.9180790908354182,0.5287958115183246,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.049999999999999996,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.44639999999999996,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,43,1,0.9180790908354182,0.5287958115183246,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.049999999999999996,0.0,1,0,1.0,0.0,0,0.0,0,0.2,0.2,0.44639999999999996,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,[ 358 1142 1668  240   61 1641 1394  793  206 1426  536  225]
22u5YpwA485h5dMwh1,206,1.0,5.0,1.0,-0.8881396160019345,-0.8952879581151831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,1,-0.8881396160019345,-0.8952879581151831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,[ 358 1142 1668  240   61 1641 1394  793 1250 1426  536  225]
