game_id,round_id,round_index,task_index,complexity,type,social_perceptiveness,skill,speaker_name,message,normalized_score,zscore_score,zscore_round_duration,zscore_efficiency
C48peJSzquNCHsKSv,e7uDqY9mpTEZH5Q2b,1,4,High,HH,30.33333333333333,1051.6666666666667,eQuK9PirA9WSa8DrP,"well, there's nothing I can do about Blue moving all the people",99.10846953937592,0.9114541208037592,0.3826248833780999,-0.4371535930349132
C48peJSzquNCHsKSv,e7uDqY9mpTEZH5Q2b,1,4,High,HH,30.33333333333333,1051.6666666666667,cRJk4WEXcXPYQxkCJ,my point,99.10846953937592,0.9114541208037592,0.3826248833780999,-0.4371535930349132
C48peJSzquNCHsKSv,e7uDqY9mpTEZH5Q2b,1,4,High,HH,30.33333333333333,1051.6666666666667,c24Dw7YjjjdNbABLE,"Now that all of the pieces have been placed in the high score rooms, resolve conflicts, then reassess for maximum score.",99.10846953937592,0.9114541208037592,0.3826248833780999,-0.4371535930349132
C48peJSzquNCHsKSv,e7uDqY9mpTEZH5Q2b,1,4,High,HH,30.33333333333333,1051.6666666666667,c24Dw7YjjjdNbABLE,Conflicts eliminated. Is there a better combination for higher score?,99.10846953937592,0.9114541208037592,0.3826248833780999,-0.4371535930349132
C48peJSzquNCHsKSv,8m7bMTXhQH8pEEMfP,2,1,Very low,HH,30.33333333333333,1051.6666666666667,cRJk4WEXcXPYQxkCJ,Maybe B and E to102 and 103?,100.0,0.6626568321813164,1.111707569211408,-1.120018514893877
C48peJSzquNCHsKSv,8m7bMTXhQH8pEEMfP,2,1,Very low,HH,30.33333333333333,1051.6666666666667,cRJk4WEXcXPYQxkCJ,more points,100.0,0.6626568321813164,1.111707569211408,-1.120018514893877
C48peJSzquNCHsKSv,8m7bMTXhQH8pEEMfP,2,1,Very low,HH,30.33333333333333,1051.6666666666667,c24Dw7YjjjdNbABLE,46+78 is the high score combination for B and E,100.0,0.6626568321813164,1.111707569211408,-1.120018514893877
C48peJSzquNCHsKSv,8m7bMTXhQH8pEEMfP,2,1,Very low,HH,30.33333333333333,1051.6666666666667,eQuK9PirA9WSa8DrP,nice find,100.0,0.6626568321813164,1.111707569211408,-1.120018514893877
C48peJSzquNCHsKSv,8m7bMTXhQH8pEEMfP,2,1,Very low,HH,30.33333333333333,1051.6666666666667,c24Dw7YjjjdNbABLE,53+51 is the c/f high score,100.0,0.6626568321813164,1.111707569211408,-1.120018514893877
C48peJSzquNCHsKSv,ogdaMhvwQDuX2jFnM,3,2,Low,HH,30.33333333333333,1051.6666666666667,c24Dw7YjjjdNbABLE,I think that's the high score combinations,98.63945578231292,0.676519743444865,0.9626476009081768,-0.9067761425545456
C48peJSzquNCHsKSv,ogdaMhvwQDuX2jFnM,3,2,Low,HH,30.33333333333333,1051.6666666666667,cRJk4WEXcXPYQxkCJ,What about B in 105 and H in 104?,98.63945578231292,0.676519743444865,0.9626476009081768,-0.9067761425545456
C48peJSzquNCHsKSv,ogdaMhvwQDuX2jFnM,3,2,Low,HH,30.33333333333333,1051.6666666666667,cRJk4WEXcXPYQxkCJ,64 + 72,98.63945578231292,0.676519743444865,0.9626476009081768,-0.9067761425545456
C48peJSzquNCHsKSv,ogdaMhvwQDuX2jFnM,3,2,Low,HH,30.33333333333333,1051.6666666666667,c24Dw7YjjjdNbABLE,Good catch.,98.63945578231292,0.676519743444865,0.9626476009081768,-0.9067761425545456
C48peJSzquNCHsKSv,oKguEirgCoNgfWsxf,4,3,Moderate,HH,30.33333333333333,1051.6666666666667,cRJk4WEXcXPYQxkCJ,G's tricky,100.0,0.7982133897908895,2.053921398034502,-0.9653331949936456
C48peJSzquNCHsKSv,oKguEirgCoNgfWsxf,4,3,Moderate,HH,30.33333333333333,1051.6666666666667,c24Dw7YjjjdNbABLE,Yep.,100.0,0.7982133897908895,2.053921398034502,-0.9653331949936456
