task,complexity,stageId,playerCount,score
Writing Story,High,2K6jbMKa2fzKfNTWX,1,55.55555555555556
Writing Story,Low,QCAt2MfRv59gvKcam,1,55.55555555555556
Divergent Association,Medium,PLwG3i4JnPSDHeRug,6,94.67601077813428
Divergent Association,High,s4Jpb873FohGdb3M2,6,96.51858632528747
Divergent Association,Low,g2HBMEAiqq9uG5m9y,6,93.37790311496978
Sudoku,Medium,XQhX2jbG3X3h3ip6o,6,75
Sudoku,High,nuEfzniJm2LfYL3dK,6,44
Sudoku,Low,uqvHRtH5mTRaWpk5n,6,100
Moral Reasoning,Medium,xiBXavbhdXhfmNzS4,6,75
Moral Reasoning,High,t8QMk6RfQgaJRLwpP,6,50
Moral Reasoning,Low,ZoFvKSXuCQFfNBWG2,6,100
Room Assignment,Medium,oWRkHBZynBycrmcny,6,88
Room Assignment,High,wpdzyotMeHczFEY8e,6,83.50515463917526
Room Assignment,Low,C9gKgYS42mTgjF9gj,6,97
Writing Story,Medium,22bJZWfgB3gfKXY6A,6,100
Writing Story,High,itidmsFz5d8fC3XkP,6,100
Writing Story,Low,ebXLTqKQqG9EenLfH,6,100
Divergent Association,Medium,EWWBeNEDqRu3XFgkK,3,85.0405725135052
Divergent Association,High,T3zcvacGqE7H2Z9E2,3,90.01111262643829
Divergent Association,Low,ZunRcdgoEApFwF6oy,3,90.11382459897393
Sudoku,Medium,7sskn5ct4EFndf9X2,3,60
Sudoku,High,ECBpaMHrrLcvAb7Yz,3,49
Sudoku,Low,XanXrEFjhAzpdFjk6,3,100
Moral Reasoning,Medium,L9FQbHMvaaXcnNTiG,3,80
Moral Reasoning,High,pkvbuRHt2DbWWtzrv,3,50
Moral Reasoning,Low,9vspE2xd5cTZqBSoH,3,75
Room Assignment,Medium,jwY72uBkpu7qFCZzK,3,97
Room Assignment,High,sf3AqhBK5MBAu2kPF,3,80.41237113402062
Room Assignment,Low,ZD8gNf8bbAP2yL2Hq,3,100
Writing Story,Medium,4tfCfmL8WDLy2Xwog,3,77.77777777777777
Writing Story,High,98AKaWJqEgHdRXKgr,3,100
Writing Story,Low,6Xvy3eADKCE6u4Rvk,3,100
Guess the Correlation,Medium,XKNKSCRfBmvtdeXLi,1,62
Guess the Correlation,High,KDNRNgGdcgu3LZBQJ,1,34
Guess the Correlation,Low,SqcuRDhan6am4Ez9X,1,34
Whac a Mole,Medium,RNzQ7Pza3LyX2i7qT,1,23.655913978494624
Whac a Mole,Low,FKwCF3NNeeKn2J6EJ,1,23.618090452261306
Whac a Mole,High,a87M3fsRDHtrot62R,1,16
Word Construction,Medium,k8vszn2ksjSfJXfNN,1,50
Word Construction,Low,ZbJ5hqD2LYXaFqRqs,1,48.148148148148145
Word Construction,High,Bk7hnqtG8jut5HLwY,1,30.88235294117647
Wolf Goat Cabbage,Medium,sdYeCF5XFJfg53mSW,1,100
Wolf Goat Cabbage,Low,6HsKnysyySc9SYCP4,1,100
Wolf Goat Cabbage,High,gP3ig2t6t2GcaNYnh,1,100
Allocating Resources,High,M9sLcXjEbtp6i4rFA,1,80
Allocating Resources,Medium,2JQNR75KdeMDpow6Q,1,80
Allocating Resources,Low,8t3TZAWHyqSpQzxJZ,1,80
Guess the Correlation,High,quFu3ueJkcnCWT2xc,1,94
Guess the Correlation,Medium,qcsvxs4BeprcuvAeG,1,41
Guess the Correlation,Low,Xx3MeH5LEoNKrKvNY,1,100
Whac a Mole,Medium,z3GxTX8YCiDdpotdm,1,27.419354838709676
Whac a Mole,High,pAQxx6w4MLaistKse,1,17.714285714285715
Whac a Mole,Low,BwRe7XMErsPE474Fg,1,35.678391959798994
Word Construction,High,3wfkjmHYgJa59gToq,1,38.23529411764706
Word Construction,Medium,ksqXaaPeDLFG4BMFo,1,32.142857142857146
Word Construction,Low,ueD7DNZEEueAh9h6c,1,37.03703703703704
Wolf Goat Cabbage,Medium,zitwG9CBuWDtiztgP,1,100
Wolf Goat Cabbage,High,4PDGhrLpDxvz6nc65,1,100
Wolf Goat Cabbage,Low,AP5WKSMCj8nLHwkeF,1,0
Allocating Resources,High,34govZWuXK4JXmxAK,1,100
Allocating Resources,Medium,3zHtHctAKYc64MGho,1,80
Allocating Resources,Low,LvKme4iF44BLSwsGT,1,100
Guess the Correlation,Medium,Lhn5wzQaaHssQrpZS,3,45
Guess the Correlation,Low,Gc4EEtTow32aJMLFs,3,100
Whac a Mole,Medium,siiwGu9bKw7JK9Gs8,3,60.75268817204301
Whac a Mole,Low,aqF64ghDoHQ59kCgs,3,55.27638190954774
Whac a Mole,High,E5kDQxBqmhpNswN3X,3,37.142857142857146
Word Construction,Medium,3zN5NtfJZavnmnSaA,3,46.42857142857143
Word Construction,Low,t4DuLSPqNsrnzHsAQ,3,53.7037037037037
Word Construction,High,7rS2GuJFNHPGWatr3,3,77.94117647058823
Wolf Goat Cabbage,Medium,nXW2MgpNwGx4FRmKo,3,100
Wolf Goat Cabbage,High,moAyxsNS3Rg7g22Za,3,100
Wolf Goat Cabbage,Low,ECe8AtFbD6o4hXKtF,3,0
Allocating Resources,Medium,hHEaMF9TDbyR8ReTQ,3,70
Allocating Resources,High,oy6LBA9Bmd6ABNuex,3,90
Allocating Resources,Low,wZYsfq8CXuquRX7Wp,3,90
Whac a Mole,High,E5kDQxBqmhpNswN3X,3,40
Whac a Mole,Medium,siiwGu9bKw7JK9Gs8,3,73.11827956989248
Whac a Mole,Low,aqF64ghDoHQ59kCgs,3,55.778894472361806
Guess the Correlation,Medium,6pRff8cFp3kiLjyR3,1,79
Guess the Correlation,Low,uPWwgMwTx6GW9QGSR,1,100
Guess the Correlation,High,JaTjqiTeQnf55rht5,1,93
Whac a Mole,Medium,6bYh69zvwdRmDq5Mz,1,38.70967741935484
Whac a Mole,Low,bz2WBAEeeAsqwphzF,1,36.68341708542714
Whac a Mole,High,dJFniHpMKn8WuzTT5,1,22.285714285714285
Word Construction,Medium,W6kYg4ovEBxwxN6a8,1,26.785714285714285
Word Construction,High,T3s5SbKWAH5LG2dR5,1,7.352941176470588
Word Construction,Low,Pcoi5cYfdhjSA5SfJ,1,27.77777777777778
Wolf Goat Cabbage,High,vPdpFWjkhW8u5z9or,1,100
Wolf Goat Cabbage,Low,WWNCF8kAWpZiM3avy,1,100
Wolf Goat Cabbage,Medium,2ugFR9FbQCr9o7Ebx,1,0
Allocating Resources,Low,rzFT3bF8tMQMxMvCo,1,100
Allocating Resources,Medium,7GX7F9JebMarTEHQp,1,90
Allocating Resources,High,eQ5GcpPWD8iTm6ALo,1,80
Whac a Mole,Medium,siiwGu9bKw7JK9Gs8,3,83.87096774193549
Whac a Mole,Low,aqF64ghDoHQ59kCgs,3,87.93969849246231
Whac a Mole,High,E5kDQxBqmhpNswN3X,3,52.57142857142857
Guess the Correlation,High,yqYNTQdnCotL45ZBM,3,82
Guess the Correlation,Medium,cb2eSi74YezjFt8GJ,3,40
Guess the Correlation,Low,xioEk759nm9RWnfuy,3,75
Whac a Mole,Medium,chBqp2t4j6jxxJg7R,3,48.38709677419355
Whac a Mole,Low,n8djeZuGTBgZfsZAK,3,95.47738693467336
Whac a Mole,High,WuLu6REDnomejT4kM,3,66.28571428571429
Word Construction,Medium,AtYKs2HBd3ergbLQQ,3,30.357142857142858
Word Construction,High,BFZc4XnzCD776XCJT,3,11.764705882352942
Word Construction,Low,i8dxptDK3wZ7GoHw3,3,27.77777777777778
Wolf Goat Cabbage,Medium,gHRJAWPqNF5Lfdiqr,3,43
Wolf Goat Cabbage,Low,PXojc6rSdDEpPJQjT,3,100
Wolf Goat Cabbage,High,wvG8S2dhW3ysXeyrT,3,60
Allocating Resources,Low,c9aFqkbN8NWmfekmA,3,0
Allocating Resources,Medium,Jqwod8nxJY7KdTgAr,3,80
Allocating Resources,High,TA9NwEL7f8tZz6Djm,3,100
Whac a Mole,Medium,chBqp2t4j6jxxJg7R,3,31.72043010752688
Whac a Mole,Low,n8djeZuGTBgZfsZAK,3,85.42713567839196
Whac a Mole,High,WuLu6REDnomejT4kM,3,49.142857142857146
Guess the Correlation,Low,FKDLhFhPtBXoMQ8hd,1,70
Guess the Correlation,Medium,umXzEyDifXQBbfsDS,1,73
Guess the Correlation,High,ism4mLHMirzPGbZSD,1,18
Whac a Mole,Medium,NAAGQ78cfyDoPg7mR,1,3.225806451612903
Whac a Mole,High,BmRcBbZKLFdXE2anN,1,1.7142857142857142
Whac a Mole,Low,JXcNJzZ3Zym8ArvFT,1,17.08542713567839
Word Construction,High,cEGCjRtZHitXBaFZk,1,35.294117647058826
Word Construction,Medium,xbcu8ipLH87ZXXh4u,1,33.92857142857143
Word Construction,Low,p52fqumqHmksuHadN,1,25.925925925925927
Wolf Goat Cabbage,Medium,xRcwz9cCEkXkFfmpo,1,0
Wolf Goat Cabbage,High,nnCC2gxAP7W2BQGYP,1,0
Wolf Goat Cabbage,Low,jC9648zMq4fhnALA5,1,0
Allocating Resources,High,svR9BMBBDmCJ7KZ93,1,0
Allocating Resources,Medium,dmvKZnx6ijkqjYNme,1,0
Allocating Resources,Low,BRXRumAYMNpmebdXd,1,100
Whac a Mole,High,WuLu6REDnomejT4kM,3,0.5714285714285714
Whac a Mole,Medium,chBqp2t4j6jxxJg7R,3,34.40860215053763
Whac a Mole,Low,n8djeZuGTBgZfsZAK,3,26.633165829145728
Guess the Correlation,Low,bkrt3reLNKJ3a2Xk6,1,71
Guess the Correlation,High,t4zc8ZjpiauXnghrK,1,28
Guess the Correlation,Medium,Nf2j9zSdEF7q5JuHA,1,38
Whac a Mole,Low,hf7jwGZhBB5kW6sAH,1,42.71356783919598
Whac a Mole,Medium,yZdBBXbPd3ETvYb7P,1,18.27956989247312
Whac a Mole,High,qJYmWb6dZKw7MGSvH,1,58.857142857142854
Word Construction,Medium,ygETkW4otzSr8ASEn,1,0
Word Construction,High,Q4kYi2bE98nwLQabG,1,0
Word Construction,Low,MqQgey6qPZLRK7C3t,1,0
Wolf Goat Cabbage,Medium,kd2fGiCwATfTjS5Gw,1,33
Wolf Goat Cabbage,High,HATCHLN9tiow5ovr6,1,60
Wolf Goat Cabbage,Low,ngHKETRvxQ46uxzsE,1,100
Allocating Resources,Medium,Bc7wwSth2WkRnRu58,1,0
Allocating Resources,High,ERdsXXGzDqfzZff3J,1,0
Allocating Resources,Low,yW3uea4kMSfWxTDo5,1,0
Guess the Correlation,Low,m3Y5fGj2HJaWzGfZB,3,34
Guess the Correlation,Medium,dZmus4BvX98gDCQx4,3,37
Guess the Correlation,High,JdydxfRC7K6dETfzW,3,59
Whac a Mole,Medium,CshpRMf7rWtiDEpy7,3,11.290322580645162
Whac a Mole,High,X6JihShszvyLHi2k8,3,5.714285714285714
Whac a Mole,Low,4E568M2v7tyqMyWYc,3,41.70854271356784
Word Construction,Medium,zXJLS3WRRFdraxHtm,3,44.642857142857146
Word Construction,High,GKKhguizQi9A64cBj,3,23.529411764705884
Word Construction,Low,DLBBWXFREDJGfZftj,3,31.48148148148148
Wolf Goat Cabbage,High,jXMqXzCaNcPCm84Df,3,100
Wolf Goat Cabbage,Medium,GG8ebYqWkfzbW7s4q,3,100
Wolf Goat Cabbage,Low,ihiEnDPGR4ABjcqM9,3,100
Allocating Resources,High,HP4qdyerphwr3Zd9m,3,80
Allocating Resources,Medium,A3r25WaWbxKdjBEQK,3,0
Allocating Resources,Low,EEPW7S2iSKaCSoKbM,3,80
Guess the Correlation,Low,bZQnscr6E2CMER33N,1,29
Guess the Correlation,High,kMJ3kZyZC82aegjPq,1,36
Guess the Correlation,Medium,BuE33j7jGA3WhxjYP,1,73
Whac a Mole,High,m9QnriuCjuxzjbs7H,1,78.85714285714286
Whac a Mole,Low,iWrNaqqdRPFnkmdij,1,85.42713567839196
Whac a Mole,Medium,FTgwiJx8uq7Q3Ydin,1,36.02150537634409
Word Construction,High,EXiDqj6d3mMghWDnL,1,4.411764705882353
Word Construction,Low,L2z5GHTTRRHKhbc5M,1,1.8518518518518519
Word Construction,Medium,GfhszZR8nGvwnpPTM,1,23.214285714285715
Wolf Goat Cabbage,High,yyHPFJjszgGyAQegj,1,0
Wolf Goat Cabbage,Medium,dYuesqcKkedQ3vsQL,1,0
Wolf Goat Cabbage,Low,dgxWGCHYXfjAcQAFs,1,0
Allocating Resources,Medium,NDpqfFN5FZquvrY9T,1,0
Allocating Resources,High,RxnonFghhhrvQvQ4a,1,0
Allocating Resources,Low,CLcoB77XPCTMievti,1,0
Whac a Mole,Low,4E568M2v7tyqMyWYc,3,71.85929648241206
Whac a Mole,High,X6JihShszvyLHi2k8,3,28
Whac a Mole,Medium,CshpRMf7rWtiDEpy7,3,47.31182795698925
Whac a Mole,High,X6JihShszvyLHi2k8,3,28.571428571428573
Whac a Mole,Medium,CshpRMf7rWtiDEpy7,3,68.27956989247312
Whac a Mole,Low,4E568M2v7tyqMyWYc,3,92.46231155778895
Divergent Association,Medium,FLwQQmWwd6Anbf9E2,1,0
Sudoku,Medium,8ARLEKfJYHYeizkQM,1,85
Sudoku,Low,6JYDmyu6bod35AHwA,1,97.5
Sudoku,High,YGQ9ANQH8jpar9xj6,1,45
Moral Reasoning,Low,jFpsvsnzR2QGTEmBk,1,70
Moral Reasoning,Medium,cKCZTJuNjDrRQHzfQ,1,50
Moral Reasoning,High,zsAQuorhzwQfcpv7R,1,0
Divergent Association,High,5MX2RFYsc2fFEMXD7,3,89.0967130146031
Divergent Association,Medium,i67K49qcqdJNiPoaa,3,84.16888617323637
Divergent Association,Low,Z3kReNhFpRPda8KpW,3,80.81562101321427
Sudoku,High,a7hzNRuk6gZP6doNb,3,60
Sudoku,Medium,FoLgm94kGHPwXcKn8,3,52.5
Sudoku,Low,iFLXbuWjC7p6qJ5sE,3,100
Guess the Correlation,High,PT8fMR4cgEeaTjcT6,3,96
Guess the Correlation,Medium,qdzJue9BuMpkakotx,3,93
Guess the Correlation,Low,ZbEoE8Rq35f2qz52e,3,100
Allocating Resources,High,zHx4bjy88nS63jqJf,3,100
Allocating Resources,Medium,66Xnt6vTsEBHj4DZN,3,100
Allocating Resources,Low,EPSvLjSPQzpT2bGsc,3,100
Word Construction,High,Pow8WwPpgfudGDFrp,3,26.470588235294116
Word Construction,Medium,fawe59sMTjGEmiubF,3,33.92857142857143
Word Construction,Low,7Lvy66WniKn7bM8L8,3,25.925925925925927
Guess the Correlation,Medium,Kd5gDKmtSZspdqa2g,3,48
Guess the Correlation,High,xea4yXhoLsLGs9eGM,3,92
Guess the Correlation,Low,LhGRMKDYadG9uXTmh,3,90
Whac a Mole,Medium,iaNKKCrBdd8PyqGsf,3,6.451612903225806
Whac a Mole,Low,mSxrshnZeyKtoXRX2,3,0
Whac a Mole,High,2jNhpWpwA8sXJ5vqk,3,45.714285714285715
Word Construction,Low,qytGocd94gYkuas6s,3,31.48148148148148
Word Construction,High,8cCMuXCKgmWHfpRK2,3,30.88235294117647
Word Construction,Medium,QdqN7iad9czYpykP4,3,39.285714285714285
Wolf Goat Cabbage,Medium,o8ynFC52YokeKG6A4,3,0
Wolf Goat Cabbage,Low,7ZkN6FJBHMPioZ2ci,3,0
Wolf Goat Cabbage,High,SGrTFSdLe85X4Ly65,3,100
Allocating Resources,Low,QSCnhiWETurH9J3D9,3,90
Allocating Resources,Medium,b38bSu6SMpfPXHeSf,3,80
Allocating Resources,High,9sRyidoCk4Aae3gNg,3,80
Guess the Correlation,Medium,fzCcZd4sJ5xCYcHEb,3,51
Guess the Correlation,High,3Lyt4vFeoXppjPyfk,3,49
Guess the Correlation,Low,g43X8FmTcLEodeceW,3,48
Whac a Mole,Medium,ESWhNBkRoYjM6jY9c,3,21.50537634408602
Whac a Mole,Low,5es8iPCJxCnvCs7YK,3,63.81909547738694
Whac a Mole,High,tBoteBTYE2tgX8CfF,3,0
Word Construction,Medium,w7ZBFJDrGGZqEq6mv,3,58.92857142857143
Word Construction,Low,ZkeeFneveTweyLWJA,3,51.851851851851855
Word Construction,High,K3YihaaJ8rBrdboXh,3,38.23529411764706
Wolf Goat Cabbage,Medium,8jz8W9SzZmhcQs6hi,3,43
Wolf Goat Cabbage,High,v37eyZ87uHkYoKPad,3,100
Wolf Goat Cabbage,Low,94wmeHhmSvdiqeCq6,3,100
Allocating Resources,High,T2wQwuK5LCdPM5sR3,3,0
Allocating Resources,Medium,pvGXbkaCG3AcF5GvF,3,80
Allocating Resources,Low,TYCv7XDg5RKZMwrC3,3,100
Guess the Correlation,Medium,ujEA5j24WbHBhnbyu,3,58
Guess the Correlation,High,8iM8yCEM5XhAQfv8A,3,32
Guess the Correlation,Low,j728EftKd4kg59M4C,3,67
Whac a Mole,Medium,mHvjauyJyewFRgQaJ,3,59.67741935483871
Whac a Mole,High,erm3qohTZY8wbDSRk,3,0
Whac a Mole,Low,uoEm2TD2eq3jiTkN6,3,81.4070351758794
Word Construction,Medium,343prMCrMHbwCz8Do,3,44.642857142857146
Word Construction,High,SbSDdmzKa5SqFiCEq,3,35.294117647058826
Word Construction,Low,d7F4iotDHtfQnTc98,3,37.03703703703704
Wolf Goat Cabbage,Medium,pqrpiYznr7oM4e8YP,3,100
Wolf Goat Cabbage,High,kxKpok2a6djsSNstm,3,100
Wolf Goat Cabbage,Low,PfLJrzRvR5Ggv5sSs,3,0
Allocating Resources,Medium,3jJCkifBPPcbDuts5,3,80
Allocating Resources,High,EQeywFDvfWTjkuXsY,3,80
Allocating Resources,Low,3YZjjgFZTbuM5xyJf,3,0
Whac a Mole,Medium,mHvjauyJyewFRgQaJ,3,27.956989247311828
Whac a Mole,High,erm3qohTZY8wbDSRk,3,25.142857142857142
Whac a Mole,Low,uoEm2TD2eq3jiTkN6,3,27.63819095477387
Whac a Mole,Medium,mHvjauyJyewFRgQaJ,3,26.881720430107528
Whac a Mole,High,erm3qohTZY8wbDSRk,3,24
Whac a Mole,Low,uoEm2TD2eq3jiTkN6,3,66.83417085427136
Guess the Correlation,Medium,ZnAdCiqgqfxQzhdTW,3,55
Guess the Correlation,High,dsBapHbdsnMzGtuNs,3,57
Guess the Correlation,Low,2miEeHyhqbADjavqY,3,100
Whac a Mole,Medium,tSdY7Cbq8k3RQwWY4,3,12.903225806451612
Whac a Mole,High,u7owdrLhybZuEQ5vj,3,54.285714285714285
Whac a Mole,Low,7Ygg8ymSvYqdr9qKL,3,0
Word Construction,Medium,dkrEWuGMufKktxvea,3,64.28571428571429
Word Construction,High,yDrr9cxrXDGPQLFtB,3,57.35294117647059
Word Construction,Low,oYagBSAiH58uBNsnD,3,46.2962962962963
Wolf Goat Cabbage,Medium,CRswnTCDRr9j6NTeb,3,100
Wolf Goat Cabbage,High,LGKirsxZ6aMbFWspj,3,100
Wolf Goat Cabbage,Low,GSXdNiobc7xrot5aT,3,100
Allocating Resources,Medium,Wqft2kQD4G9XrwbBs,3,0
Allocating Resources,High,yREAogTJvB48A8aXr,3,80
Allocating Resources,Low,5okathvSiubkkW5pd,3,90
Whac a Mole,Medium,tSdY7Cbq8k3RQwWY4,3,28.49462365591398
Whac a Mole,High,u7owdrLhybZuEQ5vj,3,48.57142857142857
Whac a Mole,Medium,tSdY7Cbq8k3RQwWY4,3,22.580645161290324
Whac a Mole,High,u7owdrLhybZuEQ5vj,3,57.142857142857146
Divergent Association,High,mexb58sY4ofw7cgY2,3,94.2755866305473
Divergent Association,Low,6J47Q5dw7oefSdnZc,3,88.87859565386334
Divergent Association,Medium,udmfp32Y9eTfzNmcg,3,93.11649476664205
Sudoku,Low,tAfyHEANoz3R5Nrcd,3,100
Sudoku,Medium,33e6jPMM2Kmb6KksH,3,57.5
Sudoku,High,vbFR4okvqZ5xBzxha,3,100
Moral Reasoning,Low,JBYjMFQLveYWa3MN2,3,80
Moral Reasoning,Medium,CRySGWa8BXTvBi9tZ,3,80
Moral Reasoning,High,vzdLekho9qnpXoY5L,3,100
Room Assignment,Medium,DFpowhyuGTYh2NsnJ,3,100
Room Assignment,High,wTMAgifoecvj4CPzr,3,89.69072164948453
Room Assignment,Low,6z2cvyuDrANQuiwkK,3,98
Writing Story,High,zHnL3LegwLDFa6PeE,3,100
Writing Story,Medium,E3uwE5skQomn5khnJ,3,100
Writing Story,Low,QTgTvcuxAGn4GPYo9,3,100
Divergent Association,Medium,QFqy3XEBfhXn7Arhs,6,92.8519005831545
Divergent Association,High,7mHfmickZ3ocXGmFf,6,95.30562786237657
Divergent Association,Low,Kpaq26how7pg74LK7,6,89.77686411093497
Sudoku,Medium,dPY37KRkhn67i2cwS,6,77.5
Sudoku,High,xazGPbnQx8NNe3Xf7,6,67
Sudoku,Low,7nmdwmAFR9PqdXXAJ,6,100
Moral Reasoning,Medium,Z8enNQpbGd5nLGyyo,6,80
Moral Reasoning,High,BowK795SxwjD2Tok6,6,50
Moral Reasoning,Low,fH2sEgwQSTS4Mp6LT,6,100
Room Assignment,Medium,2EwFHSGkq5yCtEkv4,6,93
Room Assignment,High,BKRcSRGfkdv3wre2y,6,87.62886597938144
Room Assignment,Low,LSjfb3R3DuNyCQMTg,6,94
Writing Story,Medium,agCygXYnop6pjPSF8,6,88.88888888888889
Writing Story,High,psNnbn79Xed6vs3oC,6,100
Writing Story,Low,gLowcLTrF8aFcTx9n,6,77.77777777777777
Guess the Correlation,Medium,BDA5pYZuCNQunGp2F,1,57
Guess the Correlation,High,tFd8pbJL7SsPm65NW,1,65
Guess the Correlation,Low,D8YE38jL4ivW8c4YJ,1,68
Whac a Mole,Medium,eEj4ejGEz5YXFEDNB,1,0
Whac a Mole,High,F8Mxnm9jyEtbhu5Xp,1,0
Whac a Mole,Low,n3tWEGTfHeGiDipzu,1,31.65829145728643
Divergent Association,Medium,4Ly7EKTK6YuotK8fs,3,90.25732431697871
Divergent Association,High,mYgJPGyBrAugCRXmB,3,88.89995634493333
Divergent Association,Low,QHZCEbk2biHtGH8tz,3,88.74530540005766
Sudoku,Medium,rEYspaLRaDCw4t5tq,3,70
Sudoku,High,rixsYgJcXnYHgWEsp,3,52
Sudoku,Low,croFg28ih8umyMFH6,3,100
Moral Reasoning,Medium,hsz8cuuawGre5XSkq,3,50
Moral Reasoning,High,cHQ9CSHA6oK7eDfra,3,50
Moral Reasoning,Low,PEpKZiJeFJNEJqLmy,3,50
Room Assignment,Medium,WnBZto4HyRtdh8pD7,3,71
Room Assignment,High,ww9FhypswPRwQLjCa,3,59.79381443298969
Room Assignment,Low,dSXowYz2RoWhcT9yG,3,100
Writing Story,Medium,xjjfszBK3Ez97cpff,3,100
Writing Story,High,m4wsscZ3vbsQG4Kme,3,100
Writing Story,Low,XFxMxJgxw8JQ7PGbt,3,100
Guess the Correlation,Medium,c3G7JeBYbjAmtYj6C,3,24
Guess the Correlation,High,YBjFNFNcxKYapo4ji,3,47
Guess the Correlation,Low,AdTkoEzcrhAW2kSKN,3,95
Whac a Mole,Medium,FSXxhLWd8mGhv5Hov,3,0
Whac a Mole,High,YR2SfohHFJboZTAme,3,0.5714285714285714
Whac a Mole,Low,w2sBYdm4FhZ68mmPo,3,54.2713567839196
Word Construction,Medium,zgiLubiQTkWyabij4,3,44.642857142857146
Word Construction,High,uJRK2Exo5NbFF2n4e,3,26.470588235294116
Word Construction,Low,NiG4vA3dQXnpjQ7BH,3,29.62962962962963
Wolf Goat Cabbage,Medium,BQsmNwxT5Fs9DLAph,3,43
Wolf Goat Cabbage,High,y5BnQMBzyuqYPi4Cx,3,60
Wolf Goat Cabbage,Low,yZEpzgxumLFMEaY4T,3,0
Allocating Resources,Medium,J7aBjR8d5BkdReojo,3,100
Allocating Resources,High,4xfgW4gtPoBK6yrKS,3,50
Allocating Resources,Low,yEZuv2byAmcfaLdEL,3,100
Sudoku,Medium,zeh5chG3GwwMRzcxX,1,47.5
Sudoku,High,9z2D4mi8cDkarCaGw,1,38
Sudoku,Low,Et8qJcj3oaMbxP9dv,1,85
Moral Reasoning,High,vxQ4dWe8pT4onryXF,1,100
Moral Reasoning,Low,fgQrM2wGa8nKvHynB,1,70
Room Assignment,Medium,fNXePcWqFdfSmXC5c,1,32
Room Assignment,High,Dy8xvG9fCfnrF7zGS,1,74.22680412371135
Room Assignment,Low,9qz82LjJSTc83nxPk,1,89
Writing Story,Medium,3r7D9q5v6Djnse7Le,1,100
Writing Story,High,Me5MR4oPmDTTfpCfz,1,100
Writing Story,Low,3uLeXKRFTHq6rTS2y,1,100
Divergent Association,Medium,2PxeXJBbzSpNAW7FA,1,95.01549040644089
Divergent Association,High,p5gDDYYp8cAC8E8HL,1,94.7884829418592
Divergent Association,Low,w8qQFt88x3pmPsf4a,1,91.51092471046942
Sudoku,Medium,Gw35XhPSAEJDEvapb,1,77.5
Sudoku,High,PBEGj4mmwyinYQg8L,1,76
Sudoku,Low,XCpunxWGegixjazwM,1,100
Moral Reasoning,Medium,suEB7chjLYmbheEQn,1,80
Moral Reasoning,High,Pmm7jKEdEeZSJm8Yr,1,100
Moral Reasoning,Low,hmSYZAZzdGRfMcR65,1,100
Room Assignment,Medium,etZYPKHHPaTcdvPGL,1,100
Room Assignment,High,AaYuNcH63avXpLBEw,1,91.75257731958763
Room Assignment,Low,mPiGpiQmnaW4i7sw2,1,100
Writing Story,Medium,Tpc8eirseQ9QR6HLj,1,100
Writing Story,High,94we2YSQAYnDGzaM5,1,100
Writing Story,Low,ejWF3CDz9oNGhxhXc,1,100
Divergent Association,Low,EFyaDsJ2ZhYqngqf7,1,87.97771635560845
Sudoku,Medium,DNGExX84cjhvRGamT,1,67.5
Sudoku,High,DMbi7Ghcwbp7np6Ca,1,67
Sudoku,Low,kSLSsemx8maXidMao,1,100
Moral Reasoning,Medium,naPwaDgu6j4yLyC3S,1,80
Moral Reasoning,High,r8Pu4QWerX3wvJXSs,1,100
Moral Reasoning,Low,XEfy9JCPLtBGvmhXn,1,50
Room Assignment,Medium,Wvh5i7bZLuiykST4v,1,98
Room Assignment,High,h5Lxf3AQ3oRXcvEsi,1,79.38144329896907
Room Assignment,Low,aRZDRiwMoACa6j9yG,1,98
Writing Story,Medium,dDduqGSm7n7XKwkug,1,100
Writing Story,High,9dDrpRx5RDiu9iF4E,1,100
Writing Story,Low,3WfHRvdrgzX768vtX,1,100
Divergent Association,Medium,yrNSAFpFvNpFW2NSv,1,98.91974892507348
Divergent Association,High,AxabLq6XSdm72fnpS,1,94.41032536442619
Divergent Association,Low,YEjoBvAtgQPxRpmJi,1,89.29195016540238
Sudoku,Medium,GebinjtFuRd7yLwd6,1,98.75
Sudoku,High,DBWdg9m36Bh3RCSgL,1,46
Sudoku,Low,k3j9KaJbgF6mAqzLG,1,100
Moral Reasoning,Medium,XsQ3ksqQBzFFpqnn5,1,90
Moral Reasoning,High,xoxEyrLgykkfB4mYz,1,50
Moral Reasoning,Low,qZNE95xmBW36moigf,1,75
Room Assignment,Medium,EitDkLyxrhG7s5aCs,1,60
Room Assignment,High,hvxirH6gDFy6mA2gj,1,59.79381443298969
Room Assignment,Low,kCyhPPPaBaz6FnKFZ,1,89
Writing Story,Medium,TBwcGG6kgfeX2EduK,1,94.44444444444444
Writing Story,High,Kwm9KEdzosguWRzrq,1,100
Writing Story,Low,cLvx9zFopE8Szhzq5,1,55.55555555555556
Guess the Correlation,Medium,dWYTeM532NtAjS26S,6,61
Guess the Correlation,High,jmJ9NpzT3Zg4zvkGH,6,91
Guess the Correlation,Low,ou6Yo9MQjCyMmfgy2,6,70
Whac a Mole,Low,FPu5pj2vgYEQ2LgeP,6,0
Whac a Mole,Medium,fQLPmptXgDAjHRLce,6,0
Whac a Mole,High,XdS9X9xZBfcAFKfYm,6,0
Word Construction,High,tazuHZTuLfqJxDEZs,6,42.64705882352941
Word Construction,Medium,ch6oEaXmpJv4vqoSn,6,55.357142857142854
Word Construction,Low,Z54r8mcZhm3Ke2k4Y,6,64.81481481481481
