conversation_num,mean_pre_discussion_error,mean_post_discussion_error,mean_pre_discussion_error_pct,mean_post_discussion_error_pct,median_pre_discussion_error,median_post_discussion_error,median_pre_discussion_error_pct,median_post_discussion_error_pct,speaker_nickname,question,message,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_(btw),hedges,factuality,deference,gratitude,apologizing,1st_person_pl.,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_(greeting),direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34700,building,5280 ft  1 mile ,"5,280 ft = 1 mile ",0.07067972,0.019471746,0.9098486,4,16,1,0.13153700393943318,0.016610014143051605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.5386512554519429,-0.49564896279924975,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34700,building,a mile tall building ,a mile tall building? ,0.061292782,0.039014127,0.8996931,4,21,1,0.13153700393943318,0.016610014143051605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,1,0,1.0,0.0,0,0.024390243902439025,0,0.0,0.0,-0.5925475564475936,-0.5563527531102268,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34700,building,maybe half a mile ,maybe half a mile ,0.089564055,0.029207528,0.8812284,4,18,1,0.13153700393943318,0.016610014143051605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.009999999999999998,0,0,1.0,0.0,1,0.024390243902439025,1,0.16666666666666666,-0.16666666666666666,-0.43022443903292545,-0.37352706191929896,0.1984,easy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34682,building,i think so ,i think so ,0.12812433,0.036856327,0.8350193,3,11,1,-0.5004980837169292,-0.5640183063357945,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0,0,1.0,0.3333333333333333,0,0.0,0,0.0,0.0,-0.20882570518861326,-0.12416408030233207,0.1488,easy,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34682,building,i think its a little under a mile tall ,i think its a little under a mile tall ,0.06352302,0.022026183,0.91445076,9,39,1,1.3956071792521578,1.177866655100744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.02,0.01,0.049999999999999996,0.01,0,0,0.8888888888888888,0.1111111111111111,0,0.0034447821681864235,1,0.5,-0.1875,-0.5797423607021931,-0.5419301693139374,0.44639999999999996,easy,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,29541,building,kk thanks for the better ft to mile ratio haha ,kk thanks for the better ft to mile ratio haha ,0.9393482,0.0049018683,0.05574992,10,47,1,2.0276422669085203,1.75849497557959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029999999999999995,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.009999999999999998,0.0,0.029999999999999995,0.0,0,0,1.0,0.0,0,0.024390243902439025,0,0.3333333333333333,0.3,4.448919543834712,5.121887795158999,0.496,easy,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,33524,building,a kilometer longthey use the metric system ,a kilometer long....they use the metric system ,0.040206496,0.122491874,0.83730155,7,43,1,1.0795896354239767,0.8875524948613208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0,0,1.0,0.0,1,0.0,0,0.0,0.0,-0.7136171551960216,-0.6927143103913432,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34682,building,nan,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8165156275451104,-0.8543324665752176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.3504043310448836,0.5057007198415182,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,26671,building,nan,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8165156275451104,-0.8543324665752176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.001034126163391934,0,0.0,0.0,0.3504043310448836,0.5057007198415182,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,33524,building,i say 1000 k,i say 1000 k,0.11210466,0.060474776,0.82742053,4,12,1,-0.184480539888748,-0.27370414609637145,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0,0,1.0,0.25,0,0.0,0,0.0,0.0,-0.3008046823770206,-0.22776066190658356,0.1984,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34691,building,how many floors would it have ,how many floors would it have? ,0.050132446,0.022284599,0.927583,6,30,1,0.7635720915957955,0.5972383346218978,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1,0,1.0,0.0,0,0.0,0,0.5,0.5,-0.6566260480993542,-0.628524817775408,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,33524,building,1000 m ,1000 m ,0.15332352,0.03620351,0.8104729,2,7,1,-0.5004980837169292,-0.5640183063357945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.0641413438892644,0.03879495338538023,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34682,building,yeah but it could be just 1 mile tall by chance and whatever fraction of a km ,yeah but it could be just 1 mile tall by chance and whatever fraction of a km... ,0.0588621,0.14045982,0.80067813,17,78,1,4.239765073705788,3.7906940972555514,0.01,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.0,0.01,0.030000000000000002,0.02,0.049999999999999996,0.02,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.6065036269677898,-0.5720715754184881,0.8432,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34700,building,1000 sounds good ,1000 sounds good ,0.92197126,0.004168359,0.07386034,3,17,1,-0.184480539888748,-0.27370414609637145,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,4.349147627942292,5.009513970807925,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,29077,building,so 3280 ft ,so 3280 ft ,0.073824264,0.013131371,0.9130443,3,11,1,-0.184480539888748,-0.27370414609637145,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,-0.5205964552691712,-0.47531371187933946,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,34682,building,thats not logical ,thats not logical ,0.014239856,0.77150744,0.21425274,3,18,1,-0.184480539888748,-0.27370414609637145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0,0,1.0,0.0,0,0.0,0,0.25,-0.125,-0.8627079284903271,-0.8606363175081078,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3325.8902777777776,2188.125,1.2214066389194924,0.8035714285714286,1577.0,923.0,0.5791406536907823,0.3389643775247888,26671,building,nan,nan,0.22552355,0.09361122,0.6808652,1,3,1,-0.8165156275451104,-0.8543324665752176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.3504043310448836,0.5057007198415182,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
