,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
team_size,-0.29346402583942366,-0.29406248875103014,-0.2996496607559129,-0.29551627243521456,-0.28203321280910115,-0.28962582789505226,-0.2890909690425103,-0.28828543191241834,-0.296463771626373,-0.2952042697747389,-0.29591061794091306,-0.3041666073451543,-0.29196761530560433,-0.2952014658451706,-0.29669558361380755,-0.2964025122586632,-0.2968337817098008,-0.29104964857353915,-0.29520330740892414,-0.2891229093247672,-0.295871442924811,-0.3072987064507901,-0.29537051549990234,-0.2848217868894003,-0.2892432537889517,-0.29734489534349934,-0.2943525678386138,-0.3178567084351734,-0.29971034563255117,-0.2953364914675863,-0.28998424653027277,-0.2881472740440666,-0.2942782283891712,-0.2897138532255796,-0.28668403820257415,-0.29000375091093983,-0.2917533157419976,-0.3001066123768759,-0.2996137358910001,-0.3024061235667074,-0.2990167213179885,-0.29262991659721876,-0.29718742086846484,-0.2990692693022953,-0.2958610716791267,-0.29594150214818987,-0.31470431017170136,-0.2872033485629438,-0.2967508132783434,-0.2851926774542515,-0.2998289493748478,-0.29169390674544526,-0.29591052229332127,-0.3136053071773401,-0.2907635948057367,-0.30121646316258227,-0.2946903556691595,-0.2933953886595599,-0.29535053904940334,-0.29069986003878456,-0.2858806685565099,-0.300456734527879,-0.2928176919235453,-0.3001506737141724,-0.293852246956273,-0.2957968894624578,-0.3039559214608716,-0.2958274597014431,-0.2962478122445969,-0.29085240593354034,-0.29441729268784433,-0.2968391656031406,-0.29946343708643025,-0.2979246336504275,-0.3002442458351803,-0.29618066992376146,-0.2918331554420563,-0.29670187945089976,-0.3043995560893667,-0.2968481513643844,-0.28808093530694656,-0.28981207336368386,-0.29202115190510797,-0.29587128892664444,-0.29951964920249263,-0.2936636897274633,-0.3019515981587249,-0.2913298207517171,-0.3039673892450126,-0.30783236431679434,-0.30935563158125196,-0.29882348377751844,-0.2893045374440043,-0.2954571138486071,-0.29346009430758424,-0.2922704755397543,-0.2931850534481805,-0.297318908789637,-0.31869261425029555,-0.31968618386513414,-0.2991053204395395,-0.3051743329890964,-0.2929162433447093,-0.29587047684780265,-0.2928771982852927,-0.28888614514762345,-0.2883518839616965,-0.29772733577245436,-0.30412321955241833,-0.2870572763765179,-0.2961454312111185,-0.2956252119264948,-0.3080365881528225,-0.3005519184279216,-0.2964323570859739,-0.29778782040544666,-0.28883817938336936,-0.29122606703008996,-0.2948713865000238,-0.30195222324901577,-0.2944647333733531,-0.2880395584558455,-0.2999467496469491,-0.2901377813417575,-0.292625470942321,-0.2928818723986383,-0.295558955586776,-0.2981969806847873,-0.2960373047626751,-0.2980054523229918,-0.2986227774637484,-0.3065178520882021,-0.294005708729244,-0.289523825552765,-0.2983591457042128,-0.29894436630696086,-0.2969091601310688,-0.29709921387804505,-0.2972306408090185,-0.2984547583496428,-0.292023614756012,-0.29715595812021395,-0.2903156343055084,-0.30488427869983725,-0.29472381007635573,-0.2967403651159114,-0.2968378176666876,-0.30955205625964227,-0.29516996188128364,-0.2925777366442804,-0.2921354612300261,-0.29294069583027604,-0.29594380513858287,-0.2960049477826994,-0.2852506100946944,-0.2960638341395027,-0.30859929804806147,-0.2887481903311663,-0.2911136612187891,-0.29096671579858374,-0.2969956178680122,-0.29489526851174314,-0.2769018492262027,-0.29202321635806344,-0.29675337974920774,-0.28939155251965887
vis_img_High,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
vis_img_Low,0.055994370919423074,0.05274043226194874,0.05810974630832589,0.06179320736276683,0.041072162896808054,0.0595027346229632,0.06697342613787194,0.047338865620417045,0.05670782079556996,0.04743114781396242,0.04728802195942127,0.05804880007363058,0.057303929818028,0.04733638225452352,0.060520120728926735,0.05943385856558906,0.0681608383643368,0.052434145755874115,0.058970503006545556,0.04849562899169888,0.0521576590557722,0.06513235920024264,0.0558391400257576,0.040082456602002776,0.06034517922475315,0.05462523508542228,0.057604316208826695,0.07543385915154885,0.054246241510164404,0.0567494617638193,0.047234057592687534,0.06276287991794446,0.058305804313912676,0.04855344647664939,0.0621717843753865,0.053527292582025175,0.059720292817224636,0.05333099511461035,0.06706263439181455,0.06572168046886695,0.059919498748429174,0.060851852942100076,0.05661390095241889,0.05765194128077394,0.05636819046551502,0.053894622382700624,0.04814119477101612,0.06065771781865482,0.06711385278651022,0.06151925771329775,0.056268557299015504,0.05976113843570348,0.05693389608913526,0.07329033104029821,0.057487983604808446,0.05468505691031396,0.05839185908947539,0.05884265637018288,0.049789154879708655,0.04990798867717994,0.06899016643556673,0.05806222220410185,0.05127265862165488,0.05813547261563371,0.06299993051843156,0.0502574739160727,0.051657849208966454,0.05336526308575802,0.057036052056382416,0.047757165772912946,0.06323563359765384,0.058679211442000986,0.05230897075020584,0.05758478711160949,0.05258232425810704,0.05674464719196221,0.05290419551456512,0.05642370743866903,0.0693949195722388,0.057827811439297626,0.05440239711544067,0.05763422321441874,0.058991814924648195,0.05676078232901402,0.05316638674354221,0.05313782883472345,0.06513902884701335,0.05959467021333629,0.049274613305127016,0.052401620625691814,0.06201686449103993,0.05640140635908242,0.046792207516423684,0.05722901430931258,0.05648117661619194,0.05972275422876119,0.04937061696763439,0.06065206350564537,0.042486469205285586,0.04197186931286688,0.04512924089800881,0.05945704354056679,0.05671054620046936,0.0521035762707703,0.057173603666954974,0.04803005373068996,0.045828199997644425,0.06106160525113176,0.06792280881809151,0.048541819116266434,0.05540430693810338,0.05005406657899062,0.051818544251225444,0.07277159616169655,0.05671196083008665,0.062402493272071084,0.04666622727700318,0.05423546940101707,0.05386152132000658,0.07597032248147953,0.05443508732336166,0.05406942335002492,0.05287910976018561,0.045308028509455006,0.057206263102776336,0.058341207561035065,0.06138552225761271,0.05047573800373292,0.056765791048263986,0.05650765365575068,0.06130233823959335,0.04507221505910756,0.045954136780061466,0.05482911174331223,0.05704130798501359,0.06567409085632242,0.06369688677300987,0.05369766293735313,0.05575710617605911,0.05677327003329615,0.05729536896408582,0.05661798738690618,0.05063707304443621,0.046116536557535226,0.05666621326582743,0.05687707109650317,0.05781390484304234,0.06829474969617662,0.054481723184881474,0.056335390824896886,0.06066367729269551,0.06026470535086501,0.05394887160827056,0.056811510796781255,0.05356526261374882,0.05677716072946816,0.06811482727864923,0.04490379259629357,0.05846085449879899,0.05525582637118381,0.05691006783813703,0.05519940159058746,0.03969882261984748,0.05848064944687747,0.05859931917593031,0.057697716637185155
vis_img_Mixed,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
int_verb_High,0.0,0.0,0.0,0.0,0.0,0.0,0.007536849224270174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000986316542808122,0.0,0.0,0.005074010038018764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005235623962125734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004058532791233569,0.004489293625262142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0603976173205791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
int_verb_Low,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
int_verb_Mixed,-0.003959627706907442,-0.005159491256434213,-0.007978199738340498,-0.010712478430748611,-0.0,-9.238349902963035e-05,-0.002697797746836986,-0.0,-0.0034360159173472916,-0.008837628794356778,-0.007912991950378204,-0.007761801953982116,-0.0,-0.008893269533259978,-0.0,-7.616848178439711e-06,-0.008594430207375488,-0.004185259840750463,-0.0014213729686253147,-0.0,-0.005482114557582904,-0.0006554090674178734,-0.004572682696613046,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0018621882450306111,-0.0026745767620983737,-0.006704275211453422,-0.005916383744109146,-0.0001448470223935425,-0.0,-0.0,-0.0,-0.004516640766000838,-0.006402418346338667,-0.0,-0.007387270836886785,-0.002110733120612987,-0.005063810874125165,-0.004063656995126295,-0.0020612280549423254,-0.003284740629716243,-0.004576415201475246,-0.02363315665839173,-0.01264304197105087,-0.008091499743597453,-0.0,-0.0062387879523639915,-0.00453644688914986,-0.0031654171003478635,-0.010314740062919835,-0.0,-0.0,-0.0038718551262532626,-0.0039636221959619515,-0.007416948061585407,-0.0,-0.0,-0.0015913318861749705,-0.0006498181993865082,-0.0027006168110595154,-0.0,-0.006473065991689898,-0.0005659824508681787,-0.001438490678666958,-0.0032147206183033355,-0.0,-0.00614238023711165,-0.004009544839480176,-0.0011717387831941945,-0.006722443233269768,-0.006907726770430122,-0.00319041870461687,-0.00445953916386683,-0.002425356438526071,-0.0,-0.0013558114081377165,-0.005782870099043462,-0.0,-0.0005603757764816949,-0.003446324997179597,-0.0,-0.0,-0.007119279757062664,-0.0,-0.00967809334187992,-0.0,-0.021709916190693353,-0.0054826855127444694,-0.0,-0.0032799600464666354,-0.0002792555579561579,-0.004336491131107508,-0.007159838347961601,-0.004795143375707732,-0.0,-0.0,-0.020792047987932504,-0.0,-0.0013039180066835073,-0.005510568905825561,-0.0003251013240299278,-0.006837269620324549,-0.0,-0.00119683531396043,-0.008399681582888856,-0.006018367122244646,-0.0006814865372844347,-0.0,-0.008125229319676694,-0.025881638534251284,-0.003408728176265475,-0.00439717664078119,-0.0,-0.0,-0.0016792879892952818,-0.007560873512797069,-0.003937275210443345,-0.003828032483401301,-0.006635988548395569,-0.010184724332694914,-0.00010678897203667069,-0.0069434718300287425,-0.01009450337933238,-3.859518011211776e-05,-0.0031604949633488376,-0.004773171253935405,-0.0,-0.0,-0.017230350661121857,-0.005294165952697676,-0.005316244877517065,-0.0,-0.0,-0.001598486713139861,-0.0058569501027883495,-0.0,-0.0,-0.004036367985172095,-0.004964393645359145,-0.0009404905303963691,-0.006670136413305759,-0.0,-0.0013783069110796596,-0.0,-0.004080672240503119,-0.0,-0.0,-0.00047823382152209964,-0.004548132082042485,-0.0030354612256152033,-0.0067414883350963035,-0.0030626332230861983,-0.0,-0.0076610524999805195,-0.0006632515493567385,-0.00480546180635198,-0.0,-0.0056074937003758145,-0.0,-0.0012068804548746458,-0.006088887135347576,-0.0
ort_img_High,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ort_img_Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
ort_img_Mixed,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.010759491879004004,-0.0,-0.0003868713341980101,-0.0009929110448025794,-0.0011643816022458323,-0.0,-0.0004156834648852375,-0.0,-0.0,-5.01191981248854e-05,-0.0,-0.0,-0.009178661891969753,-0.0,-0.0,-0.0,-0.0,-0.008964211822797693,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00010466999195579312,-0.0,-0.0,-0.0,-0.0003645080728923407,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0003957978975179621,-0.0,-0.0,-0.0022276696512552514,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0023573148440855663,-0.0,-0.0,-0.0,-0.0,-0.0,-0.00022703518758871615,-0.0,-0.00017791910232776016,-0.0,-0.0020876205126095526,-0.003083896946501035,-0.0,-0.0,-0.0,-0.0,-0.006019414407453018,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0010693997394695095,-0.0,-0.0,-0.0,-0.0026544286090591012,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0036476281846092255,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0025808639439295223,-0.0,-0.0,-0.0019062324033762138,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
