conversation_num,message,timestamp,organization,speaker_nickname,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies_lexical_per_100,hear_lexical_per_100,home_lexical_per_100,conjunction_lexical_per_100,certainty_lexical_per_100,inclusive_lexical_per_100,bio_lexical_per_100,achievement_lexical_per_100,adverbs_lexical_per_100,anxiety_lexical_per_100,third_person_lexical_per_100,negation_lexical_per_100,swear_lexical_per_100,death_lexical_per_100,health_lexical_per_100,see_lexical_per_100,body_lexical_per_100,family_lexical_per_100,negative_affect_lexical_per_100,quantifier_lexical_per_100,positive_affect_lexical_per_100,insight_lexical_per_100,humans_lexical_per_100,present_tense_lexical_per_100,future_tense_lexical_per_100,past_tense_lexical_per_100,relative_lexical_per_100,sexual_lexical_per_100,inhibition_lexical_per_100,sadness_lexical_per_100,social_lexical_per_100,indefinite_pronoun_lexical_per_100,religion_lexical_per_100,work_lexical_per_100,money_lexical_per_100,causation_lexical_per_100,anger_lexical_per_100,first_person_singular_lexical_per_100,feel_lexical_per_100,tentativeness_lexical_per_100,exclusive_lexical_per_100,verbs_lexical_per_100,friends_lexical_per_100,article_lexical_per_100,argue_lexical_per_100,auxiliary_verbs_lexical_per_100,cognitive_mech_lexical_per_100,preposition_lexical_per_100,first_person_plural_lexical_per_100,percept_lexical_per_100,second_person_lexical_per_100,positive_words_lexical_per_100,first_person_lexical_per_100,nltk_english_stopwords_lexical_per_100,hedge_words_lexical_per_100,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,mimicry_bert,moving_mimicry,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,time_diff,please,please_start,hashedge,indirect_btw,hedges,factuality,deference,gratitude,apologizing,1st_person_pl,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_greeting,direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative,forward_flow,certainty_rocklage
01HP1Y5Q4G5E4Q90871HF94NW5,hello,6.857,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,hello!,0.40823498,0.0827035,0.5090615,1,5,1,-0.9673810138976755,-1.1782295524492326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.3936864559348291,0.9832185488388087,0.0496,easy,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,hi,8.876,Organization A,01HP1XZW42YSR4RYDP9DH525MC,hi,0.41718394,0.11042389,0.47239223,1,2,1,-0.9673810138976755,-1.1782295524492326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.8071530003649511,0.8071530003649511,0,0.0,0.0,0.42773572089581646,1.0327640504948803,0.0496,easy,2.0189999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8071530003649511,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,hello,12.909,Organization B,01HP1XZSSB5GMC46S75JD8M01D,hello,0.40823498,0.0827035,0.5090615,1,5,1,-0.9673810138976755,-1.1782295524492326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.8071530003649511,0.8071530003649511,0,0.0,0.0,0.3936864559348291,0.9832185488388087,0.0496,easy,4.033000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9505664083196164,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,i think we should all agree to a deal together,20.839,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,i think we should all agree to a deal together.,0.2813317,0.043308515,0.6753598,10,46,1,0.318940028599452,0.7363934702807704,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.01,0.04,0.01,0.01,0.0,0.0,0.01,0.02,0.06,0.0,0,0,1.0,0.2,0,0.0,0.047357958836828785,0.5538879865222436,0,0.0,0.0,-0.08915885850823378,0.280624429589089,0.496,easy,7.929999999999998,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.05249647193571239,4.28
01HP1Y5Q4G5E4Q90871HF94NW5,yes,24.893,Organization A,01HP1XZW42YSR4RYDP9DH525MC,yes,0.48006803,0.102255374,0.4176766,1,3,1,-0.9673810138976755,-1.1782295524492326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.16421780286772963,0.45647044060861514,0,0.0,0.0,0.6669989472640858,1.3809188958887118,0.0496,easy,4.054000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39907386462044614,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,what do you think b,54.876,Organization A,01HP1XZW42YSR4RYDP9DH525MC,what do you think b?,0.077977285,0.059137836,0.8628849,5,19,1,-0.23234041818503123,-0.0841592537463737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,1,0,1.0,0.0,0,0.0,0.2504060106548439,0.41525755461786085,0,0.0,0.0,-0.8628876892686373,-0.8452378499553562,0.248,easy,29.982999999999997,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.30605406472634633,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,what kind of deal are you thinking,55.912,Organization B,01HP1XZSSB5GMC46S75JD8M01D,what kind of deal are you thinking?,0.016073147,0.6292629,0.35466394,7,34,1,0.1351798796712909,0.4628758956050557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.04,0.01,1,0,1.0,0.0,2,0.0,0.3374345253624111,0.40228704974195256,1,0.9,0.6,-1.0984223655822578,-1.187967236587625,0.3472,easy,1.0360000000000014,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.3974434863376021,3.89
01HP1Y5Q4G5E4Q90871HF94NW5,do we all agree to join in,56.837,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,do we all agree to join in?,0.07193755,0.029374693,0.8986877,7,26,1,-0.048580269256870166,0.18935832092934102,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.01,0.05,0.0,1,0,1.0,0.14285714285714285,0,0.0,0.1538059773472377,0.3667897536855647,0,0.0,0.0,-0.8858678497911058,-0.8786765624364418,0.3472,easy,0.9250000000000043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.32777623350174456,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,evenly split,61.893,Organization A,01HP1XZW42YSR4RYDP9DH525MC,evenly split,0.13633993,0.040199555,0.82346046,2,12,1,-0.7836208649695144,-0.9047119777735179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.2037457182986371,0.3464092492621988,0,0.0,0.0,-0.6408277891876162,-0.5221157749320859,0.0992,easy,5.055999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.24540476844047046,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,yes evenly split is fair,68.917,Organization B,01HP1XZSSB5GMC46S75JD8M01D,"yes, evenly split is fair",0.60509205,0.024388185,0.3705198,5,24,1,-0.23234041818503123,-0.0841592537463737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.009999999999999998,0.0,0,0,1.0,0.0,0,0.23333333333333334,0.7949293083468574,0.39624481138271644,0,0.9,0.7,1.1426939982496536,2.073108579378054,0.248,easy,7.024000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.34362037351288266,4.5
