conversation_num,message,timestamp,organization,speaker_nickname,message_lower_with_punc,positive_bert,negative_bert,neutral_bert,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies_lexical_per_100,hear_lexical_per_100,home_lexical_per_100,conjunction_lexical_per_100,certainty_lexical_per_100,inclusive_lexical_per_100,bio_lexical_per_100,achievement_lexical_per_100,adverbs_lexical_per_100,anxiety_lexical_per_100,third_person_lexical_per_100,negation_lexical_per_100,swear_lexical_per_100,death_lexical_per_100,health_lexical_per_100,see_lexical_per_100,body_lexical_per_100,family_lexical_per_100,negative_affect_lexical_per_100,quantifier_lexical_per_100,positive_affect_lexical_per_100,insight_lexical_per_100,humans_lexical_per_100,present_tense_lexical_per_100,future_tense_lexical_per_100,past_tense_lexical_per_100,relative_lexical_per_100,sexual_lexical_per_100,inhibition_lexical_per_100,sadness_lexical_per_100,social_lexical_per_100,indefinite_pronoun_lexical_per_100,religion_lexical_per_100,work_lexical_per_100,money_lexical_per_100,causation_lexical_per_100,anger_lexical_per_100,first_person_singular_lexical_per_100,feel_lexical_per_100,tentativeness_lexical_per_100,exclusive_lexical_per_100,verbs_lexical_per_100,friends_lexical_per_100,article_lexical_per_100,argue_lexical_per_100,auxiliary_verbs_lexical_per_100,cognitive_mech_lexical_per_100,preposition_lexical_per_100,first_person_plural_lexical_per_100,percept_lexical_per_100,second_person_lexical_per_100,positive_words_lexical_per_100,first_person_lexical_per_100,nltk_english_stopwords_lexical_per_100,hedge_words_lexical_per_100,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,mimicry_bert,moving_mimicry,hedge_naive,textblob_subjectivity,textblob_polarity,positivity_zscore_chats,positivity_zscore_conversation,dale_chall_score,dale_chall_classification,time_diff,please,please_start,hashedge,indirect_btw,hedges,factuality,deference,gratitude,apologizing,1st_person_pl,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_greeting,direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative,forward_flow,certainty_rocklage
01HP1Y5Q4G5E4Q90871HF94NW5,121 points for each of us,69.837,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,121 points for each of us.,0.13065222,0.018255835,0.8510919,6,25,1,-0.048580269256870166,0.18935832092934102,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0,0,1.0,0.0,0,0.0,0.1716961550460962,0.37378994574905444,0,0.0,0.0,-0.662468554685647,-0.553605517340618,0.2976,easy,0.9200000000000017,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3188281414587302,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,is 121 for each of us or 121 points split three ways,91.876,Organization A,01HP1XZW42YSR4RYDP9DH525MC,"is 121 for each of us, or 121 points split three ways?",0.071283214,0.027711332,0.9010055,12,52,1,1.0539806243120962,1.8304637689836294,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.05,0.0,1,0,0.9166666666666666,0.0,4,0.10555555555555556,0.7725943536493696,0.4100448919218103,0,0.0,0.0,-0.8883574865575584,-0.8822992633281237,0.5952,easy,22.039,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.38313571187126705,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,121 for each of us,116.913,Organization B,01HP1XZSSB5GMC46S75JD8M01D,121 for each of us,0.15132616,0.021435972,0.82723784,5,18,1,-0.23234041818503123,-0.0841592537463737,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.0,0.0,0.0,0.0,0.03,0.0,0,0,1.0,0.0,4,0.027777777777777776,0.6524912524748119,0.43024875530122714,0,0.0,0.0,-0.5838077426083154,-0.43914520815301045,0.248,easy,25.036999999999992,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5728025632393399,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,thats fine with me,129.893,Organization A,01HP1XZW42YSR4RYDP9DH525MC,that's fine with me,0.5897781,0.02358684,0.386635,4,18,1,-0.4161005671131923,-0.3576768284220884,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.019999999999999997,0.0,0,0,1.0,0.0,0,0.0,0.22972413387068988,0.41482378442195506,0,0.5,0.4166666666666667,1.0844270330213683,1.9883236060307594,0.1984,easy,12.980000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.331272631522447,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,are we sure it was 121 each,168.848,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,are we sure it was 121 each?,0.032174367,0.0585388,0.9092869,7,27,1,-0.048580269256870166,0.18935832092934102,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.03,0.0,0.01,0.0,0.0,0.0,0.01,0.05,0.0,1,0,1.0,0.14285714285714285,0,0.0,0.08383189144355992,0.39118150635206966,0,0.8888888888888888,0.5,-1.0371599724130907,-1.0988235794280468,0.3472,easy,38.95500000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4032817055183039,7.38
01HP1Y5Q4G5E4Q90871HF94NW5,never mind it is split,227.845,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,"never mind, it is split.",0.08838193,0.19172113,0.7198969,5,22,1,-0.23234041818503123,-0.0841592537463737,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,1,0.0,0.14537749662590393,0.37479457237032526,0,0.0,0.0,-0.8232997914089962,-0.7876330158653231,0.248,easy,58.996999999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.46605945543976596,6.57
01HP1Y5Q4G5E4Q90871HF94NW5,we should still split the 121 points as that would be the most fair,278.859,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,"we should still split the 121 points, as that would be the most fair.",0.13310523,0.0651044,0.80179036,14,67,1,1.4215009221684183,2.377498918335059,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0,0.02,0.0,0.03,0.04,0.01,0.01,0.0,0.0,0.01,0.01,0.08,0.0,0,0,0.9285714285714286,0.0,0,0.03333333333333333,0.4102728877679218,0.37701196708267504,0,0.7,0.6,-0.6531352704334041,-0.5400245413369974,0.6944,easy,51.01399999999998,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.5587329709694678,5.73
01HP1Y5Q4G5E4Q90871HF94NW5,okay i agree,302.917,Organization B,01HP1XZSSB5GMC46S75JD8M01D,okay i agree,0.3492852,0.04662284,0.604092,3,12,1,-0.7836208649695144,-0.9047119777735179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0,0,1.0,0.3333333333333333,0,0.0,0.3020213755704919,0.3726007558172525,0,0.5,0.5,0.16939260741925583,0.6568458281410872,0.1488,easy,24.057999999999993,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3647196666050657,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,121 cant be split exactly even,319.878,Organization A,01HP1XZW42YSR4RYDP9DH525MC,121 can't be split exactly even,0.023705263,0.3733679,0.6029268,6,30,1,-0.048580269256870166,0.18935832092934102,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0,0,1.0,0.0,0,0.0,0.14267205628265225,0.3598269391764414,0,0.25,0.25,-1.0693834672189853,-1.1457123806135976,0.2976,easy,16.961000000000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5878570886955476,6.9399999999999995
01HP1Y5Q4G5E4Q90871HF94NW5,a do you agree it will be split as evenly as possible,330.856,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,"a, do you agree? it will be split as evenly as possible.",0.08830629,0.022415377,0.88927835,12,53,1,1.0539806243120962,1.8304637689836294,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.030000000000000002,0.0,0.01,0.0,0.030000000000000002,0.01,0.02,0.0,0.0,0.01,0.02,0.0,0.08,0.0,1,0,0.9166666666666666,0.0,1,0.03333333333333333,0.5386839274651755,0.36924046487584844,0,1.0,0.0,-0.823587588695122,-0.7880517932143409,0.5952,easy,10.978000000000009,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.5775347020535319,4.73
01HP1Y5Q4G5E4Q90871HF94NW5,yes,338.878,Organization A,01HP1XZW42YSR4RYDP9DH525MC,yes,0.48006803,0.102255374,0.4176766,1,3,1,-0.9673810138976755,-1.1782295524492326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.16634599961153584,0.3590957416126328,0,0.0,0.0,0.6669989472640858,1.3809188958887118,0.0496,easy,8.021999999999991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4651860575725538,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,121 split it is,345.855,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,121 split it is!,0.095724255,0.03683588,0.8674398,4,15,1,-0.4161005671131923,-0.3576768284220884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0.21702255701964285,0.35233035187010947,0,0.0,0.0,-0.7953634983252543,-0.746982574311565,0.1984,easy,6.977000000000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.681295370892135,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,put 40 for each of us,382.853,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,put 40 for each of us.,0.1501972,0.0286772,0.8211256,6,21,1,-0.048580269256870166,0.18935832092934102,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.009999999999999998,0.0,0.0,0.0,0.0,0.03,0.0,0,0,1.0,0.0,0,0.0,0.2083522934815714,0.3457858946706305,0,0.0,0.0,-0.5881032426631101,-0.44539564279006755,0.2976,easy,36.99799999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4488409235385853,4.5
01HP1Y5Q4G5E4Q90871HF94NW5,we are each getting 40 points as it is rounded down,393.836,Organization C,01HP1XZ38YXR8CFE6N5CXPT0AM,"we are each getting 40 points, as it is rounded down.",0.11226725,0.025845438,0.86188734,11,51,1,0.8702204753839352,1.5569461943079146,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.01,0.07,0.0,0,0,1.0,0.0,1,0.043478260869565216,0.5773755403192298,0.35585500969883044,0,0.2888888888888889,-0.15555555555555559,-0.732420226704497,-0.6553930503703594,0.5456,easy,10.983000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.488554361584939,6.24
