,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155
team_size,-0.07632865331650944,-0.07082952865094602,-0.07078715373918289,-0.07888543485295017,-0.07503914009234591,-0.07149212982878064,-0.07399593587882941,-0.07297546650607063,-0.07250329243311665,-0.06861297357241922,-0.07338043754496167,-0.07232687521617259,-0.07214641806801138,-0.07259719277748812,-0.07274183616804555,-0.07282548051363967,-0.07028824957201447,-0.07035480630290028,-0.07303679283873155,-0.07157062714472617,-0.07291215629384863,-0.07221765266514361,-0.07357974116771054,-0.072753218215946,-0.07208704547228607,-0.07140590861168333,-0.07151151456734353,-0.07393280505023203,-0.07170325361431588,-0.07358057184057572,-0.0723456923509035,-0.07356828021577598,-0.07227086261528924,-0.07462191382558311,-0.07402772825923475,-0.07200779810652384,-0.07397881269603122,-0.07149691491534706,-0.07253097910794055,-0.07150260447040035,-0.07129370167201533,-0.07377620166143718,-0.0713800989877327,-0.07327112390024983,-0.07321017139853024,-0.07580541612843669,-0.07385130258498594,-0.0708428422215367,-0.07188548790199879,-0.07351970980193627,-0.0704423957496191,-0.07337131150202474,-0.07183863992824567,-0.07408075727499899,-0.07372947125115695,-0.07376350798487305,-0.07321794231446858,-0.07041760712088645,-0.07354489288860001,-0.07237161761099999,-0.07088368416479635,-0.0722248383795963,-0.07318842752576926,-0.07148070596000959,-0.06939007775391683,-0.07209813300318935,-0.07465524108087948,-0.07296587843362064,-0.07117751778180378,-0.07079008158564767,-0.06961830536818882,-0.0731312177199602,-0.06995760387063746,-0.07086408738038748,-0.07376490384098279,-0.0725812121447415,-0.0729098348762177,-0.07182343981743798,-0.07254207317128121,-0.07540328542933439,-0.07129768295061747,-0.06899775258125244,-0.07125818867680009,-0.07472174526935717,-0.07244018356802621,-0.07375548788464563,-0.07431533940030528,-0.07014662088216464,-0.07266030847218187,-0.07255344216198065,-0.07228994877085744,-0.07281439156429294,-0.072271028046503,-0.07478784281907067,-0.07303980197630765,-0.07191775081883048,-0.06982208475620486,-0.07232695508864526,-0.0732807334312199,-0.07249252500513725,-0.07382606005702053,-0.07218231633548478,-0.07420325295523207,-0.07249786496412,-0.06904101329343373,-0.07339887526838883,-0.06988554785895015,-0.07323569245611387,-0.0734389709159148,-0.07177505178075273,-0.0704924422006837,-0.07137387639371064,-0.08242216193622669,-0.07282610475270529,-0.07209765609154342,-0.06984303389308963,-0.07302686613627139,-0.0755458515555469,-0.07388540755052242,-0.06979317157756018,-0.0725531210416437,-0.0739733675995905,-0.07256283592215812,-0.07290674534706258,-0.07210050024657258,-0.07337722105430518,-0.07411591614168782,-0.07018466103132899,-0.07339681427561034,-0.07180924405860124,-0.07195590447821754,-0.07017679981311531,-0.0745594062830598,-0.07384085887109922,-0.07682584296174885,-0.07261936989944989,-0.072389146156744,-0.07212373687624558,-0.07277130225194305,-0.07481081832346959,-0.07131317738761679,-0.07363743592298944,-0.07527383864738205,-0.07733629055877607,-0.07056783443858106,-0.07154062811127684,-0.07378979663387802,-0.07129549462479239,-0.07358511937807821,-0.06895875999454554,-0.06971096652544252,-0.0733152170220514,-0.0726362542130809,-0.07095399208781548,-0.07019439796403122,-0.07147139516930728
vis_img_High,-0.040820899761214724,-0.06418442111428874,-0.035746355988214865,-0.05398629823661255,-0.05579974699826705,-0.057982973983575485,-0.05255413150898829,-0.04547148580658783,-0.057872327454630515,-0.05875278801768711,-0.05301814375573449,-0.05500338733981097,-0.05129396468643931,-0.07960684019908634,-0.08608728065214015,-0.06006084911495251,-0.058074068056654604,-0.05807490651253244,-0.06599599439404331,-0.06306202978656894,-0.05943360347810776,-0.05663855378461721,-0.05811566535710611,-0.05874540534110121,-0.050073519534684204,-0.05481613425853335,-0.058898673601965594,-0.05005559938213558,-0.06882765504260453,-0.052070980730465496,-0.060135595344995574,-0.05207095808403809,-0.05631910265394037,-0.051155029869872456,-0.05812146710238145,-0.05809573026206591,-0.058120833611722544,-0.05509510447086616,-0.052513773916635316,-0.0716058090159389,-0.06285572067573443,-0.058118209657517614,-0.05094717941060723,-0.07697343011876978,-0.06694114354822872,-0.04330569393666918,-0.09077818705342962,-0.080912888728013,-0.049743400395970666,-0.06525731871394812,-0.08107608315033389,-0.05811296604757,-0.05809359927295361,-0.04923761175697172,-0.058117604466113054,-0.09994877723716576,-0.05811097980962684,-0.05969405930961492,-0.0581152140475871,-0.05750121893909699,-0.06011751267148796,-0.07657160102012854,-0.057289357748464304,-0.05808909015966735,-0.058395682344000006,-0.05809686826605248,-0.05346747639647,-0.060851334690044515,-0.05411610211478412,-0.05676396497700255,-0.06171808506004425,-0.0573582962111881,-0.0601309439863251,-0.05706767145163836,-0.058118063342862965,-0.05810293796598714,-0.06698540139494437,-0.04876524172352499,-0.048255928887648236,-0.05563240989086055,-0.05448441585475785,-0.058575969039689646,-0.08110958900440182,-0.05594560066214735,-0.07036004043020107,-0.044084170690746036,-0.04263844444563879,-0.06963301628908561,-0.05719971608333371,-0.05255349335597783,-0.058099284686686466,-0.057518950042201575,-0.05634406756265157,-0.04137286550587568,-0.0693304070042093,-0.06671419809241598,-0.061460325357819263,-0.09890234038873051,-0.07342262719271803,-0.058086427001367624,-0.06385803408134252,-0.04661703896932035,-0.0991524677440981,-0.05774546793471028,-0.058556089278216705,-0.05716245020193111,-0.05816825644183832,-0.002686928919810747,-0.05811384228416766,-0.06095743660956973,-0.06239921421407561,-0.05796826460774889,-0.05255112616154338,-0.05619672753740645,-0.059408962044417625,-0.023255812587471038,-0.0581085265790599,-0.014220232225087177,-0.04435822918525732,-0.06149689751749838,-0.058102585696493084,-0.08184012369224813,-0.059853540012278855,-0.06692190658518786,-0.06223856442150709,-0.059540212068604756,-0.05642917736383259,-0.05807282460145442,-0.055888224953462635,-0.05802155661735137,-0.05073746306473521,-0.0651370204388931,-0.04094486587548321,-0.06989136159258157,-0.030843766096545485,-0.06101555247705908,-0.05760056917706386,-0.05310673363208806,-0.05033290888920083,-0.03920031930238065,-0.055482921660753304,-0.07447480823758242,-0.04264138174135152,-0.05266903012656732,-0.058077590158350186,-0.029410119139194675,-0.07547121718801388,-0.055461268411573804,-0.05161741717251433,-0.06341939368634797,-0.021508602385823545,-0.06992637123637326,-0.058472029352261895,-0.011449519378501957,-0.06069852561151754,-0.05380576497148234
vis_img_Low,0.24550628094558058,0.25952839419882584,0.27152973025269916,0.20396063667647638,0.26120573314959017,0.2472114602282238,0.2671258858118251,0.23687425165659526,0.2463873958893192,0.21822734957671774,0.26940176255282705,0.24682756587899382,0.2474057039035802,0.2427053676454076,0.24109611731501931,0.24566795048784007,0.22960192114657707,0.23011090546864654,0.24236897201821422,0.2472605771443937,0.24698355556114224,0.24685038424375821,0.2547731275997732,0.254739861956139,0.2475959183426141,0.24477041439822483,0.25264156134512095,0.2394707232347204,0.23784988095656226,0.24523070761636317,0.24465753453177802,0.24119303263941408,0.24598378923161965,0.2744773685027282,0.25819897445278006,0.2427519547112453,0.2578249073614858,0.24490413917397028,0.24837777906310696,0.23564933335874683,0.2458197403613604,0.25627550027279694,0.2420009232131871,0.22605844895647875,0.2360188965105208,0.24574905466229896,0.2112194900987927,0.2282369088915564,0.2505546776898811,0.24009987020662724,0.24559055645675973,0.25317922427583234,0.24145833858035173,0.23877167756190137,0.25591814348277553,0.20646319135414368,0.25200637943615173,0.266409906399053,0.25450663584234917,0.24614351695926795,0.2541516294950985,0.2292713427345331,0.2557054754776848,0.23872108307300274,0.22342464433789794,0.24344277959892513,0.24262646044103778,0.2453948327296148,0.24443476941132836,0.26318902820938095,0.2603485119672814,0.24396154525885683,0.26585724486275036,0.2597485377715554,0.256189103581058,0.2471370750800933,0.2449604843261795,0.2509333868413539,0.2470798625632919,0.26364114747021705,0.244611365102728,0.22080076247866204,0.22711137544278798,0.25908298758982984,0.24500338039072614,0.23529741197775653,0.24863087620148921,0.20784771192933763,0.24936074892792387,0.25147614725537926,0.24490966682684978,0.24573667402513838,0.24598266264496324,0.23257961240704464,0.244346171268194,0.23919436504717806,0.2593505523672202,0.1979420944578458,0.24303050438158091,0.24646385953958574,0.2494960377375013,0.2508953844188264,0.20221783494468393,0.24634488467254895,0.22109009134619112,0.25145506602291107,0.22673822601444749,0.2975779087150376,0.25369662934070353,0.2160817475369335,0.19168722710595854,0.2473157418355767,0.18011610206157544,0.24599259173679874,0.24735814225665045,0.28559924882882526,0.25054517110173996,0.2821171454676902,0.2454326280342086,0.25949214757210143,0.2469222510719371,0.24018030517532998,0.24607170208702678,0.24497037600626392,0.2496064488926788,0.2437568423801951,0.25993530303642737,0.2288097102045249,0.24437680606304948,0.24693244309383966,0.25005401048037285,0.26561846058884164,0.24865901928240075,0.23948828529465127,0.24761542262201264,0.24589062379187432,0.24617677634449497,0.2488607093729068,0.25490472256683905,0.24868800932527588,0.2690645085667969,0.2380986120024801,0.23313460638245306,0.22697136839330334,0.23174001164285513,0.2829698594180293,0.22678322869208892,0.2694380081165972,0.24424440995728272,0.22351712187516443,0.28756733580665583,0.2403894236458215,0.25117653625249664,0.3058965906822315,0.25467261677722125,0.2439937788370188
vis_img_Mixed,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
int_verb_High,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
int_verb_Low,0.014659992004240898,0.016694929953755523,0.025684017164180558,0.044487780237910536,0.0,0.02369899430685508,0.006483484235385847,0.04183654488088871,0.022441545866346935,0.0,0.006486277832213534,0.019140702165465134,0.015116192726233083,0.04001375687886861,0.043094055705943615,0.02427946266280807,0.001718947347733155,0.0023507634736482535,0.02111499156080127,0.029468122546462635,0.018537302227328734,0.021175051734233553,0.03296478656108377,0.033406470021301524,0.01379208019113555,0.03228526150999786,0.01853036749395941,0.03031535953489196,0.024767175366510956,0.014033497872133423,0.02212899162102724,0.028358282284219473,0.020686492660242944,0.0,0.03721754356061735,0.01804244279195059,0.036753186422351966,0.03145462229777619,0.02239456440883696,0.025353681537925693,0.019588797801871324,0.03482979284281605,0.038913394285749255,0.01343746702580497,0.01726117763675945,0.016711894937572455,0.006808053516022507,0.027085430568157366,0.023972781564842473,0.007234303529529071,0.04400387748747706,0.03098615651475764,0.01643664179415345,0.031109692062907413,0.03438617943704969,0.011765579700001133,0.029530217497244535,0.005559332041016226,0.03263397063867639,0.021938782450563975,0.03372929887203713,0.02381816333435769,0.007568938723066008,0.013038811850667966,0.0,0.01889998257322471,0.014108575551732191,0.024996527391909273,0.034369836996904546,0.019816212065569872,0.042641331375978524,0.018977044302918324,0.00819884905429444,0.02248687846361299,0.034722542241345876,0.023485796284483825,0.03214117199904086,0.02373318477297328,0.011070575738667217,0.0,0.033273061940650536,0.0,0.026131441626999114,0.0,0.03525873815645594,0.04108995989011568,0.016541108632840706,0.04260278875512542,0.020927900419556326,0.022108667952547467,0.02072086971122716,0.021359620173877013,0.020715082154884268,0.04157816637489917,0.03378404165237343,0.020911199610017712,0.04120611803551381,0.04487218090731044,0.035780402272873976,0.022288543260256345,0.007458522358508474,0.02196864800348374,0.002786493686440349,0.022063951497519253,0.0,0.012108040254591132,0.0,0.01855939864328617,0.031628449677773625,0.05647034900477096,0.0,0.023842494469781747,0.05354772368386363,0.01982713941260668,0.024558804156408435,0.027460295487457077,0.02771633310662636,0.026920557984071978,0.004727589626965274,0.04140975285898671,0.0232191310053913,0.039079513791834705,0.02440294817484487,0.03207227623017508,0.01701685958011896,0.01677473267860343,0.0,0.0007356164330693142,0.018652787257693367,0.02331411704055593,0.023797992742880844,0.012048907643145717,0.015207166153428254,0.019147352708479823,0.0060587184397766485,0.025663714241872648,0.022032006880358813,0.02338139726616842,0.01773080713093867,0.013833078867380114,0.013227025384471016,0.01962405602554647,0.03751515806444924,0.0,0.004373017415591762,0.008788924727435395,0.020034829946741186,0.012967236872964869,0.013447843624498709,0.05899454595997919,0.02770876953785092,0.020423880522570523,0.02877803531149048,0.00020437520514908134,0.034820968687846794,0.033730339126328515
int_verb_Mixed,-0.0,-0.016542957622258027,-0.02165437653880157,-0.0,-0.02575093527274815,-0.014086806715179482,-0.0,-0.011884492584512072,-0.011161618621227045,-0.0062335217230491445,-0.0,-0.01501218150452282,-0.01935780486684782,-0.0,-0.0,-0.009040605046001413,-0.010819379652025765,-0.010836466314927006,-0.02168829673049659,-0.00578286185171287,-0.011750102941194636,-0.013131443080385075,-0.01166439171945354,-0.011024984377325318,-0.020787567786714416,-0.010472140553539467,-0.014440575895974465,-0.012687244129394586,-0.005785372711588886,-0.01818977744526978,-0.012287369469585788,-0.012360102693482465,-0.01676397292082378,-0.0,-0.011779411786418855,-0.011260827808516618,-0.01176685278313109,-0.010549352919075038,-0.004951573350951513,-0.004334787085710844,-0.023503845415768634,-0.01171483267985619,-0.010471855485205666,-0.02256480404773065,-0.017110301595537673,-0.0,-0.03074390735563799,-0.0,-0.00046596164276273034,-0.04125736708767308,-0.0,-0.011610877690682857,-0.011217400964518039,-0.012820023294712444,-0.011702834711563264,-0.029505821767597636,-0.011571500363619395,-0.02313746264224728,-0.011655444471926141,-0.013740223693053822,-0.009613538984743566,-0.002201223891303432,-0.020159516228139274,-0.011125510978715199,-0.008593725685155998,-0.011284018880358727,-0.02000333120614268,-0.00809569159571412,-0.010278373413217962,-0.0,-0.008210117246183334,-0.01205078222849027,-0.021795579252925704,-0.0,-0.01171193198005954,-0.011408035410752342,-0.0009742696943210818,-0.0,-0.02281660658572718,-0.026856909590743033,-0.010380321731981659,-0.007402164181558879,-0.0,-0.024786950601701066,-0.0,-0.012567813271953908,-0.0,-0.04716766657926585,-0.008577279568809526,-0.014144643495748736,-0.011333262455241104,-0.012649408850835351,-0.01673001272675418,-0.013477182055999681,-0.0,-0.015229100475895076,-0.008436127373568745,-0.01668352600312379,-0.0,-0.01150463224113937,-0.012516235675068118,-0.0,-0.035705543776668416,-0.011792806350660127,-0.007533554678129422,-0.017224196819905148,-0.010098603834253464,-0.03894162879308124,-0.011628249151744199,-0.0,-0.0036280747236835534,-0.014411399506309139,-0.0,-0.013532650621986778,-0.00766470476522102,-0.027391854356610568,-0.011522443348139936,-0.0,-0.027099868993641255,-0.008404059992995079,-0.011400823885161972,-0.0,-0.00933004015387847,-0.0010486641885466947,-0.011031218187643849,-0.020228281496936108,-0.024746895779377408,-0.010792790456428102,-0.0170188445931778,-0.013216364639111742,-0.001763976929246885,-0.0198720421520887,-0.0,-0.02779537413203698,-0.0,-0.007968667776429529,-0.013350382770468305,-0.0048576947710642785,-0.010634870211218094,-0.0,-0.0,-0.032760011279927746,-0.013890748869171424,-0.014523933872734245,-0.010891155598706964,-0.006617962652527606,-0.003407090749200251,-0.0,-0.022801643447302736,-0.0,-0.028194435034195376,-0.026820550497548393,-0.011176293427251016,-0.0036359603035686703,-0.00904300684883679,-0.010534603155501502
ort_img_High,-0.0,-0.0,-0.01834267313008942,-0.008918981809895267,-0.029949118346432258,-0.004317852876904347,-0.026791154861278005,-0.026967995001550574,-0.02059637554376075,-0.02221776210121989,-0.027003800853314698,-0.024821897350840966,-0.030061325825295884,-0.0,-0.0,-0.01753266812110834,-0.023742021966128346,-0.02364178458337356,-0.015374116926520812,-0.014101091769008606,-0.019863567306621102,-0.022621163382002846,-0.018784854696517236,-0.018509176189181225,-0.031785161493848225,-0.02187810488901307,-0.02245577599146856,-0.02484974266250585,-0.020314151670746742,-0.02815859913818064,-0.020731641284314723,-0.023746278092721958,-0.0,-0.02958374602976292,-0.018110124129665003,-0.02115230575974352,-0.018183797738375175,-0.02175639138395524,-0.02407572638571081,-0.020280814343990372,-0.041108042618902885,-0.01848895800037524,-0.02383730692557882,-0.024881039199005518,-0.022834058385795563,-0.0,-0.028124963369592988,-0.02025850748868145,-0.025814299266037916,-0.06843468447836816,-0.0,-0.01909877862231276,-0.021407065463780874,-0.02529761348671069,-0.018559340466330513,-0.0,-0.01932977384698625,-0.028312790676504968,-0.01883734102829554,-0.009742230112790375,-0.018009691767592286,-0.020995731406098242,-0.026509691175451496,-0.0219461298633915,-0.02315270041135733,-0.021016257406817066,-0.0,-0.01635731467722778,-0.022183540778937832,-0.02223086399187271,-0.016076642016132743,-0.021245435227083463,-0.02735594728592452,-0.021068601326669455,-0.018505974081739294,-0.020288723110265458,-0.007896888417364474,-0.026694013717313853,-0.034039078947009735,-0.030387223601962096,-0.022022839251236756,-0.022680691840706712,-0.020551591761984095,-0.029567258891140605,-0.004397972580123084,-0.02784358808531539,-0.03163708586043069,-0.01252267885849469,-0.021065131789376045,-0.020276442336781837,-0.020727374370252176,-0.01644723990833229,-0.0,-0.0294469172017198,-0.005135011802058849,-0.021671128073229556,-0.016387944605059143,-0.01567847905431246,-0.0008547610963666077,-0.02053004508152214,-0.01781710131357747,-0.02869407658475922,-0.03009280675668159,-0.020927075808114842,-0.022732739041204608,-0.024519385592290287,-0.023748759507382713,-0.018783061653157445,-0.018996874180085215,-0.006289471748405417,-0.0,-0.002382750166360745,-0.0038328615302753765,-0.022881872941038855,-0.03487057508474896,-0.017169636202308054,-0.01961755532452675,-0.015590861254181828,-0.03866046468864532,-0.01634377552861946,-0.02033102912305469,-0.0,-0.017971091273195572,-0.007986581955147128,-0.01826088092904805,-0.03421736927692515,-0.02959854310174753,-0.023898014455135414,-9.257312820561379e-05,-0.009506928801819357,-0.025175747508681175,-0.0,-0.033233986564333746,-0.012920064807456015,-0.04233816424437109,-0.01632972821895207,-0.011511158585836656,-0.02365380937341551,-0.02150487247109221,-0.03487894576473438,-0.024853304275239956,-0.009927499088163965,-0.028909228757707617,-0.025024959615639334,-0.02332095478164566,-0.023195188122263108,-0.022073296925087315,-0.0249700066687472,-0.0,-0.006193561111367488,-0.017005544369842442,-0.012849346088844537,-0.019330786744217194,-0.024916923477034836,-0.017647097911978722,-0.02240557685210562
ort_img_Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059512023238373506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ort_img_Mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
