,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
Moderate,-0.31476370175927004,-0.3239614739800501,-0.2965382060901509,-0.31790312940909826,-0.32234721882213346,-0.3172204834223852,-0.34938851409285687,-0.3213941237338916,-0.32213484872740417,-0.3142727295083419,-0.32978453068015834,-0.31501415039008523,-0.3253090987409438,-0.3354757001603529,-0.32329557131225006,-0.32669763010177755,-0.32565478954416743,-0.31982578948183926,-0.3111133809423822,-0.32694514767023847,-0.3302531822057918,-0.32909650622969405,-0.3236227909884728,-0.3240683946119419,-0.3257957753962932,-0.31876883980030635,-0.30526696197619185,-0.32089550803971684,-0.32207733760863133,-0.3313069146934104,-0.32944850299755196,-0.3072164093222738,-0.3247536534631654,-0.32512422092228066,-0.3212409876093842,-0.32083351970317314,-0.3253177093280273,-0.3142043771241495,-0.32442991110759595,-0.3178357606328232,-0.302397295228096,-0.32512869159166546,-0.30867104117151073,-0.3239234071030786,-0.3245045621368401,-0.30864518800920326,-0.31951913877092075,-0.3255355563061196,-0.3076827475547394,-0.33860941989824755,-0.31907688840890036,-0.3248156966464524,-0.3241377384873367,-0.30890626281880407,-0.326219862001998,-0.33022675459395995,-0.3253908863868674,-0.32603225258730567,-0.31093197052989874,-0.32404669757013144,-0.3262553310570539,-0.33153554807140106,-0.31351968422499904,-0.32382397626863085,-0.3291274178301701,-0.31823728919698,-0.3240323626168305,-0.31676082541546485,-0.3234972202593303,-0.32294948361554054,-0.3073370886190663,-0.30765495105536766,-0.32339253487992803,-0.3372053604882828,-0.32004829212799424,-0.3236660655020666,-0.3200705169961886,-0.31604639911578386,-0.29299691956606494,-0.32254110606352204,-0.30971989659097987,-0.3188087629252062,-0.31812895425983456,-0.35286014154398937,-0.3161748114651145,-0.32421507320818144,-0.2999706976082899,-0.31964228336092637,-0.2773221639345141,-0.32390177442695534,-0.33420345094019355,-0.3175700179893449,-0.3051155864182459,-0.3167825924094172,-0.32404581809044847,-0.3141997643663788,-0.32431261765432395,-0.323879755517652,-0.3189589850187116,-0.3270101868991486,-0.32349663295541886,-0.3038577804098468,-0.32781679180711404,-0.328563828434846,-0.33226807794995544,-0.3263028654350796,-0.31699405854780194,-0.32235156453794284,-0.327005315041012,-0.32710437616494864,-0.32382162138582804,-0.3321325239523497,-0.3235775221464944,-0.3224163840685851,-0.33102518099498185,-0.34334426539441965,-0.32580254635877254,-0.3111690466144658,-0.32335870672456296,-0.33198105516095766,-0.3166148921409572,-0.31624095694976234,-0.3241567045715975,-0.32792114902565406,-0.3172576020279126,-0.324857490966683,-0.3545087151996017,-0.33277727581833333,-0.32921278725974373,-0.3232825226176531,-0.3377294580696055,-0.3269696542819541,-0.3219938975513533,-0.32639260467272985,-0.32644886601219086,-0.32732201130877386,-0.3135409121407007,-0.31733976847967316,-0.3214846990021221,-0.31932409298014336,-0.3262838992765476,-0.32372031583109545,-0.32111688770247104,-0.3219571457544617,-0.3214048077453908,-0.3257822389220984,-0.32882909862408327,-0.32055096254819204,-0.315076966342826,-0.3259276517063835,-0.32591590793909486,-0.3141302143409762,-0.32145041755328496,-0.3255941755286939,-0.347115486070907,-0.3238602307675312,-0.324600629935974,-0.2962185101278871,-0.31657948314254364,-0.3215538781350302,-0.324284698990512,-0.32273211611837965,-0.31263514613810706,-0.32021137007431866,-0.3377309492232928,-0.3164230256224552
Very high,8.620555250030627e-17,9.728259803059289e-15,0.0,3.448222100012251e-16,1.0289090745142528e-14,1.0051816115799619e-14,3.857698474388705e-15,5.7757720175205195e-15,4.89216510439238e-15,1.0483224532786727e-14,3.2327082187614848e-15,6.3792108850226636e-15,3.318913771261791e-15,4.20252068438993e-15,1.2273569463283225e-14,1.1324470945911589e-14,3.383567935637021e-15,1.0526365374485438e-14,2.4999610225088817e-15,6.988816355191152e-15,9.943964011552842e-15,9.555696436264445e-15,1.1044055474869968e-14,1.0289090745142528e-14,2.780129068134877e-15,2.8878860087602597e-15,3.1249512781361017e-15,4.030109579389318e-15,7.176612245650496e-15,3.0818485018859487e-15,6.2499025562722035e-15,8.563457077194095e-15,3.383567935637021e-15,9.275280965222827e-16,9.922393590703488e-16,3.4913248762624035e-15,4.741305387516844e-15,9.145858440126691e-15,3.9870068031391645e-15,2.221753347483607e-15,6.7024817068988116e-15,1.31579567181068e-15,2.7178730270187814e-15,4.098379961377528e-15,4.568894282516232e-15,3.57753042876271e-15,2.176690200632733e-15,1.5746407220029448e-15,3.2355631274033116e-16,6.659378930648659e-15,5.668015076895137e-15,1.4667886177561678e-15,4.1378665200147006e-15,8.196759922755055e-16,5.215435926268529e-15,4.008558191264241e-15,1.2144146938187094e-14,1.1065625895719323e-14,0.0,0.0,1.0871492108075124e-14,1.2144146938187094e-14,2.3922040818834987e-15,5.150781761893299e-15,8.49874581464603e-15,1.1777449783748051e-14,1.2942252509613243e-14,3.57753042876271e-15,3.3404651593868674e-15,8.973295073331849e-15,8.887013389934427e-15,8.628168339742163e-15,1.0698928741280282e-14,1.037537242853995e-14,3.9223526387639345e-15,4.0732123556394705e-15,1.0957773791472546e-14,8.908583810783783e-15,1.1324470945911589e-14,5.818874793770673e-15,8.606597918892806e-15,8.822302127386361e-15,6.142145615646821e-15,7.204520563684705e-15,3.8361470862636285e-15,4.008558191264241e-15,1.0181238640895752e-14,5.280090090643759e-15,7.247661405383416e-15,3.620633205012863e-15,9.383133069469601e-15,1.0353802007690594e-14,4.525791506266079e-15,3.642184593137939e-15,1.1346041366760943e-14,2.5430637987590347e-15,4.26717484876516e-15,9.512555594565734e-15,6.680930318773735e-15,1.2273569463283225e-14,5.172333150018375e-15,4.3749317893905426e-15,3.6852873693880925e-15,9.900823169854131e-15,1.1669597679501275e-14,1.2036294833940316e-14,9.102717598427982e-15,4.633548446891461e-15,3.620633205012863e-15,6.508519213773123e-15,6.5516219900232755e-15,1.0483224532786727e-14,4.719753999391768e-15,4.547342894391155e-15,1.0526365374485438e-14,1.1065625895719323e-14,4.6119970587663846e-15,1.3706682847548695e-14,4.20252068438993e-15,4.159417908139777e-15,1.2402991988379358e-14,6.3848445714092004e-15,5.323192866893911e-15,6.7024817068988116e-15,1.1799020204597406e-14,1.0806780845527058e-14,1.1195048420815456e-14,1.0440083691088016e-14,3.318913771261791e-15,3.9223526387639345e-15,7.765351505767946e-15,6.055940063146515e-15,1.197158357139225e-14,1.1820590625446762e-14,1.2553984934324846e-14,0.0,6.465416437522971e-17,4.310277625015314e-17,4.310277625015314e-17,0.0,1.1281330104212878e-14,1.1993153992241605e-14,9.404703490318957e-15,5.495603971894524e-15,1.0116527378347686e-14,1.1195048420815456e-14,0.0,6.465416437522971e-17,9.33999222777089e-15,1.4754167860959098e-14,1.2144146938187094e-14,4.396483177515619e-15,4.439585953765773e-15,1.173430894204934e-14,2.478409634383805e-15,2.8447832325101067e-15,1.1993153992241605e-14,9.404703490318957e-15,3.1249512781361017e-15,1.0073386536648975e-14,5.452501195644371e-15,1.1669597679501275e-14,4.396483177515619e-15,5.021473433142839e-15,1.0871492108075124e-14,3.9870068031391645e-15
team_size,0.06147399577736012,0.06594760798884403,0.07533061874709879,0.06814382148818399,0.0674237010956468,0.06527859969177986,0.0254333260459721,0.06656240493668737,0.06783946357545241,0.08075737642086292,0.06773781263752106,0.062345841722022996,0.06131717453570696,0.08404173602605605,0.06813760202804499,0.06681950621869248,0.06925234836215609,0.0450703176214942,0.059709952133366204,0.06047164917405077,0.06058908907202714,0.06791188433594111,0.06669665818529831,0.06519113860451489,0.06395121309324428,0.0680257800772159,0.04550704756609497,0.06762066682579154,0.06685208956517072,0.06256802840510094,0.06551673139131527,0.05397191344967994,0.07174743769763461,0.06574748845731147,0.06784581932819744,0.0669664675146177,0.06496921916026224,0.06783543534887844,0.07001945166447678,0.07251875970345173,0.07635316809760737,0.06778998427434155,0.06697223060467986,0.0670931408844255,0.06360847625175592,0.04057562512387415,0.0733758588535009,0.06847189789191428,0.08535553602695899,0.06157614898425791,0.06510721146956508,0.06807299153811405,0.06471677700241378,0.08737951875486298,0.06868615409667267,0.06855839374797623,0.07047739706441565,0.07132704561808353,0.061284549216544394,0.06653962583826284,0.05696967852095178,0.07213903038155295,0.05271641961203033,0.06912033669364046,0.06357436221827635,0.06735531223621972,0.06692996219481546,0.058222734896257816,0.06644949335769111,0.06745632382770422,0.061384953814412245,0.07244183884889722,0.06882918421175989,0.06498155968827483,0.0700862361486252,0.07211056746750194,0.06229482893159986,0.0696617271543899,0.09808180907367721,0.06839936278941981,0.055094007810636475,0.06285719027147478,0.06371456783507128,0.03185776445766516,0.05140947053915019,0.06743595704556991,0.1008627239278077,0.073663371754224,0.11932148556314208,0.06708064266536448,0.07726158751964042,0.06089428283151657,0.05003475392545346,0.09240644583349565,0.06695076670135737,0.06893716695323511,0.06683907215146188,0.0666502354562055,0.06859238151836275,0.06485602892009057,0.06672864883652681,0.09310700349743124,0.0684129555015844,0.06712128831671366,0.06370661060083924,0.06496744365646301,0.017870076819611277,0.0668347198405989,0.0700086000864226,0.06230954201570928,0.06724375730560973,0.06574201744891997,0.0661642765711549,0.06781079465990553,0.06151448856702077,0.07146093694605492,0.06516928373099105,0.07060492879507978,0.06659898264147268,0.06949348139297314,0.06011446243261474,0.02589907634176283,0.0662375372011899,0.07174561042106599,0.06975764237422179,0.06766405493608071,0.06190807305577424,0.06531551167982547,0.06837978084411148,0.06845186096684644,0.07003762833919579,0.06185191203749911,0.06690191071251331,0.06547357908688727,0.06585249659523684,0.0665088975476366,0.06279480166078555,0.06718750943935137,0.0703241736675247,0.06232636211243407,0.06546366363308097,0.06753852181697803,0.04824460262764093,0.06565313865931252,0.06347813439256732,0.0665967376530633,0.06421204153283136,0.06051279182873322,0.07284295730191383,0.05823154264956354,0.06049208788519469,0.0601723417217334,0.05217643805395922,0.06756350550056006,0.046211146528849834,0.06649791107718601,0.0688371360554192,0.07374383394190208,0.06789029800831488,0.05751612363437897,0.06720847777080309,0.06855249130472309,0.06674796110300756,0.06713056078978963,0.057368789000574655,0.0673062932835463
vis_img_High,-0.009677880835847816,-0.013061527959998289,-0.0,-0.013797715223582533,-0.013289485508908247,-0.012603721831842581,-0.0,-0.013121134856626665,-0.013252560461109454,-0.00039896224737402035,-0.016370210963293812,-0.014242327041892327,-0.016648047998939226,-0.002359066745823109,-0.010648661666311465,-0.014987435553505572,-0.010531661863659475,-0.005584004333524017,-0.008645425777503461,-0.020540280826143592,-0.009975264015111803,-0.0072490217704405295,-0.012962718305168765,-0.013267532878550165,-0.011015736673898668,-0.007142468454925769,-0.007023829211328062,-0.012001271131294747,-0.012741478596346638,-0.010741250722032022,-0.012314331172833714,-0.005933813545681849,-0.015096043755815037,-0.015851582528038175,-0.015267023346304025,-0.012562997394120158,-0.013116883612871224,-0.01316790269952297,-0.011608142742323748,-0.00864801784027996,-0.020703343458383504,-0.013551737979643081,-0.011835776119498794,-0.012274143965506416,-0.01099602790859489,-0.027645864927821756,-0.015044280323050711,-0.013998849873719485,-0.0012915547237387858,-0.0064531993426411765,-0.011997416506272592,-0.012665624275940495,-0.011845290190796965,-0.010865605531532634,-0.012559033625359423,-0.015040407001178455,-0.012996609767832144,-0.011607191200233609,-0.0044844861902625325,-0.012895623062261762,-0.0061025104744977686,-0.008733047831876041,-0.023598597843908078,-0.012851396093435125,-0.009934432423203377,-0.012100109607848684,-0.012569282755272006,-0.012526163313559237,-0.013305958058090853,-0.012250494135659751,-0.021444745403441264,-0.010061783769562078,-0.01687935810806414,-0.0013121796648208658,-0.011646570344916004,-0.011969599503485827,-0.014626820361540354,-0.008128988420298012,-0.0,-0.011795860565230033,-0.019734909575758207,-0.005874990082487215,-0.007884978261763003,-0.018938696036134642,-0.004782845473373803,-0.01167612660951408,-0.0,-0.011779442987815796,-0.01405178857163896,-0.012710919238216687,-0.007434009871556194,-0.01538337226929134,-0.005647333092734504,-0.010707734544381583,-0.012574792426059012,-0.01695083733603428,-0.01298347263413707,-0.012450369583722832,-0.012531923476366632,-0.011564766784109622,-0.012472063690500175,-0.0,-0.011540108106481057,-0.007696439073357762,-0.007947323014971166,-0.015034786610333759,-0.0,-0.013129998410966633,-0.008945387024866181,-0.014861027415078507,-0.012678215887018684,-0.01754161778748478,-0.012231717146987519,-0.012718698090923377,-0.01332544270102706,-0.017982704148949355,-0.01275447817883484,-0.0030139898555999033,-0.012801584724487997,-0.00827812349404664,-0.011887414856732573,-0.005527833276496066,-0.014707159939376872,-0.008627730662591144,-0.015709296002795685,-0.01279060213649089,-0.018143775774393505,-0.010130299051441116,-0.014649040346789984,-0.010959060855678947,-0.0043595599600210104,-0.011525868734530308,-0.013193451267554085,-0.011935539969598905,-0.01231122368010344,-0.01004305357346772,-0.019386814237457112,-0.013620200070142115,-0.01346917029682027,-0.009159640321441346,-0.013310918384213954,-0.013397278882699329,-0.0022783094604376854,-0.013619530981612976,-0.01394754903003846,-0.011841674619051112,-0.01333672620597296,-0.015365064395786408,-0.006273585903452259,-0.019606007104593107,-0.009085061291002795,-0.00606895774661959,-0.02170395144527532,-0.012128694206983532,-0.01094815882412875,-0.012495604233574362,-0.011723973766189628,-0.005288886458017364,-0.007146835923912726,-0.015484451608441096,-0.012229784275892266,-0.012668575497649713,-0.010929144215120408,-0.011944593218758128,-0.011242629990797247,-0.009286418145140028
vis_img_Low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vis_img_Mixed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
int_verb_High,0.02962543907709892,0.030649951573153582,0.02665752417583267,0.03184650498744126,0.03215776455810509,0.02902279128713367,0.0,0.029783106640301288,0.03158802383728639,0.007034054112341383,0.026583449817133054,0.034991624259686445,0.03256035941433675,0.026729052808536324,0.02963345578366861,0.031033560534885332,0.03311114910819269,0.016713101476571842,0.03318561683610753,0.03352658736954475,0.025160718967944466,0.024107564973279226,0.02956079753000445,0.02759239970616302,0.03309220890693665,0.02786933035571636,0.008368468389244777,0.03169861042766461,0.028650709489311275,0.025726432391231315,0.03071835783249128,0.035536079090744604,0.029418830790365683,0.030457136421921275,0.03045731614422935,0.030441030232144523,0.03226025659720458,0.028899877590303925,0.031588568682944206,0.04146977994903507,0.046810208079320584,0.03156060640413728,0.04280643221729644,0.030584244603402286,0.029609243504513636,0.013794433828308477,0.03279545305793785,0.03106593808101401,0.05230458961892832,0.024959852778448515,0.030076379010558662,0.02987776320076465,0.029641702884057,0.030352033965632744,0.030837501936513162,0.02962394873644108,0.03482687590528881,0.026822668919479157,0.035111628926787944,0.030124065081785906,0.009617959945987669,0.03322429300753497,0.03768864645966965,0.03230319837091987,0.03498057711578711,0.028120700151254865,0.030217615697255385,0.01752433704176141,0.029595929976009256,0.029685894744781272,0.04668862774941023,0.024450490339437955,0.03457847846545516,0.02236475024966685,0.03252347951468332,0.03184034798889025,0.02360962951188447,0.03155243880900359,0.03360944453892515,0.030812129519778318,0.020386137916285338,0.027943884735217996,0.030159958230389586,0.025103524445664424,0.026267439635680328,0.03071708258307253,0.03873469235073785,0.031240005538554546,0.020156131011967855,0.030465642526539872,0.031216737980252852,0.026702768460701964,0.001779972401275947,0.026969660506216696,0.030207488142462716,0.023493085724097734,0.030696208745358253,0.03100876238744052,0.025617096658719123,0.028233889265150063,0.0301610687173049,0.04772890302166736,0.029912900766999068,0.03525736982202583,0.029393534505321884,0.033613390242840144,6.77265692873963e-05,0.03171284103541611,0.0383355556256107,0.032382434325419866,0.0303851450518138,0.024136463817317533,0.029941843558119997,0.03040113953024984,0.029657932606911703,0.03622765581590928,0.029063974503613338,0.025307668200003745,0.030107303302536855,0.026744283714536035,0.031140632264261822,0.011257135244178176,0.02799512510936824,0.032984475789360895,0.03184340199997481,0.03012123357749093,0.03287162790167116,0.023962976314678124,0.034110769420567955,0.03106744771232345,0.03738208022207523,0.027616250482784925,0.030692362025907253,0.030488382318908273,0.0305631142205122,0.027837060218398234,0.031964663567102085,0.02452182698015731,0.030586026921347525,0.03010784542992129,0.030591569613662564,0.030577532954114483,0.011050081045694715,0.030474559903475175,0.029510427916966026,0.030588034462478365,0.02797405867997382,0.028560973644450198,0.025643392842221446,0.03453679342731057,0.02613523685150851,0.020735983237895286,0.038165475388435934,0.030754330565861233,0.014637298994374992,0.029716927319925188,0.02910993585911502,0.07301442955052416,0.0355514625986116,0.025121043466902197,0.03042031353477736,0.030327323352870618,0.04656157782330406,0.030388700249963627,0.0291799986133472,0.032030870442507665
int_verb_Low,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
int_verb_Mixed,-0.02489863519243121,-0.02202148478404291,-0.012078377450533535,-0.019022324752135222,-0.021653721247618402,-0.02055045206425487,-0.027171150549257533,-0.02325401876691933,-0.02202897069575774,-0.03683147825710871,-0.022891982507580996,-0.02819415885058958,-0.02172557977297405,-0.017430087120042796,-0.022291688456206177,-0.020697638675081658,-0.01914200311217202,-0.02493732029801658,-0.020006882590151386,-0.02541410422311215,-0.028156678747765736,-0.026943169020438796,-0.02319682208148034,-0.02580053767997414,-0.017576578798721425,-0.021129271332330363,-0.041970550028034716,-0.022412523551685458,-0.024704202693781645,-0.027051787337111707,-0.02123922190512809,-0.019077531766530723,-0.01627521350976847,-0.023277546888198795,-0.021758878889649887,-0.020589019151709832,-0.01995202557263345,-0.01980706542831139,-0.024528309608252707,-0.011746456127828013,-0.017589005537373793,-0.02253734447364657,-0.020350365740238338,-0.022516140303536658,-0.022386353413759844,-0.04873858135733869,-0.017626646981346694,-0.020984127128594963,-0.0,-0.01758853046991426,-0.0246282896637317,-0.022763275873187272,-0.022811781024751412,-0.02129135193961874,-0.022469306998222395,-0.025542666854079236,-0.020121036790385113,-0.02483994583058813,-0.019711212338681058,-0.02293746817115726,-0.034214945320143075,-0.022572480993939572,-0.027716454720713827,-0.022224132918071175,-0.024523566139471875,-0.02303981084631889,-0.02259613045977042,-0.028679143137774157,-0.023279053749743192,-0.022744545916385524,-0.00812765534471374,-0.02289001395945226,-0.021891162993951253,-0.0098718787403966,-0.022672303797737686,-0.0196463859743581,-0.027292448251348224,-0.02597920351302085,-0.035824646617802686,-0.02313204317129318,-0.02721165558649142,-0.024571249961923416,-0.022947470098669688,-0.01757047415388036,-0.015014207993395296,-0.022972531411667163,-0.004195145215446489,-0.015726585129716374,-0.00455908643239677,-0.02227084000320369,-0.01615433477001626,-0.02490348611025711,-0.04251463372561903,-0.030362979155632738,-0.0225983872659616,-0.03638515558918808,-0.022418518710496695,-0.021605721933376225,-0.02556693580136147,-0.02277339775149793,-0.023176966105156988,-0.011984890695717523,-0.022488627930143952,-0.02050222906004205,-0.023755211351616085,-0.01960799471752574,-0.07064996587911632,-0.02250629739320966,-0.015985877272903126,-0.02001161543161848,-0.02253274690515089,-0.02858106611959635,-0.02286648892455114,-0.020369015614668536,-0.02382651208596384,-0.02062806112965128,-0.025440507259063574,-0.013717172877863755,-0.02278985215110687,-0.022888603949376318,-0.022944571355764217,-0.031726978774690315,-0.02194977486236803,-0.021123031415130975,-0.02139556537406298,-0.02205927485504075,-0.0035528794305532364,-0.026580326144056924,-0.027276566686992867,-0.022497891296698196,-0.020083743424989475,-0.023156797092033343,-0.024738559527627362,-0.02276996541005587,-0.02310683087107685,-0.025934185258299366,-0.02760621624733874,-0.027736036497893878,-0.020651679766756224,-0.017435065167003806,-0.022940365525272604,-0.022797685778221048,-0.03046089426718188,-0.02360804875155316,-0.024485309164397853,-0.020977784191079936,-0.02414328553198111,-0.01955052828573945,-0.021493173613574883,-0.02094548586887005,-0.02902837137194076,-0.03147262202166039,-0.032695716103860906,-0.02269290110368555,-0.018240279279771808,-0.02244264467193689,-0.02285941262699526,-0.0,-0.018985481364806038,-0.024388628415135467,-0.02262747959263731,-0.022484753366363016,-0.013394929583616851,-0.024119399597271073,-0.007335440123629306,-0.021773302492314985
ort_img_High,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
