,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
Moderate,-0.6722679558274733,-0.6651924260674518,-0.6617771625369407,-0.6612226831241743,-0.6847551005781062,-0.6775149749808591,-0.7038985094371809,-0.6601726418124162,-0.6640194645598865,-0.6220570712390016,-0.6793588668290259,-0.6681509740808762,-0.6600955440928962,-0.6967088448057978,-0.6665137182869038,-0.6737713768865885,-0.6844427619034164,-0.6574567063442437,-0.6624637429839186,-0.6796132104371867,-0.6624000837668867,-0.6764429126686905,-0.6666886445800682,-0.6829240383377739,-0.6594647691921157,-0.6642641783763844,-0.6597343986999652,-0.6597889489325388,-0.665140416609334,-0.6625530339026061,-0.6811188753922387,-0.6392821849919235,-0.6668197388650471,-0.6543632699694428,-0.6795868416725938,-0.6820674747378284,-0.671741434748329,-0.6611575643088864,-0.67596395481905,-0.6587688163623877,-0.6650194507422974,-0.6612993043737535,-0.672413773781985,-0.672787045040011,-0.6646044059325744,-0.6664595529703471,-0.6609564351768665,-0.6822530796703998,-0.6434640357067722,-0.6595243716842495,-0.6669259586689293,-0.6585977045831617,-0.666758256760388,-0.6619275335314067,-0.6587841257868656,-0.6666179661958315,-0.6653896933605229,-0.6695818831048042,-0.6749657756984467,-0.6772626133646492,-0.6830844190237553,-0.6736045502831303,-0.6616994680327715,-0.6664820589362515,-0.6818032828297865,-0.6656803567258601,-0.6760517810571188,-0.6624030845545894,-0.663528420003044,-0.6768562424518282,-0.6569191958375274,-0.6741388316800067,-0.6730518859512584,-0.6753452179754258,-0.6700643243852814,-0.6619762794337904,-0.6608949148688744,-0.6778818869362913,-0.6461256419708655,-0.6609126954070529,-0.6416824641032622,-0.6814561992836929,-0.6605153180652042,-0.6756795475871998,-0.6688806714551916,-0.673521507259363,-0.6637149537933928,-0.6721470507194481,-0.6376194283411315,-0.6746988816118866,-0.6813096221026871,-0.6688841921185822,-0.6605131038688824,-0.666488666192297,-0.6790584616711646,-0.67457474295393,-0.6808236410258552,-0.6688078649599989,-0.6582758469279598,-0.6819275019497377,-0.6598501861426908,-0.6595204626255474,-0.6606224184379745,-0.6672190173749334,-0.6790420232562756,-0.6365750481705381,-0.6355197529328418,-0.6621062090229692,-0.6789811327056394,-0.6827194209761475,-0.6653666383682497,-0.6773618488510903,-0.6698024141894074,-0.6577025506710983,-0.6747694441731841,-0.6707267981946974,-0.6761582714964198,-0.6746570963773458,-0.6610334400045019,-0.6731335580441546,-0.6641661806065604,-0.6525274433252884,-0.6715057557437031,-0.661130324244854,-0.6791497291687999,-0.6772986437077974,-0.6798157769105707,-0.6779253151151019,-0.6632511472342656,-0.6638676998642381,-0.6861450171145622,-0.6610204436347867,-0.6797030595609854,-0.6570659939876028,-0.67180552578161,-0.6742794923562446,-0.6599077486607983,-0.6630306075579998,-0.6667673568639523,-0.6630262787743783,-0.6805505997714555,-0.6745164364593014,-0.6570601662010482,-0.6622228130392454,-0.6785175003724581,-0.6727985200620736,-0.6614348983998227,-0.6681027128017886,-0.6663064313947112,-0.6802676180102009,-0.6594163096324911,-0.662540358758356,-0.6674710391913156,-0.6733670324604952,-0.7078504870634932,-0.664792073973574,-0.6775892952008319,-0.6271752767493256,-0.661875232843528,-0.6600434916020042,-0.663508112555439,-0.663843602325905,-0.6578059388780167,-0.6613460185703537,-0.6728733927344177,-0.6581040582707816
Very high,0.0,3.1277110231565336e-16,0.0,9.024643777375813e-17,4.516306865333788e-16,3.276007666495852e-16,4.7143661523604986e-17,1.562475639068051e-16,0.0,2.4401538585833304e-16,2.3167742234457307e-16,6.061327910177784e-17,0.0,4.566200359000597e-16,4.3545287089636227e-16,4.1388245004700683e-16,8.216466722685441e-17,2.1165975458429993e-16,7.138897316431612e-17,1.900893337349445e-16,4.0444539092541385e-16,1.2133361727762415e-17,1.3077067639921714e-16,3.222081614372464e-16,1.3469617578172853e-17,3.771492921888399e-16,8.889947601594084e-17,3.1922993660269663e-16,2.734332368369089e-16,1.7510502851624708e-17,1.4816579335990137e-17,3.5995639792361835e-16,2.8824981617289904e-16,1.4020773552081016e-16,0.0,4.7143661523604986e-17,0.0,3.545637927112795e-16,0.0,4.853344691104967e-17,3.3674043945432135e-17,0.0,1.45600340733149e-16,3.505193388020254e-17,2.7073931332127433e-16,2.4110615464929408e-16,2.1551388125076566e-17,2.440153858583331e-16,9.437059121592991e-18,6.33072026174124e-17,3.63679674610667e-17,0.0,5.657239382832599e-17,3.2220816143724644e-16,1.4951275511771867e-16,1.4143098457081496e-16,2.4805983976758714e-16,2.2783757022131647e-16,4.4449738007970424e-17,7.677682019558527e-17,1.1728916336837003e-16,4.556751404426329e-16,9.698124656284454e-17,2.2628957531330395e-16,2.7906731973853556e-16,1.8739303112877507e-16,3.383859770742629e-16,9.294036128939269e-17,5.52254320705087e-17,3.060303458002298e-16,2.426672345552483e-16,7.684462427582864e-17,2.925488327693827e-16,1.3077067639921714e-16,4.242929537124449e-16,2.693923515634571e-16,1.6582261027941968e-16,1.1189655815603116e-16,1.145928607622006e-16,2.289834988289385e-17,9.841504512518404e-17,6.201495994189679e-17,2.599636192587361e-16,3.5995639792361835e-16,1.360431375395458e-16,1.5490060214898781e-16,4.826381665043272e-16,8.216466722685441e-17,3.437785822866018e-16,2.5188184871183237e-16,9.571874251901461e-17,3.572600953174489e-16,3.300056306652349e-16,7.677682019558526e-17,2.9524513537555213e-16,1.0910390238320011e-16,5.118454679705684e-17,3.370378257711782e-17,4.162111831655412e-16,6.33631112449815e-17,2.4380007816492866e-16,2.5188184871183237e-16,4.983758503923956e-17,6.605941385115093e-17,3.141192536187381e-16,3.249044640434158e-16,1.253780711868783e-16,4.983758503923956e-17,3.488630952746769e-16,1.360431375395458e-16,2.4110615464929408e-16,4.192750552593457e-16,3.784962539466572e-16,5.253150855487413e-17,2.8445992495087443e-16,4.3545287089636227e-16,8.081770546903711e-17,1.279613669926421e-16,0.0,1.0371605535193097e-16,1.9548193894728336e-16,3.6534900313595717e-16,8.216466722685441e-17,2.559227339852842e-17,4.4623808132104e-16,3.5995639792361835e-16,3.168155562249075e-16,2.9794143798172156e-16,5.253150855487413e-17,5.3878470312691414e-17,3.89615726591482e-16,3.3539347769650405e-16,4.732011073827342e-16,1.9278563634111395e-16,4.3949732480561637e-16,0.0,0.0,0.0,4.175581449233585e-17,0.0,0.0,7.684462427582864e-17,1.6043000506708084e-16,2.6939235156345707e-17,3.7074160834829604e-16,4.17926903956261e-17,0.0,0.0,3.168155562249075e-16,3.0737849710331454e-16,3.451267335896865e-16,0.0,3.2461778363396575e-16,2.413190832521636e-16,1.1718567293010383e-16,0.0,3.7613421356063487e-16,2.3862278064599416e-16,2.626575427743706e-16,4.421936274117858e-16,1.845337608209681e-16,3.8287497007605846e-16,5.657239382832599e-17,8.485859074248897e-17,2.7906731973853556e-16,2.3302438410239037e-16
