,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
team_size,-0.14760345669573116,-0.15543773438162933,-0.18093436719671163,-0.1406660784993369,-0.15250506069344338,-0.13829841408388555,-0.1475384597589346,-0.1401816441430126,-0.14703093906214593,-0.13614565089304673,-0.16106206334374767,-0.15966518861611761,-0.13967468987215917,-0.16383923777164872,-0.11386600222949257,-0.17605376329811268,-0.14974803001799727,-0.16160820712735452,-0.15889008806489324,-0.15505142875972952,-0.16393301283310405,-0.10951263550607788,-0.18512784997665738,-0.15892780462241696,-0.17220373827110277,-0.15578546947689004,-0.17057439524384518,-0.15100607702082858,-0.16785309331567713,-0.19106275950302354,-0.1786257497564189,-0.15520153953135912,-0.16353090397876519,-0.14471670752592994,-0.1523344928956832,-0.198670273939961,-0.14672785949460837,-0.14698920673389185,-0.14803364866604254,-0.16103235747762568,-0.14149470292758978,-0.15665043416874036,-0.15571933396519594,-0.1856409308666468,-0.1337795698094843,-0.16132697654884526,-0.14040304263224138,-0.17304868820951833,-0.13142264450287955,-0.14964301261414337,-0.169307734542198,-0.15355462379051846,-0.11620190613399663,-0.17294641990096526,-0.16943639518069328,-0.157045079522209,-0.15714946561070353,-0.09351765886813981,-0.15541451882880147,-0.16448224034895342,-0.16037210560148168,-0.16087136540611216,-0.15131543357727434,-0.14415756651297673,-0.18975914257399185,-0.15727717493205723,-0.15911853533235654,-0.15892780462241696,-0.15271189360464865,-0.17332516842811305,-0.15131499178079102,-0.15365272229825905,-0.13376236391646573,-0.15625606482574997,-0.14413971447730592,-0.12159504608121435,-0.1410624821118902,-0.1415049134573323,-0.12057425886206341,-0.17498541570046897,-0.13447025952910496,-0.14759615286705413,-0.17530270833750844,-0.17340478296465325,-0.15934677553981377,-0.1480108301735859,-0.15550218219324555,-0.15875940533149463,-0.14613542452212883,-0.1466353542135374,-0.16559437864244375,-0.15740024808442965,-0.13229332240304545
vis_img_High,-0.07483499142381403,-0.10021479537370064,-0.10500823137544701,-0.09927082369605876,-0.10168926992133537,-0.09957237127640307,-0.1087976735483101,-0.08867246309829431,-0.09650272819247074,-0.09440913303174987,-0.14058337984521257,-0.10559491445604678,-0.0945843951940329,-0.0965874222765909,-0.10665065609108301,-0.12546889187837867,-0.09964317670393708,-0.10406349394034599,-0.09776972132016809,-0.08805718766638244,-0.09904040606480496,-0.06063886417058161,-0.12326918173305086,-0.09259819860484142,-0.10533025036352218,-0.09813476928581089,-0.1138911447808332,-0.0986605680333077,-0.11045494641686228,-0.11318876090567678,-0.12407095208647671,-0.10270456089246617,-0.1111395500758872,-0.10477011130508448,-0.09977373409382703,-0.13965451553668842,-0.09789643760639234,-0.0918354836409881,-0.10809334855076863,-0.08960481736529653,-0.11071516352228863,-0.09888151515938493,-0.10031503867570495,-0.11113413747457002,-0.08060757708258098,-0.09861096793776292,-0.07768047408923388,-0.10476763897185402,-0.09058790316356433,-0.10580429230876975,-0.10364896387849394,-0.0991157025641746,-0.08632933825604405,-0.11480907684993355,-0.10071515194288123,-0.08408799382880681,-0.10041915733465763,-0.07958263240348357,-0.08125576471698995,-0.11451621850575769,-0.09054391736204391,-0.1033901647953591,-0.09403509910644611,-0.09512759002226708,-0.0673240150874956,-0.09494594859664567,-0.09851056518594073,-0.09259819860485623,-0.10036013118280357,-0.1026464431673046,-0.09871573585521787,-0.1086380203021442,-0.0887994896182377,-0.09779404401928493,-0.10076184778331704,-0.08943266952236197,-0.08028818490152226,-0.09556046493219625,-0.10343824734875717,-0.10294321819211116,-0.08682882824517288,-0.09257877531871013,-0.09919531512595424,-0.08814497800337175,-0.10015009922523765,-0.1012252239205005,-0.09710648132174012,-0.1006788842340463,-0.11079326104136653,-0.105393038159329,-0.10226583848818944,-0.1048030561406434,-0.08483245663427601
vis_img_Low,0.13431477895724472,0.15460383802798042,0.1597843617438209,0.15672826052349548,0.13802326466419965,0.16153172716097206,0.15891353610183476,0.1375083902203753,0.15004380981432203,0.15777987015246905,0.16003223369808234,0.15653585826202593,0.14640160055811874,0.15294490962835053,0.15995028278013004,0.16963546365940144,0.13795646939469966,0.16086889536299204,0.14873234879377376,0.14620825630451267,0.1480139440022413,0.1165489579937824,0.16730635653802406,0.14908627155967435,0.15311940191349438,0.15363754964297396,0.15472307490355955,0.15327794910743794,0.17025069553951633,0.16876441586040183,0.1703336999269101,0.1557842014497678,0.14946797899703915,0.16155422982123124,0.15315055501070285,0.17892791259203028,0.14504694085306735,0.1479808974578374,0.15848626373043592,0.14727036398122278,0.15232902734160295,0.1581634088145461,0.15735866068587845,0.16645926660846214,0.14121501334903339,0.17688354408511583,0.145006581922743,0.15174305313255626,0.1434077740890046,0.1570976285233789,0.15777215497161814,0.15315114721332956,0.15310936280680795,0.1735223197672414,0.14894618335459697,0.14266362776716948,0.15485435279090626,0.14954039361936447,0.13301767971988043,0.1620096635591932,0.14784006047639636,0.14744360741943588,0.14349859708465978,0.14704626848371607,0.15530582331491993,0.15051051279767128,0.16336878869281332,0.14908627155965987,0.15258892429937077,0.15216747191353988,0.15326257918089203,0.1636170264483549,0.14088032572574585,0.15379810471950722,0.13177751770754295,0.16366086338945293,0.13849388205553612,0.15325000952896997,0.15752846761534003,0.1753302609036842,0.17008668654649473,0.14928959458041352,0.14752305912294728,0.13618151598555578,0.15286296109035424,0.15902703630298715,0.15150025863490085,0.15518917269774235,0.16012414115410994,0.14958770458736023,0.15019693632460845,0.16339100454887806,0.12995155631268474
vis_img_Mixed,-0.0612514600761979,-0.05514168878691791,-0.055422786011689644,-0.058432591240649374,-0.03588870012552697,-0.06321494755618914,-0.05036028612166696,-0.04954748875815348,-0.054340656610102525,-0.0648577301812223,-0.016859467783744204,-0.051325674130767274,-0.05255859463263876,-0.05733534108292648,-0.053806786754609204,-0.04357457195746481,-0.03805074913231398,-0.057607956904545746,-0.0515622943778137,-0.059476714611519876,-0.049410986507692614,-0.057840281277952064,-0.04349690711044966,-0.05758316415545383,-0.04797900920602385,-0.056383603202057174,-0.04034206243611545,-0.055427082640090525,-0.06061562786936346,-0.0560503335171186,-0.04584330555394674,-0.05368038221683155,-0.037753124748599945,-0.05756602603378424,-0.05407659902187387,-0.03798052360438397,-0.04750227590510961,-0.05723934762969536,-0.05067432429704955,-0.058917826400835954,-0.041260805480433795,-0.06038465764824042,-0.057963746128149043,-0.0558398135994608,-0.062293883058255325,-0.08060041980156532,-0.069523240193414,-0.04712844780297768,-0.0537346144229402,-0.05169494836705311,-0.054765073623731356,-0.054795411594529025,-0.06870611780850461,-0.05934488819380232,-0.04857516681128147,-0.060036820970229145,-0.05518522398905491,-0.07227172803339818,-0.05286349169362446,-0.04741366061107797,-0.05849910883368244,-0.044056707987026496,-0.05006895585401569,-0.05265175070283113,-0.09178602268306717,-0.05653637023751113,-0.06632866894287713,-0.05758316415546749,-0.052838956305653564,-0.04989517560475517,-0.05535051645273776,-0.05553961493148445,-0.05299699719662459,-0.056926324257965205,-0.030254669361562205,-0.07654718062884348,-0.059746858743243016,-0.05878083605025738,-0.05473573904842027,-0.07421927635448114,-0.0862268915195995,-0.05782072317293967,-0.0487195563816537,-0.04871123704293302,-0.053359795581890516,-0.05874571365545302,-0.0552315516094738,-0.05525804417844293,-0.049470511291436634,-0.044152329599572014,-0.04821368369517959,-0.059484619775880605,-0.04569712775258461
int_verb_High,0.024392945300328872,0.02656806713702004,0.018278228098389273,0.021519643180573284,0.020223434406820777,0.022168646303422527,0.018516726002119805,0.029512599353295022,0.028297191769638137,0.014207790762345527,-0.0024794227484842726,0.026978301783623062,0.02185144715574986,0.03366767471120352,0.028340646631469957,0.044385823262586506,0.03522912355057026,0.02318816383495157,0.01713254130958395,0.024212531572922916,0.026486292987541755,0.016574253303114253,0.0029245601297345986,0.02926365752675738,0.017208891646549294,0.022375602773453223,0.028928775540741268,0.025545890701689392,0.044568829761949806,0.007333039405968786,0.04164962720371589,0.024922408809771604,0.04389876369271052,0.030617280738001632,0.02308847253161354,0.05014360007728691,0.02305779548917937,0.019847935952188627,0.018983983894482373,0.031249503569337044,0.024818799048593045,0.026236144318144455,0.019628121571412374,0.009914446226852775,0.013197385686533355,0.008594617677356399,0.03469416930338079,0.03133719419680314,0.035728514435879696,0.020502572044687327,0.011461120244585352,0.025005587234647537,0.04107362000867496,0.026270515138429318,0.012338149248668986,0.00678546993013819,0.02319270790330313,0.04364180212913893,0.015983371914708007,0.01456338095249141,0.03062649304618802,0.021941927814554976,0.027768856490706387,0.030667189104718995,0.024961796776131064,0.027706131218847557,0.02765890447559154,0.029263657526759353,0.027365676676710318,0.020814142156872533,0.02548039937236534,0.02949260318392514,0.02843539900930546,0.021611572319342968,0.01902422214091896,0.023131289575361452,0.03170881330216888,0.018730821681884596,0.020561532991091827,0.029808631074781957,0.033576397072206395,0.02242164642420863,0.030023748024566442,0.013295283037998538,0.02377762480952063,0.03527119783852425,0.024031637829805906,0.02578439413552214,0.017192828640390338,0.030236074494596404,0.031522275095235745,0.021745355165506162,0.029841834174671233
int_verb_Low,0.021840933121785852,0.02448885793507908,0.03247019165978958,0.036137717390824435,0.04101096985584969,0.03821954249296605,0.026564479144304574,0.010826139173995993,0.02041904402644628,0.013990232299871308,0.05168757852700192,0.02749830380758246,0.03359544191744622,0.018454234317626928,0.025691502670462617,0.026643047066520095,0.019388276626709458,0.020621262292365692,0.03162943491017353,0.018440849380006404,0.018262860952330626,0.03404326949216554,0.024204550726041378,0.02526086077055628,0.02437681472948159,0.02811566892911915,0.026390455673029542,0.025548016681179522,0.010746454607972094,0.053178529961329185,0.001661708164239681,0.026356606990895544,0.014580475188343957,0.02267028825062324,0.027268621556166207,0.028188657571792015,0.03113788122871235,0.03299355687692848,0.02650780008456581,0.025019974766697973,0.02684649124950551,0.029498394829288174,0.021445559695029093,0.04914471266336442,0.0246919871045927,0.035840577342335256,0.020720383926791503,0.03406498850642734,0.008806539683869947,0.026323593140436422,0.028291716185018783,0.02574196529957777,0.028803643508987394,0.011872198094948055,0.03611254052636477,0.051488234263422375,0.026401486770676483,-0.022124874204648204,0.03529395899229455,0.028566197700370586,0.025095546846350594,0.02067368318058693,0.015511829818870128,0.023679051196733948,0.022871733788379922,0.025449790969657354,0.0333173807053273,0.025260860770557864,0.023448977476026006,0.027246536399783527,0.02557152560463351,0.020832762939554196,0.015808819552586652,0.028830186280770012,0.010140087112960924,0.016565250715431933,0.017532154900378332,0.03592110646018717,0.03075618941256858,0.01108807164850391,0.04111807342365133,0.026953790596122202,0.009780925204176389,0.03206744428102661,0.026182757614093184,0.017929301819786247,0.027538060957328248,0.023387354293526567,0.026725069813535462,0.021239723553208058,0.03318494954080256,0.03678179957212897,0.04125557583793345
int_verb_Mixed,-0.04838470298314551,-0.053356631969538854,-0.05137348097209677,-0.058521349689950465,-0.06161444608029609,-0.06121746357478096,-0.046102183411138906,-0.04389662365075504,-0.051512587632245935,-0.029373045643204473,-0.04568696201768918,-0.05665061815350072,-0.056514084422825434,-0.05580676253144659,-0.056511706680325784,-0.0757450450239075,-0.05846836207660542,-0.04586265440322197,-0.04927467971667696,-0.044986702592852444,-0.04741859173589641,-0.05090249521297517,-0.02606454776314684,-0.05716247490739779,-0.042553651647636304,-0.051969146621365286,-0.05784008722914976,-0.05318252638605591,-0.061031516420799674,-0.058302493133106675,-0.04916660335461574,-0.05322892218384341,-0.06386474675236718,-0.056277839621151175,-0.051988822627656535,-0.08377726701328955,-0.05558597285103441,-0.05365900326310123,-0.04658306565011792,-0.05920622442302518,-0.05357036549941706,-0.05767986953189175,-0.042567223777312,-0.057466422679656105,-0.03826425109413374,-0.04346874518749594,-0.059107391928419635,-0.06779734103727388,-0.04910571814498695,-0.04814593292677691,-0.03965884753966593,-0.0527470109302675,-0.0739873339366911,-0.041172803645509154,-0.04800300899321979,-0.05608986367330828,-0.05129395559611471,-0.02911438440736712,-0.05140116891314228,-0.043462484729800986,-0.05856504810438544,-0.04448738091516958,-0.04630210485779815,-0.057281848800333955,-0.05000256636820115,-0.05555953411083101,-0.06289114558242374,-0.05716247490739607,-0.05329214849401244,-0.049368466788495914,-0.053129736633826585,-0.05326734956857241,-0.047342776814160555,-0.051766581741362956,-0.03126409093076262,-0.04199011976204381,-0.052702139224185,-0.05513030757233532,-0.052374366475742645,-0.044480881800944394,-0.07697780065228202,-0.050931078312575886,-0.043499700570750886,-0.04529976074132964,-0.05175720307623069,-0.05714686139577878,-0.05331981971477367,-0.051426850070770684,-0.04473968373406238,-0.05449918697115784,-0.06718276909667356,-0.05938396824494358,-0.07283816856050039
ort_img_High,0.1167188538270228,0.09562697629837115,0.12455315049181287,0.08512147839100105,0.09589612540988214,0.09216188280028755,0.10900720604249586,0.09312238001577354,0.09393872996556835,0.09734559588918043,0.12015417621912457,0.0947235205306582,0.09533975012987955,0.10071734374917288,0.0655805908610276,0.10590754613354372,0.09032466847359172,0.09894538680154562,0.1001650975993458,0.08626998303207829,0.09857333627122673,0.06771066112758956,0.11529705176990947,0.08721825703959293,0.09351997379668144,0.10740920883248475,0.0970930128599611,0.0968870717221073,0.09009062182089819,0.10743289239690217,0.08526527084217803,0.09323500463710382,0.08326156042457422,0.09127255448929886,0.0952374873875378,0.11280355711879501,0.0912733691676871,0.0994008297101398,0.10805986043366454,0.08319203820204447,0.10951872752089217,0.09568973141304885,0.09885098353062827,0.10577129776917128,0.0884763446449382,0.10529155394759557,0.0733740293151033,0.09701260147163383,0.08915535149178301,0.10498098720498215,0.10903805319452846,0.09631193479947112,0.1017374462399787,0.09233126617886511,0.10487699183835364,0.11295081118100922,0.09803993260725334,0.08650698514788906,0.08229218226976795,0.09170779198273621,0.08445516568049197,0.09935588242670168,0.09565494495175085,0.08956517343260739,0.05897485268087623,0.09037607573564803,0.09521157986937796,0.08721825703956922,0.08477022035552817,0.09185026655106765,0.09681735815572282,0.1033953855050562,0.0915171366180281,0.11087546544140327,0.0981134651001964,0.08859080216842347,0.09930622859810126,0.09440005628502716,0.08152558168005529,0.10958762272323162,0.08657243801148147,0.09518262833317713,0.11323568607035353,0.10594884018508133,0.09500480542979853,0.0907442081021355,0.0954975627702777,0.09640453881744099,0.11169135193417373,0.10735829379937446,0.09540706842530719,0.0966858250653131,0.08781093435471192
ort_img_Low,-0.052118281387941355,-0.03456840661062781,-0.056428484400920007,-0.025958281832385993,-0.0308566537736996,-0.03627766798274189,-0.047479101622932555,-0.03299823898327634,-0.034764015385590555,-0.035646691902664625,-0.04705226864900915,-0.039772088316792034,-0.0367235301391833,-0.037236856437194536,-0.017072768861751336,-0.04228550400318157,-0.02443195578699473,-0.036439324625572776,-0.03785123328764112,-0.02522491681234139,-0.03486499456611707,-0.02122907713569577,-0.04324354435009415,-0.02700040764409637,-0.04044815030747952,-0.045156050594503575,-0.030327451191020063,-0.0361910338181804,-0.025840761029702966,-0.03862825138454752,-0.022276979239189042,-0.03302553777045451,-0.017102921528638754,-0.03283423968885035,-0.03502923583138549,-0.04542335698264227,-0.029258087257355365,-0.039311732898485864,-0.046588723623862814,-0.023216301148064968,-0.045356972130773464,-0.03716874036984684,-0.035976067521708115,-0.03815243128019002,-0.030775844280995602,-0.052591055417171025,-0.03160928473002164,-0.0355890086604894,-0.03339423023669777,-0.043694995126865116,-0.04268478922985865,-0.035569559309514436,-0.02468977960657124,-0.027131511303769052,-0.041897833940354755,-0.049506980739980666,-0.03422298026464355,0.003234750284859295,-0.02609264041577436,-0.04254043698324502,-0.024403471813485376,-0.03306168832177643,-0.03402024010886467,-0.03950224000135845,-0.007695861457943001,-0.029968334307714305,-0.03899475760431846,-0.02700040764412099,-0.0255300142175092,-0.030748423727213973,-0.0361157035747103,-0.04026006949426296,-0.033350184592197435,-0.048160993963223195,-0.027912721974145457,-0.05179503511432831,-0.036179296975472224,-0.03538724110916665,-0.032134945262229854,-0.052301522413846106,-0.04238829420596996,-0.036075288387963395,-0.05001546781582868,-0.0405439300628223,-0.034157117244411485,-0.03209071272327582,-0.034780727619052626,-0.03498903624683991,-0.05000183928697552,-0.043354527016432685,-0.03524266106474458,-0.03687033162378301,-0.032287395960116275
ort_img_Mixed,-0.10580799349638585,-0.10107625353638518,-0.11147323175632823,-0.09848737369813026,-0.1081005395274307,-0.09217292331761275,-0.10093294073176279,-0.0996051996139477,-0.09786583463637791,-0.10208415270631788,-0.12060031088870309,-0.090335946698929,-0.09677562611208163,-0.1049910466745715,-0.08105618730565979,-0.10486365588504293,-0.11001589667282648,-0.10339588416398421,-0.1029670075701333,-0.10173357413638105,-0.10555030582857894,-0.07731584993944336,-0.11909886399663713,-0.10020084469070001,-0.08709775401289842,-0.10233220265484075,-0.11106757824411376,-0.10034304488042828,-0.1071260436807376,-0.11392279194382356,-0.1052450983990086,-0.09974797733585339,-0.1110006443407051,-0.09675694002387394,-0.09960004089714437,-0.11101136157812257,-0.10308603177676244,-0.0990861039675607,-0.10090111046911349,-0.10006556607444937,-0.10555573083789328,-0.0965816467055306,-0.1040554136942141,-0.11194562929029014,-0.09565500913760729,-0.08558372263392021,-0.06855747977436988,-0.10162125494960032,-0.09217400275500229,-0.10079766211549165,-0.1094684205786942,-0.10046690694383863,-0.12892279588695518,-0.10864367881427653,-0.10380115184087485,-0.10403555651738888,-0.10578131667667935,-0.1524927314184376,-0.09344940907649307,-0.08032104764830403,-0.10010800642464505,-0.11006878895448359,-0.10209364143122977,-0.08206168881807098,-0.08644046007243313,-0.10030694556622687,-0.09253941900064663,-0.10020084469071394,-0.09864920837226494,-0.10142777628427885,-0.10035805846387454,-0.10418532572707122,-0.0962589795378106,-0.10289610608566185,-0.11707155955426918,-0.05865745864484474,-0.10446819168683329,-0.09754578109046122,-0.081457417745331,-0.093384805158028,-0.07187752993312374,-0.09765606163002179,-0.10361915337619719,-0.10801528882093765,-0.10074841163343443,-0.09717614949299784,-0.10048100384075238,-0.10165120850117047,-0.10102312647594226,-0.1054334682002044,-0.0995101162265281,-0.09879964468387613,-0.09185149642091153
